Date,USDMXN Curncy,MXN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,MXNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,MEXBOL Index,DXY Curncy,MEX CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2007-02-01,10.9713,38.5,1.3022,1.9668,120.82,4.9581,4.8346,56.72,55040.0,657.2,7.3453,10.31,1450.75,1803.25,27842.76,84.64,42.24,6.2,460.25,398.0,2.6056,2.4119,65.6
2007-02-02,10.9632,38.78,1.2961,1.966,121.14,4.9331,4.8204,58.41,54240.0,647.85,7.3133,10.08,1453.0,1807.25,27933.07,84.96,39.825,5.975,461.25,402.0,2.5953,2.4049,58.5
2007-02-05,10.9228,38.0,1.2929,1.9603,120.34,4.9163,4.8021,58.1,52360.0,648.45,7.3133,10.55,1453.75,1805.5,,85.08,39.5,5.75,458.5,402.0,2.5875,2.399,61.3
2007-02-06,10.9223,39.0,1.2985,1.9711,120.1,4.8912,4.7655,58.42,52570.0,653.3,7.3429,10.65,1453.25,1803.5,28067.4,84.77,39.51,5.85,451.0,396.5,2.5513,2.3695,60.4
2007-02-07,10.9555,38.0,1.3012,1.9707,120.68,4.866,4.7432,57.23,53540.0,651.45,7.3359,10.32,1455.75,1823.0,28123.76,84.71,39.396,5.85,452.0,392.25,2.5488,2.3596,60.4
2007-02-08,10.9502,41.44,1.3042,1.9589,121.03,4.8743,4.7319,59.03,52950.0,660.45,7.3185,10.44,1454.0,1821.75,28197.26,84.69,40.338,5.875,457.0,399.75,2.5346,2.3455,60.5
2007-02-09,10.9954,37.84,1.3008,1.9491,121.71,4.8993,4.7797,59.01,53370.0,666.85,7.2921,11.1,1443.0,1792.5,27906.89,84.88,40.89,6.05,460.25,406.25,2.5517,2.3623,60.7
2007-02-12,11.0224,37.02,1.2966,1.9472,121.94,4.9246,4.8037,56.6,53830.0,661.1,7.2707,11.61,1438.0,1785.5,27972.23,85.12,41.375,5.9,455.75,404.75,2.5421,2.347,61.7
2007-02-13,10.9584,34.91,1.3039,1.9469,121.17,4.933,4.8078,57.03,,664.25,7.2436,10.34,1449.5,1796.0,28262.65,84.69,41.355,5.775,459.0,411.0,2.55,2.3581,56.4
2007-02-14,10.9184,37.36,1.3131,1.9628,120.8,4.8653,4.7359,57.43,,669.13,7.2317,10.23,1458.5,1822.75,28539.69,84.18,39.908,6.1,451.0,408.25,2.5533,2.3523,54.8
2007-02-15,10.9695,39.39,1.3141,1.9511,119.27,4.8314,4.7061,57.6,,669.75,7.2374,10.22,1459.5,1831.0,28498.75,84.05,39.4,5.95,453.25,407.5,2.5217,2.326,36.7
2007-02-16,10.997,37.48,1.3138,1.9496,119.43,4.8224,4.6882,58.95,55950.0,669.05,7.2536,10.02,1459.0,1827.25,28491.07,84.06,39.541,5.75,468.0,417.0,2.5277,2.3402,32.4
2007-02-19,10.9688,37.5,1.3156,1.9514,119.56,4.8222,4.6882,58.14,,670.75,7.2581,,,,28590.17,84.02,,5.6,,,2.5276,2.3402,31.8
2007-02-20,10.9927,38.0,1.3138,1.9553,120.03,4.8136,4.6743,57.98,,657.25,7.2448,10.24,1461.75,1838.75,28589.66,84.18,39.916,5.6505,464.5,415.25,2.5186,2.3263,31.6
2007-02-21,10.9888,36.1,1.3139,1.954,120.94,4.8392,4.6902,59.35,,678.85,7.2561,10.2,1460.5,1844.5,28715.96,84.22,40.334,5.425,476.0,426.25,2.5386,2.3653,34.5
2007-02-22,11.0003,38.21,1.3126,1.9564,121.58,4.8578,4.7279,60.62,,677.45,7.2846,10.18,1459.25,1854.25,28676.48,84.34,40.03,5.425,489.5,434.5,2.5607,2.3871,34.3
2007-02-23,11.0373,38.69,1.3166,1.9634,121.08,4.7997,4.6703,60.88,,682.55,7.3528,10.58,1453.75,1845.0,28505.72,84.05,40.575,5.525,484.25,430.25,2.5547,2.3809,34.2
2007-02-26,11.0788,39.0,1.3188,1.9636,120.66,4.7583,4.6248,61.33,58180.0,686.55,7.3935,11.15,1452.5,1837.75,28046.16,83.93,41.625,5.65,483.0,425.5,2.5542,2.3795,33.9
2007-02-27,11.1729,40.0,1.3242,1.9621,117.94,4.5847,4.5109,61.36,58760.0,663.35,7.4869,18.31,1395.25,1750.5,26418.82,83.46,43.5,6.0909,470.25,411.0,2.5395,2.3463,36.2
2007-02-28,11.1619,41.25,1.3229,1.9639,118.56,4.6423,4.5657,61.89,57740.0,669.35,7.3774,15.42,1409.0,1765.5,26638.95,83.57,45.251,6.05,474.5,425.25,2.5571,2.3784,25.5
2007-03-01,11.1515,40.5,1.3186,1.9584,117.62,4.6089,4.5499,62.11,57690.0,664.45,7.3646,15.82,1405.0,1757.75,26647.65,83.77,45.0,6.0005,468.0,417.25,2.5536,2.375,31.2
2007-03-02,11.2165,42.87,1.3192,1.9435,116.8,4.5252,4.497,62.08,57340.0,642.45,7.3711,18.61,1385.75,1726.25,26321.12,83.74,46.925,5.95,459.5,411.0,2.537,2.3624,28.2
2007-03-05,11.176,39.87,1.309,1.9205,115.53,4.5165,4.495,60.54,55630.0,636.6,7.366,19.63,1372.25,1713.75,25788.37,84.17,48.75,6.35,468.0,417.25,2.5332,2.343,17.0
2007-03-06,11.1425,43.42,1.3128,1.9317,116.6,4.5743,4.5282,61.39,55890.0,646.5,7.3516,15.96,1395.5,1745.0,26355.64,84.04,48.2,6.05,459.5,412.5,2.5318,2.35,15.5
2007-03-07,11.1606,43.91,1.3177,1.933,116.06,4.5241,4.4871,62.5,56590.0,649.0,7.3663,15.24,1393.25,1737.5,26184.39,83.78,47.0,5.9,466.5,415.75,2.5116,2.3299,13.6
2007-03-08,11.1683,48.44,1.3133,1.9283,117.18,4.5571,4.5125,62.33,57850.0,651.8,7.3939,14.29,1404.75,1754.5,26773.79,84.13,46.4,5.875,464.0,412.0,2.5096,2.3344,11.8
2007-03-09,11.143,42.67,1.3116,1.932,118.34,4.6651,4.5871,61.13,57540.0,650.28,7.4087,14.09,1405.0,1747.75,27106.53,84.25,45.688,5.65,465.5,408.25,2.5148,2.351,14.4
2007-03-12,11.124,44.0,1.3189,1.9325,117.74,4.6313,4.5516,60.74,57680.0,650.5,7.3985,13.99,1407.0,1757.75,27261.17,83.88,45.125,5.75,460.0,399.75,2.4832,2.3315,4.3
2007-03-13,11.1853,42.5,1.3197,1.929,116.28,4.5051,4.4907,60.9,58500.0,643.8,7.4387,18.13,1379.75,1724.25,26589.2,83.71,45.375,6.0,456.0,397.0,2.4922,2.3514,-3.9
2007-03-14,11.1585,42.74,1.3223,1.9361,117.09,4.5551,4.5338,61.06,57800.0,644.7,7.388,17.27,1389.5,1748.25,26719.32,83.64,46.926,6.2,446.0,389.5,2.516,2.3666,-4.2
2007-03-15,11.1455,42.0,1.3238,1.9374,117.57,4.58,4.5358,60.98,57500.0,646.6,7.4004,16.43,1391.5,1744.5,26883.53,83.65,44.817,6.075,455.5,397.75,2.5262,2.3685,-2.0
2007-03-16,11.1848,44.22,1.3318,1.9424,116.75,4.5876,4.5435,60.3,60720.0,653.4,7.4142,16.79,1396.12,1747.24,26901.42,83.19,43.46,6.6,460.75,399.5,2.5385,2.3905,4.8
2007-03-19,11.1368,41.0,1.3302,1.9442,117.53,4.6212,4.5632,60.52,60710.0,654.2,,14.59,1415.75,1781.25,,83.35,41.833,6.55,455.0,398.0,2.5303,2.3944,4.3
2007-03-20,11.1175,41.97,1.3318,1.9614,117.29,4.604,4.5494,60.2,61220.0,658.8,7.3847,13.27,1423.5,1792.25,27407.46,83.07,41.529,6.3,462.75,405.25,2.5228,2.3947,6.4
2007-03-21,11.0585,43.03,1.3386,1.9678,117.55,4.5274,4.5356,60.77,60590.0,664.2,7.3379,12.19,1445.0,1825.0,28219.55,82.77,41.502,6.125,465.5,409.75,2.5658,2.4143,5.3
2007-03-22,11.0162,41.18,1.3331,1.9648,118.13,4.578,4.5829,62.51,60840.0,664.0,7.3154,12.93,1445.0,1818.75,28258.8,83.09,40.835,6.225,467.0,409.5,2.58,2.4248,4.5
2007-03-23,11.018,41.14,1.3283,1.9614,118.12,4.6028,4.6105,63.18,61530.0,657.4,7.2933,12.95,1447.0,1811.5,28272.03,83.28,40.845,6.0,461.5,403.25,2.5988,2.4298,3.5
2007-03-26,11.0213,36.43,1.333,1.9694,118.14,4.5769,4.6006,64.41,62130.0,664.1,7.2895,13.16,1445.25,1818.25,28158.97,83.08,42.833,5.9,458.0,391.0,2.6148,2.4533,-6.8
2007-03-27,11.0565,58.0,1.3352,1.9657,117.81,4.5595,4.5966,64.6,62770.0,664.41,7.2869,13.48,1440.5,1810.25,28124.33,83.01,42.334,5.85,454.0,392.5,2.6159,2.4512,-11.7
2007-03-28,11.0771,53.5,1.3313,1.9616,116.86,4.5677,4.6204,65.78,61360.0,665.56,7.28,14.98,1429.5,1790.25,28098.28,83.03,42.625,5.95,456.5,388.5,2.6196,2.461,-14.1
2007-03-29,11.0278,37.69,1.3331,1.9619,118.07,4.5827,4.6423,67.88,61090.0,661.5,7.256,15.14,1431.5,1788.0,28704.24,83.09,42.875,5.85,461.0,394.5,2.6159,2.4653,-8.8
2007-03-30,11.0494,33.27,1.3354,1.9678,117.83,4.5744,4.6443,68.1,62090.0,663.8,7.2575,14.64,1431.25,1790.75,28747.69,82.93,41.258,5.575,438.0,374.5,2.6079,2.4427,4.8
2007-04-02,11.0211,33.94,1.3366,1.9778,117.86,4.5828,4.6403,68.74,62950.0,664.0,7.2513,14.53,1433.25,1790.0,29171.52,82.87,41.375,5.9,428.0,354.75,2.6064,2.4387,-0.1
2007-04-03,10.9775,34.3,1.333,1.9741,118.96,4.6161,4.6642,67.81,63510.0,663.95,,13.46,1447.25,1814.75,29348.09,83.15,40.438,5.8,419.0,346.25,2.5917,2.4148,-1.2
2007-04-04,10.9975,33.21,1.3368,1.9762,118.73,4.5912,4.6482,68.4,65100.0,674.35,7.2536,13.24,1448.5,1819.25,29370.94,82.96,40.0,5.625,431.25,359.25,2.5977,2.4397,-8.4
2007-04-05,10.9945,37.0,1.3429,1.9708,118.73,4.6249,4.6782,68.24,65510.0,674.45,,13.23,1452.75,1828.25,,82.677,39.088,5.8,445.0,366.0,2.6239,2.4698,-9.0
2007-04-06,10.9725,37.0,1.3379,1.9655,119.26,4.7342,4.7485,,66400.0,675.0,,,1452.75,1828.25,,82.992,39.391,5.8,,,2.6409,2.4922,-0.8
2007-04-09,10.968,36.0,1.3354,1.9626,119.33,4.7344,4.7425,66.59,68500.0,670.75,7.253,13.14,1454.5,1824.0,29632.2,83.098,38.625,5.8,447.5,363.5,2.6146,2.4666,-4.5
2007-04-10,10.999,38.35,1.344,1.9728,119.06,4.6923,4.7184,67.42,70900.0,677.9,7.2415,12.68,1456.0,1829.5,29515.64,82.704,38.416,5.925,457.75,369.0,2.625,2.4639,-5.4
2007-04-11,11.0083,36.0,1.3431,1.9748,119.39,4.7178,4.7304,67.84,69550.0,677.3,7.2593,13.49,1448.5,1812.75,29278.75,82.671,38.37,5.875,456.25,360.75,2.6234,2.4671,-6.9
2007-04-12,11.0005,37.0,1.3482,1.9793,119.16,4.7265,4.7345,68.72,70790.0,676.1,7.249,12.71,1455.5,1827.75,29606.97,82.369,38.459,5.925,458.0,358.75,2.6193,2.4693,-6.9
2007-04-13,11.0013,39.1,1.3527,1.9863,119.27,4.7611,4.7608,68.97,69680.0,685.52,7.254,12.2,1461.25,1831.75,29762.22,82.129,38.75,5.975,478.5,369.0,2.6112,2.4582,-1.6
2007-04-16,10.998,36.5,1.3535,1.9897,119.74,4.7359,4.7346,67.25,71440.0,690.21,7.2818,11.98,1475.5,1848.25,29718.66,82.073,37.5,6.0,475.25,364.25,2.6025,2.4445,-10.9
2007-04-17,10.984,37.0,1.3567,2.0069,118.91,4.6682,4.6803,65.93,72050.0,686.55,7.2917,12.14,1479.0,1852.25,29598.99,81.831,37.393,6.05,477.5,353.25,2.5712,2.3974,-16.5
2007-04-18,10.9933,38.79,1.3609,2.0087,118.69,4.6344,4.6502,66.04,74660.0,690.05,7.2871,12.42,1480.25,1848.25,29559.52,81.743,36.6,6.05,474.5,363.5,2.5625,2.3959,-16.9
2007-04-19,10.9995,36.0,1.3613,2.0034,118.48,4.6345,4.6642,65.94,73160.0,682.95,7.2668,12.54,1480.25,1849.0,29614.05,81.644,35.2,5.95,496.0,371.25,2.5739,2.4011,-17.7
2007-04-20,10.9838,41.0,1.359,2.0023,118.69,4.6434,4.6703,66.49,72030.0,691.95,7.2233,12.07,1493.0,1862.5,29832.48,81.643,35.0,5.7,502.0,360.5,2.5814,2.409,-17.5
2007-04-23,10.9739,37.04,1.3577,2.0009,118.65,4.6179,4.6402,68.15,72150.0,689.15,7.2332,13.04,1488.25,1863.0,29593.85,81.738,35.0,5.6,494.0,352.25,2.5711,2.4093,-17.0
2007-04-24,10.984,37.0,1.364,2.0018,118.59,4.5924,4.6202,67.16,72250.0,683.65,7.1915,13.12,1488.5,1870.25,29544.18,81.546,35.2,5.55,483.5,360.5,2.5637,2.4143,-18.7
2007-04-25,10.929,36.68,1.3638,2.0014,118.75,4.6267,4.6502,68.57,70330.0,686.25,7.2039,13.21,1500.75,1894.0,29444.15,81.428,35.381,5.775,506.25,371.25,2.5887,2.4408,-19.2
2007-04-26,10.9492,34.35,1.3601,1.9913,119.57,4.6655,4.6964,67.65,70650.0,674.75,7.1581,12.79,1502.75,1906.0,29342.7,81.75,34.65,5.525,507.0,364.75,2.5908,2.4442,-18.8
2007-04-27,10.9206,40.0,1.3652,1.9977,119.63,4.6489,4.6924,68.41,67980.0,681.55,7.4237,12.45,1502.0,1906.75,29372.93,81.529,33.502,5.525,500.5,364.25,2.5935,2.4474,-26.9
2007-04-30,10.9658,42.18,1.3648,1.9995,119.53,4.591,4.6222,67.65,68980.0,678.45,7.4453,14.22,1488.5,1879.25,28996.71,81.447,33.5,5.625,485.5,358.0,2.5699,2.4361,-26.8
2007-05-01,10.936,41.21,1.3604,1.9987,119.87,4.6242,4.6362,67.0,,673.45,,13.51,1492.75,1885.75,,81.595,32.95,5.6754,488.5,367.5,2.574,2.4412,-13.8
2007-05-02,10.9153,39.5,1.3592,1.9898,120.16,4.6409,4.6422,66.25,,673.15,7.4496,13.08,1501.0,1898.75,29259.92,81.767,32.2,5.6,479.5,372.0,2.5709,2.4366,-12.5
2007-05-03,10.9151,39.0,1.3549,1.9867,120.45,4.691,4.6723,66.05,,682.35,7.4694,13.09,1508.25,1906.5,29752.95,81.949,32.013,5.6,481.0,379.75,2.57,2.4346,-5.9
2007-05-04,10.8809,39.0,1.3591,1.9922,120.19,4.6665,4.6382,65.31,,688.85,7.4852,12.91,1514.25,1908.5,30013.85,81.741,32.025,5.4,482.0,381.25,2.536,2.4006,-7.1
2007-05-07,10.8332,39.0,1.3601,1.9929,120.1,4.6666,4.6262,64.44,,688.75,7.4564,13.15,1514.25,1906.75,29776.57,81.676,31.833,5.45,482.0,369.5,2.5093,2.376,-5.9
2007-05-08,10.8458,40.5,1.3543,1.9894,120.04,4.6668,4.6342,65.54,71730.0,685.65,7.4475,13.21,1512.25,1905.5,29572.4,81.939,31.95,5.325,469.0,353.75,2.5246,2.3913,-5.1
2007-05-09,10.7923,40.5,1.3528,1.9936,120.09,4.7258,4.6618,65.2,72050.0,680.55,7.4304,12.88,1515.5,1912.25,29992.83,82.016,32.025,5.375,471.0,357.25,2.5264,2.3938,-4.2
2007-05-10,10.8495,36.0,1.3485,1.9801,119.9,4.6755,4.6379,65.79,70540.0,665.65,7.4673,13.6,1499.25,1886.5,29653.82,82.292,31.85,5.3,473.0,345.75,2.528,2.3982,-19.9
2007-05-11,10.7981,40.0,1.3524,1.9814,120.2,4.7013,4.6717,66.83,68640.0,670.85,7.4473,12.95,1512.25,1910.5,30058.75,82.116,32.75,5.35,483.0,361.0,2.5198,2.389,-28.3
2007-05-14,10.799,40.5,1.3546,1.9793,120.35,4.7269,4.6936,66.83,68030.0,669.75,7.5035,13.96,1508.75,1896.25,29766.33,82.066,32.625,5.325,489.0,358.0,2.519,2.3878,-21.7
2007-05-15,10.8076,40.5,1.3591,1.9859,120.28,4.7272,4.7016,68.11,65340.0,672.05,7.5234,14.01,1508.5,1883.5,29619.91,81.755,32.75,5.325,502.0,371.5,2.4923,2.3486,-19.8
2007-05-16,10.7829,40.5,1.3515,1.9769,120.83,4.7274,4.7096,68.01,65810.0,662.15,7.5339,13.5,1518.0,1901.25,30341.25,82.163,32.225,5.3,496.75,376.0,2.4976,2.3458,-14.1
2007-05-17,10.8123,47.0,1.3494,1.9747,121.31,4.7787,4.7517,70.27,63500.0,657.65,7.5068,13.51,1515.25,1890.25,30478.37,82.318,30.375,5.275,485.5,373.0,2.5083,2.3577,-13.8
2007-05-18,10.8005,45.0,1.3509,1.9747,121.12,4.8138,4.8001,69.42,60660.0,661.75,7.501,12.76,1528.0,1905.75,30676.34,82.197,29.625,5.275,471.25,371.25,2.5228,2.3592,-13.3
2007-05-21,10.7693,40.5,1.3469,1.9715,121.47,4.797,4.782,70.49,62600.0,663.25,7.5233,13.3,1528.0,1916.25,30708.73,82.364,30.0,5.325,479.5,381.0,2.5305,2.3664,-13.9
2007-05-22,10.795,41.5,1.3448,1.9746,121.56,4.8316,4.8245,69.52,63720.0,659.25,7.5482,13.06,1525.25,1920.25,30802.25,82.386,29.34,5.4,471.0,369.5,2.5307,2.3601,-13.8
2007-05-23,10.8012,41.5,1.3459,1.9866,121.66,4.832,4.8468,70.6,61990.0,661.85,7.5505,13.24,1525.5,1910.25,30869.84,82.31,29.03,5.4,476.5,368.5,2.5541,2.3696,-13.6
2007-05-24,10.8388,41.5,1.3429,1.9847,121.4,4.8324,4.8387,70.72,62710.0,654.65,7.5646,14.08,1511.5,1882.0,30338.58,82.406,28.7,5.1504,491.0,376.5,2.5642,2.3837,-8.8
2007-05-25,10.786,41.5,1.3442,1.9836,121.79,4.8513,4.8572,70.69,60950.0,656.0,7.5182,13.34,1517.25,1893.0,30700.01,82.331,29.083,5.05,501.0,376.0,2.5629,2.3839,-8.6
2007-05-28,10.7847,43.0,1.3452,1.9836,121.72,4.8517,4.8573,69.71,63380.0,655.55,7.5209,,,,30928.43,82.332,,5.05,,,2.5628,2.384,-6.8
2007-05-29,10.8138,42.0,1.3448,1.9811,121.66,4.8955,4.8818,68.13,63640.0,656.85,7.5049,13.53,1522.5,1906.5,30664.73,82.31,28.934,5.1,491.0,364.75,2.557,2.3699,-2.5
2007-05-30,10.7455,43.0,1.3429,1.9758,121.66,4.875,4.8675,67.84,63340.0,653.45,7.4668,12.83,1534.0,1922.5,31380.0,82.433,28.92,5.15,510.75,382.25,2.5599,2.365,-2.1
2007-05-31,10.7416,43.0,1.3453,1.9798,121.73,4.9081,4.8879,68.04,63890.0,660.5,7.4699,13.05,1533.0,1932.25,31398.96,82.301,28.82,5.075,517.0,390.25,2.5861,2.3893,3.1
2007-06-01,10.7153,49.5,1.3449,1.9824,122.1,4.9665,4.9516,69.07,64810.0,671.75,7.522,12.78,1539.5,1932.25,31946.4,82.322,28.167,5.0,520.75,386.75,2.5909,2.4018,6.6
2007-06-04,10.7625,42.0,1.349,1.9915,121.78,4.9581,4.9271,70.4,64440.0,671.15,7.5056,13.29,1540.25,1936.75,32096.21,82.058,28.5,4.825,520.25,383.75,2.5899,2.3992,6.6
2007-06-05,10.808,41.0,1.3524,1.9934,121.39,5.0001,4.9908,70.45,65900.0,670.05,7.4752,13.63,1533.75,1936.0,32271.38,81.89,28.375,4.9004,527.25,380.25,2.6067,2.4096,14.5
2007-06-06,10.8632,42.0,1.3504,1.9925,121.09,4.9498,4.9641,71.02,65890.0,670.75,7.4901,14.87,1516.5,1914.0,31681.76,81.897,29.25,4.95,519.75,374.75,2.6017,2.4014,13.8
2007-06-07,10.9523,42.0,1.3433,1.9781,120.98,5.0255,5.13,71.22,64590.0,659.15,7.4838,17.06,1489.25,1882.5,31184.49,82.294,30.116,4.775,524.5,384.75,2.6456,2.4627,13.8
2007-06-08,10.9115,42.0,1.3373,1.9701,121.73,4.9836,5.0991,68.6,63490.0,648.85,7.4382,14.84,1508.0,1909.0,31466.6,82.691,30.875,5.075,527.5,382.0,2.6369,2.4238,35.1
2007-06-11,10.9133,39.0,1.3357,1.9691,121.73,5.009,5.1514,69.56,62130.0,653.65,7.4346,14.71,1510.5,1905.5,31833.44,82.712,30.167,5.075,556.0,396.0,2.6564,2.4558,34.9
2007-06-12,11.0163,40.5,1.3302,1.9743,121.7,5.0938,5.2928,68.79,62710.0,647.25,7.4043,16.67,1493.0,1893.25,31608.59,82.891,30.465,5.0,565.0,393.5,2.697,2.4903,33.7
2007-06-13,10.9223,40.0,1.3311,1.9732,122.72,5.0771,5.1979,69.94,61670.0,651.75,7.408,14.73,1515.5,1912.25,31884.06,83.035,31.001,5.3,589.5,404.5,2.67,2.4722,44.0
2007-06-14,10.874,39.0,1.3312,1.9693,122.92,5.0858,5.2212,70.96,62120.0,651.95,7.3983,13.64,1524.75,1926.25,32114.09,83.128,30.625,4.9,606.5,409.5,2.6556,2.4729,43.7
2007-06-15,10.7751,37.0,1.3388,1.9761,123.44,5.0182,5.1627,71.47,62440.0,655.35,7.3826,13.94,1535.0,1944.0,32128.97,82.851,30.025,4.875,606.5,419.0,2.6309,2.4396,43.8
2007-06-18,10.7813,37.0,1.3414,1.9834,123.68,4.9927,5.1335,72.18,63970.0,656.35,7.3439,13.42,1546.0,1967.5,32218.17,82.715,29.833,4.9,601.0,416.0,2.6269,2.4348,42.9
2007-06-19,10.7408,36.0,1.3427,1.9888,123.36,4.9331,5.0814,71.84,63420.0,661.45,7.3651,12.85,1549.0,1967.0,32064.99,82.544,30.188,4.8004,581.0,396.0,2.6144,2.4195,42.8
2007-06-20,10.8434,37.5,1.3404,1.9931,123.57,4.9673,5.1316,70.42,63870.0,654.55,7.3923,14.67,1527.0,1947.75,31550.76,82.518,30.675,4.725,605.0,394.25,2.6152,2.4214,42.7
2007-06-21,10.8165,39.0,1.3389,1.9926,123.72,4.9673,5.1863,70.22,63940.0,652.04,7.405,14.21,1535.75,1965.75,31830.84,82.731,31.375,4.65,606.0,385.0,2.6644,2.4461,48.8
2007-06-22,10.8424,40.0,1.347,1.9994,123.89,4.9074,5.13,71.18,63400.0,654.3,7.4296,15.75,1520.5,1948.0,31642.26,82.336,31.999,4.675,592.25,367.5,2.6674,2.4573,48.8
2007-06-25,10.848,48.0,1.3463,1.9978,123.67,4.8645,5.08,71.36,62980.0,651.0,7.436,16.65,1513.5,1941.0,31296.01,82.325,32.333,4.9,589.5,357.75,2.6462,2.4291,47.3
2007-06-26,10.873,41.0,1.3455,1.9989,123.26,4.8644,5.078,70.17,62280.0,640.9,7.4433,18.89,1497.75,1925.5,30744.71,82.295,32.333,4.9,608.5,356.5,2.6193,2.4022,42.9
2007-06-27,10.817,40.5,1.3453,1.9993,122.84,4.8915,5.0802,70.53,60450.0,643.65,7.4412,15.53,1519.0,1955.5,30804.21,82.316,33.952,5.0,606.0,343.75,2.6123,2.3947,38.8
2007-06-28,10.8048,40.0,1.3449,2.0028,123.18,4.9414,5.1033,70.52,61610.0,648.95,7.4481,15.54,1517.25,1955.25,31079.24,82.333,35.083,4.8,609.0,339.5,2.6036,2.399,36.9
2007-06-29,10.8084,40.0,1.3541,2.0087,123.17,4.8582,5.0244,71.41,63150.0,649.65,7.4585,16.23,1515.5,1956.0,31151.05,81.92,35.599,4.75,582.0,329.5,2.5795,2.3851,40.5
2007-07-02,10.7578,40.0,1.3623,2.0171,122.42,4.8415,4.9892,72.63,63160.0,657.25,7.4389,15.4,1531.0,1972.0,31420.69,81.395,35.667,5.2,569.5,330.5,2.5806,2.3851,44.1
2007-07-03,10.7745,40.0,1.3609,2.0158,122.47,4.8746,5.0372,72.93,65260.0,653.2,7.4087,14.92,1536.25,1985.0,32117.83,81.486,34.0,5.125,571.5,320.0,2.5769,2.381,43.3
2007-07-04,10.7568,40.0,1.3613,2.0164,122.7,4.8745,5.0373,73.05,65200.0,654.2,7.4119,,,,32201.63,81.433,33.834,5.075,,,2.5767,2.381,41.9
2007-07-05,10.8015,41.0,1.3599,2.0116,122.95,4.9667,5.1402,74.75,65400.0,649.5,7.4307,15.48,1534.5,1998.0,32177.83,81.538,33.834,5.175,591.0,324.0,2.5913,2.4067,47.8
2007-07-06,10.7692,41.0,1.3627,2.0108,123.34,4.9835,5.1824,75.62,64930.0,655.9,7.4093,14.72,1542.5,2009.0,32411.84,81.465,33.599,5.075,600.5,334.5,2.6028,2.4169,48.6
2007-07-09,10.7632,41.5,1.3626,2.0153,123.41,4.9499,5.1382,75.78,65480.0,660.4,7.4203,15.16,1542.5,2008.5,32088.25,81.433,33.0,5.075,588.5,332.5,2.6118,2.4167,48.6
2007-07-10,10.8438,41.5,1.3747,2.028,121.74,4.8321,5.0212,76.4,65570.0,663.3,7.4415,17.57,1520.0,1992.0,31743.02,80.86,33.6,5.3,592.0,338.0,2.593,2.3967,48.6
2007-07-11,10.8023,41.5,1.3745,2.0324,122.49,4.8909,5.086,75.44,63820.0,660.6,7.4282,16.64,1531.0,2009.5,31916.27,80.73,35.875,5.65,611.0,336.0,2.5862,2.3864,48.3
2007-07-12,10.7588,42.0,1.3789,2.0303,122.42,4.933,5.1239,76.4,64070.0,666.8,7.4357,15.54,1555.75,2034.75,32261.1,80.635,35.366,5.65,611.5,344.0,2.5922,2.3847,48.9
2007-07-13,10.7607,42.0,1.3782,2.0343,121.93,4.9161,5.0928,77.57,63540.0,666.9,7.4307,15.15,1560.0,2046.75,32386.51,80.576,35.333,5.525,614.0,341.5,2.5783,2.3805,42.8
2007-07-16,10.7825,42.0,1.3772,2.0361,121.9,4.8652,5.0385,77.33,64040.0,664.9,7.443,15.59,1559.75,2048.5,32265.93,80.522,35.375,5.5,601.75,334.75,2.5607,2.4112,47.7
2007-07-17,10.747,42.0,1.3781,2.0467,122.34,4.8736,5.0491,75.53,63740.0,664.9,7.4212,15.63,1558.75,2060.75,31979.14,80.54,35.868,5.3,601.25,322.5,2.5521,2.4134,65.2
2007-07-18,10.7378,42.0,1.3803,2.0528,121.95,4.848,5.0283,76.76,64070.0,673.0,7.4274,16.0,1554.75,2059.75,31886.74,80.424,35.925,5.3,623.5,327.0,2.572,2.4284,65.5
2007-07-19,10.7478,41.5,1.3804,2.0489,122.01,4.8394,5.0159,77.67,65100.0,677.5,7.4151,15.23,1559.75,2065.5,32150.65,80.419,36.566,5.2,620.0,321.25,2.5814,2.4392,62.9
2007-07-20,10.7935,42.0,1.3827,2.0561,121.28,4.7623,4.9497,77.64,67300.0,683.4,7.4513,16.95,1545.0,2055.25,31922.62,80.288,40.134,5.2,616.25,318.25,2.5514,2.4088,62.9
2007-07-23,10.7674,42.0,1.3807,2.0593,121.1,4.7792,4.9477,76.86,69270.0,681.6,7.4486,16.81,1549.0,2053.5,32168.43,80.354,40.5,5.3,620.25,310.0,2.5314,2.3849,63.4
2007-07-24,10.8373,43.0,1.3823,2.0626,120.26,4.7362,4.9085,75.08,67470.0,681.0,7.4444,18.55,1522.5,2025.5,31462.15,80.077,41.4,5.3,642.0,311.5,2.573,2.4044,63.6
2007-07-25,10.8596,43.0,1.3722,2.0537,120.5,4.7274,4.8983,76.32,66460.0,674.9,7.4771,18.1,1524.75,2026.5,31103.53,80.652,45.55,5.35,634.0,311.5,2.5838,2.4148,64.3
