Date,USDBRL Curncy,BCN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USDMXN Curncy,USOSFR2 Curncy,USOSFR10 Curncy,CO1 Comdty,CU1 Comdty,XAU Curncy,BCNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,IBOV Index,DXY Curncy,BRAZIL CDS USD SR 5Y D14 Corp,MEX CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,KC1 Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2010-07-21,1.7808,23.94,1.2754,1.5164,87.05,12.8725,0.4972,2.5878,75.37,53720.0,1185.0,8.2903,25.64,1064.0,1815.5,64476.84,83.393,123.0,124.0,12.825,588.25,379.75,157.3,1.8912,1.7125,-35.6
2010-07-22,1.7581,26.42,1.2893,1.5259,86.95,12.7714,0.5007,2.6391,77.82,54090.0,1194.98,8.0491,24.63,1087.75,1852.75,65748.1,82.595,119.0,120.0,12.76,596.5,376.5,161.7,1.9415,1.7477,-36.8
2010-07-23,1.7738,26.87,1.2909,1.5425,87.46,12.7317,0.5282,2.7262,77.45,55240.0,1189.14,8.2046,23.47,1100.5,1873.75,66322.99,82.464,120.0,120.0,12.28,596.25,371.25,166.0,1.9594,1.7664,-37.0
2010-07-26,1.7624,25.88,1.2994,1.549,86.88,12.6715,0.5342,2.7008,77.5,55500.0,1183.5,8.4047,22.73,1109.5,1887.5,66443.26,82.087,116.0,116.0,11.6575,589.5,364.0,165.6,1.9709,1.7798,-37.1
2010-07-27,1.7672,24.5,1.2996,1.5594,87.9,12.6843,0.5847,2.7589,76.13,55580.0,1161.6,8.4773,23.19,1111.0,1886.5,66674.44,82.185,117.0,117.0,11.33,595.0,362.75,163.75,2.0063,1.8046,-37.9
2010-07-28,1.769,24.28,1.2995,1.5599,87.47,12.7163,0.5452,2.7025,76.06,55750.0,1163.1,8.5281,24.25,1102.0,1869.75,66808.25,82.179,119.0,119.0,10.75,615.5,376.25,167.4,2.017,1.7916,-41.1
2010-07-29,1.758,28.68,1.3079,1.5613,86.79,12.7185,0.5302,2.6854,77.59,56160.0,1168.1,8.5695,24.13,1097.0,1857.25,66953.83,81.636,118.0,118.0,10.66,627.5,379.25,173.05,2.005,1.7883,-40.8
2010-07-30,1.7549,29.13,1.3052,1.5689,86.47,12.6453,0.4997,2.6199,78.18,56190.0,1181.0,8.4375,23.5,1098.25,1862.25,67515.4,81.539,115.0,115.0,10.59,661.5,392.75,176.3,1.9653,1.7691,-37.4
2010-08-02,1.752,27.0,1.3179,1.5887,86.5,12.5824,0.4982,2.6563,80.82,57510.0,1182.75,8.4996,22.01,1121.75,1894.25,68517.46,80.938,113.0,114.0,10.795,693.25,390.5,172.5,2.0395,1.8344,-34.1
2010-08-03,1.7574,25.94,1.3231,1.5953,85.79,12.5809,0.4722,2.6093,82.68,57730.0,1186.25,8.4279,22.63,1118.25,1893.0,67997.36,80.596,114.0,114.0,10.825,680.0,389.5,166.65,2.0421,1.833,-33.8
2010-08-04,1.7522,25.88,1.3161,1.5883,86.27,12.5228,0.4912,2.6418,82.2,57380.0,1194.83,8.3886,22.21,1124.5,1905.25,68272.0,80.892,116.0,116.0,11.11,725.75,400.25,169.75,2.0381,1.8296,-30.4
2010-08-05,1.7518,28.23,1.3189,1.5897,85.82,12.5641,0.4592,2.6266,81.61,57730.0,1194.96,8.4714,22.1,1123.5,1901.0,68411.72,80.825,116.0,116.0,10.89,785.75,403.5,169.85,2.0322,1.8296,-31.6
2010-08-06,1.7609,28.0,1.328,1.5942,85.51,12.6925,0.4447,2.5653,80.16,57460.0,1205.4,8.3895,21.74,1119.5,1902.5,68094.76,80.407,115.0,115.0,10.49,725.75,405.0,167.4,1.9853,1.7802,-32.9
2010-08-09,1.7489,26.52,1.3222,1.5892,85.94,12.6239,0.4667,2.5568,80.99,58030.0,1201.23,8.7209,22.14,1125.5,1913.75,67862.28,80.711,114.0,114.5,10.765,712.5,403.0,169.6,1.9928,1.7881,-33.0
2010-08-10,1.7534,26.47,1.3177,1.5853,85.44,12.6017,0.4542,2.456,79.6,57580.0,1204.3,8.7915,22.37,1119.75,1896.5,67223.23,80.799,114.0,114.0,10.815,694.75,393.5,169.65,2.02,1.7975,-33.0
2010-08-11,1.7748,26.65,1.2863,1.5659,85.32,12.7508,0.4362,2.4049,77.64,57150.0,1198.15,8.3324,25.39,1085.0,1837.75,65790.29,82.29,114.0,113.0,12.085,694.75,395.5,170.6,1.9795,1.7404,-55.0
2010-08-12,1.7697,30.03,1.2829,1.5579,85.9,12.735,0.4692,2.4629,75.52,56460.0,1213.95,8.9955,25.73,1079.25,1827.25,65966.17,82.635,117.0,119.0,12.085,713.0,406.25,175.55,1.9232,1.6807,-56.1
2010-08-13,1.772,30.48,1.2754,1.5592,86.2,12.7278,0.4662,2.3758,75.11,56880.0,1215.43,8.6179,26.24,1076.0,1815.25,66264.43,82.948,119.4,118.0,12.075,702.5,411.75,175.5,1.8906,1.6467,-57.4
2010-08-16,1.7546,28.0,1.2827,1.5664,85.33,12.6625,0.4432,2.2633,74.85,57230.0,1225.35,8.5933,26.1,1077.0,1820.0,66701.89,82.533,119.5,119.5,12.145,663.75,407.25,178.7,1.8195,1.6048,-57.3
2010-08-17,1.7544,26.91,1.2885,1.5586,85.53,12.596,0.4552,2.3384,76.93,57520.0,1224.83,8.5032,24.33,1089.0,1839.5,67583.77,82.226,116.0,115.0,11.72,651.0,414.75,175.5,1.8205,1.621,-53.2
2010-08-18,1.7531,25.97,1.2853,1.5594,85.46,12.6315,0.4427,2.3553,76.47,58250.0,1229.3,8.0494,24.59,1086.75,1836.75,67638.38,82.223,116.0,115.0,11.505,656.0,418.5,175.15,1.8028,1.6028,-53.0
2010-08-19,1.7555,28.68,1.2823,1.5602,85.39,12.705,0.4312,2.2969,75.3,58050.0,1231.96,8.3563,26.44,1071.25,1820.0,66887.13,82.447,120.0,119.0,11.45,681.25,414.25,177.3,1.7498,1.5809,-59.0
2010-08-20,1.7562,27.55,1.2712,1.5534,85.62,12.7652,0.4342,2.338,74.26,57480.0,1227.89,7.9933,25.49,1070.25,1825.5,66677.16,83.057,122.0,122.0,11.85,679.0,421.25,181.55,1.7549,1.5938,-59.0
2010-08-23,1.77,25.56,1.2657,1.5512,85.16,12.9084,0.4272,2.3376,73.62,57290.0,1226.15,8.2239,25.66,1065.5,1809.5,65981.86,83.123,119.0,119.0,12.175,692.25,417.25,181.5,1.7673,1.5764,-59.5
2010-08-24,1.7705,24.94,1.2627,1.5396,83.9,12.9736,0.4137,2.2324,72.38,57170.0,1230.5,7.9534,27.46,1049.75,1773.75,65156.36,83.146,122.0,123.5,12.23,674.75,405.25,166.85,1.6953,1.5139,-57.8
2010-08-25,1.7635,24.39,1.2659,1.5458,84.58,12.983,0.4237,2.2693,73.48,56940.0,1240.15,7.7028,26.7,1054.5,1789.75,64803.43,83.261,128.0,128.0,12.2925,647.75,404.75,164.1,1.7464,1.5682,-64.3
2010-08-26,1.7619,25.97,1.2716,1.5528,84.45,13.0693,0.4232,2.2011,75.02,57420.0,1237.6,8.5833,27.37,1044.75,1767.5,63867.48,82.934,125.0,127.5,11.7375,656.5,416.5,169.95,1.7683,1.5735,-62.8
2010-08-27,1.7501,26.47,1.2763,1.5529,85.23,13.0097,0.4742,2.3881,76.65,57710.0,1237.83,8.8762,24.45,1063.75,1789.25,65585.14,82.918,127.0,131.0,11.6425,662.5,421.0,177.05,1.8468,1.6266,-59.6
2010-08-30,1.7594,26.13,1.2663,1.5462,84.62,13.1495,0.4322,2.2613,76.6,59060.0,1237.0,8.5572,27.21,1045.0,1768.75,64260.79,83.164,128.5,133.0,11.81,671.25,425.5,179.55,1.7932,1.5779,-57.3
2010-08-31,1.7559,24.06,1.268,1.5348,84.2,13.2046,0.4142,2.1971,74.64,58680.0,1247.4,8.8277,26.05,1048.25,1766.5,65145.45,83.202,132.0,137.0,12.045,652.5,424.5,176.8,1.7663,1.5487,-53.1
2010-09-01,1.746,22.81,1.2809,1.5455,84.44,13.0683,0.4362,2.2959,76.35,59500.0,1244.3,8.6659,23.89,1081.75,1820.0,67072.53,82.522,125.0,137.0,11.7,675.5,432.25,180.5,1.8446,1.5815,-43.2
2010-09-02,1.726,26.83,1.2826,1.5401,84.28,13.033,0.4392,2.3412,76.93,59920.0,1251.06,8.5044,23.19,1089.5,1837.25,66808.08,82.463,123.5,140.0,11.26,680.75,433.0,183.2,1.8868,1.6201,-42.3
2010-09-03,1.7328,24.5,1.2896,1.5452,84.31,12.9335,0.4592,2.4018,76.67,59770.0,1246.55,8.6545,21.31,1103.5,1867.0,66678.62,82.102,118.5,134.0,10.69,708.25,449.75,185.05,1.9447,1.6745,-38.4
2010-09-06,1.7267,24.29,1.2876,1.5393,84.21,12.9386,0.4342,2.3958,76.87,60260.0,1249.95,8.6653,,,,66747.3,82.042,119.0,133.0,10.605,,,,1.9487,1.68,-35.1
2010-09-07,,24.29,1.2682,1.5358,83.83,13.0624,0.4172,2.2496,77.74,59770.0,1255.7,7.9494,23.8,1091.25,1857.5,,82.82,121.0,139.5,11.49,702.5,451.5,190.7,1.9123,1.6542,-33.4
2010-09-08,1.7263,23.55,1.272,1.5471,83.88,13.0523,0.4322,2.3212,78.17,59550.0,1254.95,8.491,23.25,1099.25,1877.5,66407.28,82.585,126.0,143.0,11.32,678.75,447.5,193.1,1.918,1.6677,-30.3
2010-09-09,1.7203,23.8,1.2696,1.5429,83.78,13.0125,0.4892,2.4539,77.47,58750.0,1243.6,8.5012,22.81,1102.5,1885.75,66624.1,82.674,105.675,142.0,10.72,706.75,456.25,189.15,1.9879,1.7513,-17.3
2010-09-10,1.7222,23.33,1.2679,1.5358,84.15,12.9269,0.5042,2.4942,78.16,58600.0,1245.98,8.2016,21.99,1109.75,1892.25,66806.79,82.698,124.0,137.0,10.515,704.75,464.0,188.25,2.0433,1.8142,-16.9
2010-09-13,1.7106,22.87,1.2883,1.5429,83.71,12.8579,0.4737,2.4469,79.03,59350.0,1245.55,8.6565,21.21,1121.25,1919.25,68030.58,81.912,120.5,130.0,10.625,713.75,469.25,187.5,2.0707,1.8476,-15.5
2010-09-14,1.7099,20.13,1.2998,1.5539,83.04,12.8362,0.4402,2.3734,79.16,59360.0,1268.33,7.9983,21.56,1120.75,1925.25,67691.85,81.08,119.0,132.0,10.94,704.5,478.0,193.7,2.0197,1.782,-9.6
2010-09-15,1.7236,20.55,1.3011,1.5624,85.75,12.7986,0.4417,2.4348,78.91,59130.0,1268.15,8.329,22.1,1125.75,1942.25,68106.85,81.491,118.0,111.5,10.985,726.75,495.25,192.65,2.0323,1.7927,-10.2
2010-09-16,1.7118,23.8,1.3078,1.5625,85.78,12.7929,0.4392,2.5055,78.48,59200.0,1275.25,7.942,21.72,1127.75,1952.5,67662.99,81.241,115.5,128.5,10.6875,719.25,496.0,190.35,2.0348,1.8049,-7.9
2010-09-17,1.7213,25.2,1.305,1.5632,85.86,12.7994,0.4372,2.4725,78.21,59710.0,1274.18,8.1588,22.01,1133.0,1962.0,67089.12,81.398,117.0,118.0,10.74,739.25,513.25,187.85,2.0109,1.7832,-13.7
2010-09-20,1.7331,25.9,1.3061,1.5546,85.69,12.7739,0.4262,2.4276,79.32,60160.0,1278.25,8.4409,21.5,1136.5,1981.75,68190.46,81.335,118.0,127.0,11.0,731.75,508.25,180.55,2.0274,1.7898,-10.6
2010-09-21,1.7108,23.19,1.3264,1.5623,85.09,12.7183,0.3882,2.3134,78.42,59800.0,1287.38,8.2451,22.35,1134.75,1985.5,67719.13,80.439,118.0,134.0,11.23,718.0,505.25,182.9,2.0694,1.8484,-8.9
2010-09-22,1.7183,22.58,1.3406,1.5665,84.5,12.6287,0.3962,2.3123,77.95,,1291.41,8.5586,22.51,1129.75,1979.5,68325.18,79.83,118.0,111.0,11.49,719.75,505.0,179.95,2.0917,1.9112,-8.0
2010-09-23,1.723,26.13,1.3314,1.5684,84.38,12.6573,0.3782,2.3099,78.11,,1292.4,8.1916,23.87,1120.5,1981.5,68794.32,80.01,119.0,132.0,11.68,697.25,499.25,181.65,2.0389,1.8158,-8.3
2010-09-24,1.7109,25.9,1.3492,1.5826,84.21,12.5397,0.3907,2.3616,78.87,,1296.63,8.1367,21.71,1143.25,2018.25,68196.48,79.395,117.0,131.0,11.82,720.0,521.75,180.6,2.07,1.8378,-8.7
2010-09-27,1.7106,25.2,1.3455,1.5828,84.29,12.5803,0.3722,2.274,78.57,60560.0,1294.5,8.3316,22.54,1137.75,2007.25,68815.97,79.338,115.5,130.0,11.915,706.5,512.75,182.25,2.003,1.7798,-7.1
2010-09-28,1.7079,23.66,1.3585,1.5802,83.87,12.4982,0.3542,2.194,78.71,60340.0,1308.95,8.1025,22.6,1141.75,2008.5,69227.63,79.014,114.0,123.0,12.3525,684.75,500.0,188.95,2.0151,1.8207,-11.7
2010-09-29,,21.45,1.3627,1.5786,83.7,12.539,0.3592,2.2517,80.77,60540.0,1309.8,7.789,23.25,1141.0,2009.0,69228.24,78.691,112.5,120.0,12.41,683.5,505.0,185.75,1.9839,1.8117,-14.9
2010-09-30,,31.06,1.3634,1.5716,83.53,12.5936,0.3672,2.2883,82.31,59920.0,1308.54,7.85,23.7,1136.75,1995.5,69429.78,78.72,116.0,122.0,12.2025,674.0,495.75,183.05,1.9496,1.8174,-7.9
2010-10-01,,27.1,1.3791,1.5824,83.22,12.5253,0.3702,2.3044,83.75,,1319.03,7.9349,22.5,1142.25,1994.5,70229.35,78.088,113.0,119.0,12.035,655.0,465.75,181.1,1.9808,1.8177,-6.4
2010-10-04,1.699,22.06,1.3685,1.583,83.36,12.5921,0.3532,2.2678,83.28,,1315.35,7.9019,23.53,1134.75,1977.0,70384.92,78.447,113.0,116.0,12.4875,647.25,471.5,172.5,1.9749,1.8048,-4.4
2010-10-05,1.6648,21.44,1.3839,1.589,83.22,12.4753,0.3452,2.2811,84.84,,1340.54,8.026,21.76,1154.75,2018.5,71283.11,77.749,108.0,113.0,12.885,663.5,491.0,177.0,2.0674,1.8718,-1.2
2010-10-06,1.6792,21.68,1.393,1.589,82.93,12.4762,0.3272,2.2114,85.06,,1349.01,8.1018,21.49,1155.75,2004.25,70541.37,77.386,105.5,108.0,13.5425,658.25,488.5,175.55,2.1162,1.9384,-0.5
2010-10-07,1.6815,23.26,1.3926,1.5878,82.41,12.5505,0.3112,2.1914,83.43,,1333.55,7.984,21.56,1156.5,2014.0,69918.4,77.387,102.0,99.65,14.16,659.25,498.25,173.45,2.1433,1.9181,0.8
2010-10-08,1.6664,22.27,1.3939,1.596,81.93,12.4142,0.3272,2.2024,84.03,60700.0,1346.85,7.9675,20.71,1160.5,2020.75,70808.8,77.325,99.0,100.75,13.55,719.25,528.25,182.15,2.1683,1.9873,-2.8
2010-10-11,1.6692,22.27,1.3876,1.5882,82.07,12.4516,0.3072,2.2019,83.72,62420.0,1354.15,8.0944,18.96,1162.25,2025.5,70946.49,77.442,98.0,103.0,13.42,709.25,555.75,178.65,2.1683,1.9875,1.2
2010-10-12,,22.27,1.3925,1.5809,81.72,12.4047,0.3152,2.2215,83.5,62110.0,1350.55,7.714,18.93,1164.5,2037.0,,77.363,94.0,100.0,13.3625,710.0,579.0,185.7,2.1798,1.9827,2.2
2010-10-13,1.6525,21.44,1.3961,1.5898,81.81,12.3839,0.2992,2.2042,84.64,62590.0,1372.28,7.9894,19.07,1174.25,2056.0,71674.9,77.071,89.0,94.0,13.0575,702.75,569.25,186.15,2.2711,2.0647,3.1
2010-10-14,1.6602,21.9,1.4084,1.6011,81.48,12.4125,0.3182,2.2859,84.53,63190.0,1381.25,7.4587,19.88,1173.5,2062.0,71692.29,76.647,92.0,100.0,13.4925,700.75,567.25,187.6,2.3881,2.1412,-4.1
2010-10-15,1.6654,21.68,1.3977,1.5992,81.45,12.4343,0.3142,2.3403,82.45,62970.0,1368.4,7.5855,19.03,1175.0,2095.0,71830.18,77.041,94.0,100.0,13.15,704.5,563.0,186.4,2.3788,2.1344,-3.3
2010-10-18,1.6655,18.67,1.3934,1.5876,81.27,12.4095,0.3082,2.2809,84.37,62920.0,1368.6,6.8653,19.09,1178.25,2094.5,71735.53,76.934,98.0,107.5,13.5925,690.0,557.25,185.6,2.3539,2.0808,-5.8
2010-10-19,1.6829,17.06,1.3727,1.5707,81.59,12.5245,0.2962,2.2488,81.1,63420.0,1332.0,7.1671,20.63,1163.75,2067.5,69863.58,78.184,102.0,112.0,13.9875,671.5,546.0,190.9,2.3656,2.0755,-4.9
2010-10-20,1.6743,16.03,1.3964,1.5849,81.09,12.3963,0.2847,2.242,83.6,62260.0,1346.04,6.3436,19.79,1174.75,2083.75,70404.68,77.171,118.5,110.0,13.8175,683.0,573.5,196.75,2.3496,2.0604,-4.8
2010-10-21,1.6996,18.81,1.392,1.5704,81.33,12.3908,0.2932,2.3087,81.83,62540.0,1325.72,6.6595,19.27,1175.75,2080.0,69652.1,77.418,101.0,114.0,13.6325,668.75,564.25,201.0,2.4019,2.1113,-4.9
2010-10-22,1.7099,21.42,1.3954,1.5682,81.38,12.3372,0.3042,2.3262,82.96,62590.0,1328.55,6.7924,18.78,1180.75,2104.0,69529.73,77.472,100.0,109.0,13.4775,670.75,560.0,198.85,2.3756,2.124,-4.7
2010-10-25,1.7061,17.82,1.3965,1.5723,80.81,12.3612,0.3052,2.3506,83.54,63990.0,1339.91,7.0879,19.85,1182.75,2108.5,69580.28,77.103,95.5,101.0,13.5875,674.0,568.75,200.5,2.4067,2.1708,-3.9
2010-10-26,1.7032,19.03,1.3859,1.5845,81.43,12.4136,0.3282,2.4554,83.66,64410.0,1340.54,7.1864,20.22,1182.75,2116.0,70740.39,77.708,99.0,106.0,13.6325,692.0,571.0,201.75,2.4453,2.1828,-3.7
2010-10-27,1.7207,19.91,1.3769,1.5769,81.75,12.4516,0.3492,2.5309,83.23,64210.0,1325.3,7.1986,20.71,1178.75,2123.75,70568.94,78.149,100.0,106.0,13.93,702.75,577.25,200.3,2.4569,2.1649,-1.7
2010-10-28,1.713,23.8,1.393,1.5946,81.03,12.3619,0.2992,2.4687,83.59,63640.0,1343.91,7.9209,20.88,1179.25,2125.75,70320.13,77.308,110.5,108.0,13.54,718.25,579.0,196.6,2.4743,2.1586,-0.5
2010-10-29,1.7019,25.43,1.3947,1.6038,80.4,12.345,0.2862,2.3875,83.15,62750.0,1359.4,8.6143,21.2,1179.75,2122.0,70673.3,77.266,101.0,107.0,13.8625,717.25,582.0,203.45,2.4734,2.1518,1.7
2010-11-01,1.7039,26.0,1.3893,1.6036,80.51,12.3366,0.2842,2.4179,84.62,63270.0,1353.83,8.1001,21.83,1183.0,2129.0,71560.93,77.296,99.0,106.0,14.375,702.5,577.25,197.7,2.5042,2.1883,9.1
2010-11-02,,26.0,1.4034,1.6041,80.63,12.2959,0.2892,2.399,85.41,63160.0,1357.5,7.9475,21.57,1192.75,2150.25,,76.722,97.5,103.0,14.045,694.25,575.75,199.4,2.4769,2.1742,10.0
2010-11-03,1.7001,22.35,1.4139,1.6081,81.07,12.2462,0.2817,2.3814,86.38,63660.0,1348.54,7.7278,19.56,1197.25,2164.25,71904.77,76.481,97.0,103.0,13.08,690.25,581.0,196.15,2.5146,2.1565,12.7
2010-11-04,1.6773,27.73,1.4207,1.6268,80.75,12.2368,0.2667,2.3383,88.0,63740.0,1392.53,7.694,18.52,1218.5,2184.5,72995.69,75.882,91.0,97.0,12.615,713.75,590.0,205.8,2.5241,2.0802,12.8
2010-11-05,1.6785,24.03,1.4032,1.6182,81.26,12.2024,0.2992,2.376,88.11,66180.0,1393.63,8.0052,18.26,1222.0,2184.75,72606.58,76.548,92.0,100.0,13.205,728.75,587.75,205.15,2.4687,2.1017,26.0
2010-11-08,1.6985,24.27,1.392,1.6139,81.18,12.2254,0.3262,2.3945,88.46,65870.0,1409.43,7.9083,18.29,1220.0,2184.0,72657.37,77.027,98.0,105.0,13.815,736.25,585.25,208.1,2.4843,2.1107,32.6
2010-11-09,1.6987,21.9,1.3773,1.5985,81.69,12.3032,0.3712,2.5283,88.33,66470.0,1393.14,7.6351,19.08,1211.0,2176.25,71679.47,77.443,96.0,104.5,14.02,721.75,576.25,217.05,2.5082,2.1241,32.6
2010-11-10,1.7115,25.67,1.3783,1.6122,82.28,12.2189,0.3642,2.4759,88.96,66750.0,1403.98,7.9561,18.47,1214.0,2174.5,71638.38,77.634,102.0,112.0,14.005,710.0,566.75,212.25,2.5244,2.1217,36.1
2010-11-11,1.7162,25.9,1.3667,1.6123,82.49,12.2602,0.4222,2.4764,88.81,67620.0,1408.8,7.8527,18.64,1211.0,2172.5,71195.16,78.217,100.0,108.0,13.83,704.0,564.0,206.65,2.5307,2.141,35.9
2010-11-12,1.7221,25.9,1.3691,1.6114,82.53,12.3434,0.4372,2.6191,86.34,65420.0,1368.75,8.086,20.61,1195.5,2133.75,70367.15,78.082,120.75,111.0,13.805,669.25,534.0,200.45,2.4883,2.0911,36.0
2010-11-15,,25.9,1.3587,1.6053,83.07,12.3067,0.4622,2.7778,86.7,64920.0,1360.58,7.8757,20.2,1195.75,2128.0,,78.518,104.0,111.5,14.0325,672.75,555.5,204.45,2.4862,2.0862,28.5
2010-11-16,1.7401,28.5,1.3489,1.5885,83.29,12.4176,0.4392,2.6811,84.73,64400.0,1339.63,7.5895,22.58,1174.75,2090.75,69192.41,79.21,114.0,122.0,14.18,626.25,526.5,197.8,2.4061,2.018,29.2
2010-11-17,1.7254,24.84,1.3529,1.5907,83.18,12.3688,0.4237,2.7258,83.28,61480.0,1336.05,7.9535,21.76,1177.5,2097.0,69708.63,79.084,108.0,115.0,13.685,632.5,525.75,199.45,2.4341,2.0867,24.1
2010-11-18,1.7154,26.37,1.3643,1.6041,83.52,12.2729,0.4382,2.7321,85.05,62240.0,1353.43,7.6932,18.75,1197.75,2134.25,70781.4,78.617,108.0,114.5,12.845,645.25,541.75,208.65,2.4518,2.1128,29.9
2010-11-19,1.7192,26.13,1.3673,1.5979,83.55,12.2603,0.4437,2.718,84.34,63190.0,1353.63,8.0052,18.04,1198.25,2133.5,70897.9,78.504,109.0,115.0,12.795,644.5,520.75,209.85,2.4471,2.1298,29.7
2010-11-22,1.7281,25.67,1.3627,1.5957,83.33,12.3005,0.4012,2.6371,83.96,63390.0,1366.8,7.7881,18.37,1198.0,2154.5,69632.5,78.682,110.0,116.5,13.06,645.5,515.25,206.15,2.4453,2.1327,29.7
2010-11-23,1.7357,23.03,1.3367,1.5775,83.16,12.4778,0.3752,2.6009,83.25,61790.0,1376.45,7.7986,20.63,1178.25,2119.0,67952.55,79.681,115.0,121.5,14.065,642.0,528.5,210.35,2.4272,2.1047,30.4
2010-11-24,1.7222,25.67,1.3335,1.5772,83.54,12.3732,0.4442,2.7324,85.84,62080.0,1373.31,7.4763,19.56,1196.5,2158.0,69629.36,79.867,114.0,118.5,13.875,647.5,538.75,207.15,2.4602,2.1549,25.9
2010-11-25,1.721,24.97,1.336,1.5761,83.6,12.3838,0.4602,2.5912,86.1,62360.0,1375.35,7.8651,,,,69361.63,79.73,113.0,117.5,13.3425,,,,2.4613,2.1518,25.1
2010-11-26,1.7264,26.19,1.3242,1.5592,84.1,12.4888,0.4382,2.6895,85.58,61570.0,1363.8,7.9544,22.22,1183.25,2146.0,68226.1,80.357,116.0,122.5,14.035,648.25,538.25,202.15,2.4607,2.1381,24.1
2010-11-29,1.724,24.82,1.3125,1.5573,84.26,12.4937,0.4242,2.6044,87.34,61920.0,1366.31,8.0927,21.53,1186.5,2145.5,67908.18,80.835,118.0,123.0,14.96,650.25,538.25,202.4,2.4334,2.1309,19.4
2010-11-30,1.7129,24.72,1.2983,1.5562,83.69,12.4877,0.3972,2.6154,85.92,62060.0,1386.23,8.3584,23.54,1179.5,2117.0,67705.4,81.195,124.0,129.0,15.265,650.25,530.0,200.95,2.3714,2.1071,22.4
2010-12-01,1.7057,24.72,1.3139,1.5623,84.19,12.4018,0.4672,2.7859,88.87,62910.0,1387.9,8.5037,21.36,1204.5,2158.5,69345.85,80.713,117.0,123.0,14.31,697.5,551.75,203.3,2.4234,2.1664,21.7
2010-12-02,1.696,24.72,1.3209,1.56,83.82,12.3267,0.4752,2.8195,90.69,64510.0,1385.15,8.3256,19.39,1222.75,2187.0,69527.07,80.303,110.0,112.0,13.145,706.5,540.75,203.4,2.439,2.1881,20.6
2010-12-03,1.6862,24.72,1.3414,1.5778,82.53,12.3369,0.4192,2.8366,91.42,64490.0,1414.08,8.0729,18.01,1223.5,2187.25,69766.09,79.377,105.0,107.0,12.12,738.0,559.0,204.5,2.4477,2.1954,-9.6
2010-12-06,1.6749,25.67,1.3308,1.5715,82.66,12.3675,0.3742,2.7546,91.45,64830.0,1423.75,8.3281,18.02,1222.0,2190.5,69551.81,79.571,107.0,109.0,12.87,752.0,553.75,208.65,2.4399,2.1854,-12.1
2010-12-07,1.6812,25.16,1.3261,1.5759,83.49,12.4941,0.4512,2.9565,91.39,65210.0,1402.08,8.4441,17.99,1223.25,2190.0,69337.64,79.857,105.0,105.0,12.535,743.0,547.25,207.6,2.495,2.2424,-14.1
2010-12-08,1.6963,23.94,1.3262,1.5804,84.04,12.4032,0.5442,3.064,90.77,65110.0,1382.03,8.2682,17.74,1228.75,2200.5,68174.92,79.997,111.0,120.5,12.725,742.0,559.5,204.25,2.4662,2.2077,-14.1
2010-12-09,1.7097,26.65,1.3239,1.5771,83.76,12.4753,0.5442,2.9806,90.99,66460.0,1387.11,8.5305,17.25,1233.0,2201.25,67879.46,80.069,111.0,113.0,12.415,748.25,560.25,204.3,2.4144,2.1498,-14.0
2010-12-10,1.7132,27.55,1.3226,1.5802,83.95,12.4523,0.5667,3.1127,90.48,66190.0,1386.13,8.1622,17.61,1241.0,2216.5,68341.83,80.07,111.0,114.0,11.975,735.5,560.25,209.35,2.4331,2.1737,1.7
2010-12-13,1.695,25.74,1.3391,1.5862,83.39,12.4015,0.5292,3.0563,91.19,67240.0,1394.13,8.5501,17.55,1241.25,2211.75,69126.32,79.284,111.0,110.5,12.005,740.25,575.25,217.2,2.4595,2.2027,1.4
2010-12-14,1.6927,25.24,1.3378,1.5775,83.66,12.388,0.5907,3.2555,91.21,67520.0,1396.2,8.0806,17.61,1241.75,2215.25,68742.97,79.367,111.0,116.0,12.005,721.0,574.5,216.35,2.4976,2.2356,11.0
2010-12-15,1.7051,23.84,1.3214,1.5544,84.24,12.4571,0.6262,3.3363,92.2,67210.0,1380.84,8.0796,17.94,1237.0,2202.25,67870.14,80.261,111.0,112.4,12.5825,764.75,584.25,216.9,2.5604,2.3237,14.3
2010-12-16,1.7008,26.42,1.3244,1.5632,83.91,12.4113,0.5912,3.2222,91.71,66800.0,1370.18,8.0747,17.39,1243.5,2220.25,67306.39,80.181,117.0,119.0,12.995,749.75,587.5,216.15,2.5845,2.3105,17.8
2010-12-17,1.7147,26.65,1.3188,1.5533,83.98,12.4035,0.5677,3.1184,91.67,67370.0,1375.38,8.0554,16.11,1242.35,2222.92,67981.22,80.373,116.0,119.0,13.08,756.75,596.5,225.25,2.5424,2.286,17.7
2010-12-20,1.7074,25.24,1.3131,1.5513,83.77,12.4119,0.5582,3.1031,92.74,68010.0,1385.3,8.4416,16.41,1241.25,2220.25,67263.6,80.628,117.0,119.0,13.3,769.5,599.5,224.65,2.533,2.2839,17.4
2010-12-21,1.6964,25.16,1.31,1.547,83.75,12.3526,0.5502,3.0709,93.2,68210.0,1385.6,8.6113,16.49,1250.75,2235.25,68214.86,80.718,115.0,118.0,12.96,765.0,602.25,233.85,2.5292,2.2858,17.6
