Date,USDBRL Curncy,BCN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USDMXN Curncy,USOSFR2 Curncy,USOSFR10 Curncy,CO1 Comdty,CU1 Comdty,XAU Curncy,BCNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,IBOV Index,DXY Curncy,BRAZIL CDS USD SR 5Y D14 Corp,MEX CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,KC1 Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2007-02-01,2.1004,25.0,1.3022,1.9668,120.82,10.9713,5.2437,5.214,56.72,55040.0,657.2,10.7921,10.31,1450.75,1803.25,44815.01,84.64,96.129,42.24,6.2,460.25,398.0,118.75,2.6056,2.4119,65.6
2007-02-02,2.1043,25.0,1.2961,1.966,121.14,10.9632,5.2087,5.1865,58.41,54240.0,647.85,10.6582,10.08,1453.0,1807.25,44997.83,84.96,93.119,39.825,5.975,461.25,402.0,118.35,2.5953,2.4049,58.5
2007-02-05,2.0933,25.0,1.2929,1.9603,120.34,10.9228,5.1887,5.1585,58.1,52360.0,648.45,10.6865,10.55,1453.75,1805.5,45286.17,85.08,93.125,39.5,5.75,458.5,402.0,116.6,2.5875,2.399,61.3
2007-02-06,2.0859,25.0,1.2985,1.9711,120.1,10.9223,5.1637,5.1199,58.42,52570.0,653.3,10.3205,10.65,1453.25,1803.5,45351.8,84.77,91.151,39.51,5.85,451.0,396.5,116.5,2.5513,2.3695,60.4
2007-02-07,2.0925,25.0,1.3012,1.9707,120.68,10.9555,5.1437,5.1004,57.23,53540.0,651.45,10.4658,10.32,1455.75,1823.0,44587.96,84.71,90.119,39.396,5.85,452.0,392.25,116.85,2.5488,2.3596,60.4
2007-02-08,2.0929,25.5,1.3042,1.9589,121.03,10.9502,5.1472,5.0974,59.03,52950.0,660.45,10.3454,10.44,1454.0,1821.75,44891.94,84.69,92.613,40.338,5.875,457.0,399.75,115.55,2.5346,2.3455,60.5
2007-02-09,2.108,20.5,1.3008,1.9491,121.71,10.9954,5.1932,5.1634,59.01,53370.0,666.85,10.3866,11.1,1443.0,1792.5,44284.4,84.88,91.629,40.89,6.05,460.25,406.25,114.75,2.5517,2.3623,60.7
2007-02-12,2.1135,18.5,1.2966,1.9472,121.94,11.0224,5.2177,5.1918,56.6,53830.0,661.1,10.2407,11.61,1438.0,1785.5,43934.75,85.12,92.833,41.375,5.9,455.75,404.75,113.9,2.5421,2.347,61.7
2007-02-13,2.1076,18.5,1.3039,1.9469,121.17,10.9584,5.2207,5.1883,57.03,,664.25,10.3486,10.34,1449.5,1796.0,45197.45,84.69,90.792,41.355,5.775,459.0,411.0,113.7,2.55,2.3581,56.4
2007-02-14,2.0915,18.5,1.3131,1.9628,120.8,10.9184,5.1432,5.1018,57.43,,669.13,10.2656,10.23,1458.5,1822.75,45995.6,84.18,87.083,39.908,6.1,451.0,408.25,114.05,2.5533,2.3523,54.8
2007-02-15,2.0934,18.5,1.3141,1.9511,119.27,10.9695,5.1072,5.0756,57.6,,669.75,10.7783,10.22,1459.5,1831.0,45955.07,84.05,86.6,39.4,5.95,453.25,407.5,115.3,2.5217,2.326,36.7
2007-02-16,2.092,17.5,1.3138,1.9496,119.43,10.997,5.0987,5.0611,58.95,55950.0,669.05,10.8316,10.02,1459.0,1827.25,45849.03,84.06,87.2,39.541,5.75,468.0,417.0,113.2,2.5277,2.3402,32.4
2007-02-19,,17.5,1.3156,1.9514,119.56,10.9688,5.0992,5.0626,58.14,,670.75,10.8456,,,,,84.02,,,5.6,,,,2.5276,2.3402,31.8
2007-02-20,2.084,27.0,1.3138,1.9553,120.03,10.9927,5.0872,5.0453,57.98,,657.25,10.8754,10.24,1461.75,1838.75,,84.18,86.16,39.916,5.6505,464.5,415.25,113.2,2.5186,2.3263,31.6
2007-02-21,2.0765,27.0,1.3139,1.954,120.94,10.9888,5.1132,5.0616,59.35,,678.85,10.8952,10.2,1460.5,1844.5,46090.24,84.22,86.263,40.334,5.425,476.0,426.25,115.15,2.5386,2.3653,34.5
2007-02-22,2.0815,17.5,1.3126,1.9564,121.58,11.0003,5.1457,5.1066,60.62,,677.45,10.8851,10.18,1459.25,1854.25,46452.26,84.34,84.083,40.03,5.425,489.5,434.5,118.9,2.5607,2.3871,34.3
2007-02-23,2.0877,17.5,1.3166,1.9634,121.08,11.0373,5.0972,5.0575,60.88,,682.55,10.8329,10.58,1453.75,1845.0,46015.79,84.05,85.28,40.575,5.525,484.25,430.25,119.25,2.5547,2.3809,34.2
2007-02-26,2.0825,,1.3188,1.9636,120.66,11.0788,5.0637,5.0124,61.33,58180.0,686.55,11.0257,11.15,1452.5,1837.75,46207.4,83.93,87.5,41.625,5.65,483.0,425.5,117.85,2.5542,2.3795,33.9
2007-02-27,2.1197,,1.3242,1.9621,117.94,11.1729,4.8992,4.9184,61.36,58760.0,663.35,10.6421,18.31,1395.25,1750.5,43145.33,83.46,92.22,43.5,6.0909,470.25,411.0,117.3,2.5395,2.3463,36.2
2007-02-28,2.1205,,1.3229,1.9639,118.56,11.1619,4.9622,4.972,61.89,57740.0,669.35,10.2714,15.42,1409.0,1765.5,43892.31,83.57,95.958,45.251,6.05,474.5,425.25,117.7,2.5571,2.3784,25.5
2007-03-01,2.1188,,1.3186,1.9584,117.62,11.1515,4.9352,4.9525,62.11,57690.0,664.45,10.399,15.82,1405.0,1757.75,43516.91,83.77,96.74,45.0,6.0005,468.0,417.25,116.0,2.5536,2.375,31.2
2007-03-02,2.1318,,1.3192,1.9435,116.8,11.2165,4.8732,4.9214,62.08,57340.0,642.45,10.26,18.61,1385.75,1726.25,42369.84,83.74,102.533,46.925,5.95,459.5,411.0,114.35,2.537,2.3624,28.2
2007-03-05,2.134,,1.309,1.9205,115.53,11.176,4.8662,4.9198,60.54,55630.0,636.6,10.2018,19.63,1372.25,1713.75,41179.16,84.17,105.875,48.75,6.35,468.0,417.25,110.55,2.5332,2.343,17.0
2007-03-06,2.1168,,1.3128,1.9317,116.6,11.1425,4.9037,4.9311,61.39,55890.0,646.5,10.0982,15.96,1395.5,1745.0,43218.4,84.04,103.31,48.2,6.05,459.5,412.5,112.0,2.5318,2.35,15.5
2007-03-07,2.1123,,1.3177,1.933,116.06,11.1606,4.8507,4.8804,62.5,56590.0,649.0,10.1332,15.24,1393.25,1737.5,42667.18,83.78,98.5,47.0,5.9,466.5,415.75,111.1,2.5116,2.3299,13.6
2007-03-08,2.1065,,1.3133,1.9283,117.18,11.1683,4.8852,4.907,62.33,57850.0,651.8,10.0497,14.29,1404.75,1754.5,43465.83,84.13,95.173,46.4,5.875,464.0,412.0,111.1,2.5096,2.3344,11.8
2007-03-09,2.0983,,1.3116,1.932,118.34,11.143,4.9857,4.9857,61.13,57540.0,650.28,10.3848,14.09,1405.0,1747.75,44133.42,84.25,93.146,45.688,5.65,465.5,408.25,111.5,2.5148,2.351,14.4
2007-03-12,2.0876,,1.3189,1.9325,117.74,11.124,4.9472,4.9488,60.74,57680.0,650.5,10.2035,13.99,1407.0,1757.75,44249.23,83.88,94.125,45.125,5.75,460.0,399.75,111.0,2.4832,2.3315,4.3
2007-03-13,2.1035,,1.3197,1.929,116.28,11.1853,4.8387,4.8916,60.9,58500.0,643.8,10.1377,18.13,1379.75,1724.25,42749.38,83.71,97.736,45.375,6.0,456.0,397.0,110.2,2.4922,2.3514,-3.9
2007-03-14,2.0972,,1.3223,1.9361,117.09,11.1585,4.8857,4.9305,61.06,57800.0,644.7,10.0895,17.27,1389.5,1748.25,43288.44,83.64,100.643,46.926,6.2,446.0,389.5,109.0,2.516,2.3666,-4.2
2007-03-15,2.0888,,1.3238,1.9374,117.57,11.1455,4.8887,4.9259,60.98,57500.0,646.6,10.3881,16.43,1391.5,1744.5,43278.19,83.65,96.224,44.817,6.075,455.5,397.75,109.65,2.5262,2.3685,-2.0
2007-03-16,2.0922,,1.3318,1.9424,116.75,11.1848,4.9087,4.9356,60.3,60720.0,653.4,10.3921,16.79,1396.12,1747.24,42730.04,83.19,96.229,43.46,6.6,460.75,399.5,109.45,2.5385,2.3905,4.8
2007-03-19,2.0785,,1.3302,1.9442,117.53,11.1368,4.9342,4.954,60.52,60710.0,654.2,10.3264,14.59,1415.75,1781.25,43712.55,83.35,91.1,41.833,6.55,455.0,398.0,107.6,2.5303,2.3944,4.3
2007-03-20,2.0762,,1.3318,1.9614,117.29,11.1175,4.9187,4.9392,60.2,61220.0,658.8,10.2303,13.27,1423.5,1792.25,44350.87,83.07,91.882,41.529,6.3,462.75,405.25,108.9,2.5228,2.3947,6.4
2007-03-21,2.059,,1.3386,1.9678,117.55,11.0585,4.8427,4.91,60.77,60590.0,664.2,10.1738,12.19,1445.0,1825.0,45630.86,82.77,90.782,41.502,6.125,465.5,409.75,112.5,2.5658,2.4143,5.3
2007-03-22,2.0583,,1.3331,1.9648,118.13,11.0162,4.8912,4.9576,62.51,60840.0,664.0,10.2688,12.93,1445.0,1818.75,45424.18,83.09,86.476,40.835,6.225,467.0,409.5,111.75,2.58,2.4248,4.5
2007-03-23,2.0612,,1.3283,1.9614,118.12,11.018,4.9212,4.999,63.18,61530.0,657.4,10.2284,12.95,1447.0,1811.5,45532.53,83.28,85.6,40.845,6.0,461.5,403.25,113.35,2.5988,2.4298,3.5
2007-03-26,2.0603,,1.333,1.9694,118.14,11.0213,4.8937,4.9929,64.41,62130.0,664.1,10.2598,13.16,1445.25,1818.25,45644.56,83.08,88.125,42.833,5.9,458.0,391.0,114.35,2.6148,2.4533,-6.8
2007-03-27,2.062,,1.3352,1.9657,117.81,11.0565,4.8887,4.9872,64.6,62770.0,664.41,10.2556,13.48,1440.5,1810.25,45206.53,83.01,87.055,42.334,5.85,454.0,392.5,112.45,2.6159,2.4512,-11.7
2007-03-28,2.0685,,1.3313,1.9616,116.86,11.0771,4.8837,5.0118,65.78,61360.0,665.56,10.1015,14.98,1429.5,1790.25,44484.1,83.03,88.312,42.625,5.95,456.5,388.5,112.7,2.6196,2.461,-14.1
2007-03-29,2.0444,,1.3331,1.9619,118.07,11.0278,4.9252,5.0385,67.88,61090.0,661.5,10.3662,15.14,1431.5,1788.0,45355.13,83.09,86.5,42.875,5.85,461.0,394.5,110.6,2.6159,2.4653,-8.8
2007-03-30,2.0594,,1.3354,1.9678,117.83,11.0494,4.9162,5.0344,68.1,62090.0,663.8,10.4626,14.64,1431.25,1790.75,45804.66,82.93,83.299,41.258,5.575,438.0,374.5,109.25,2.6079,2.4427,4.8
2007-04-02,2.0478,,1.3366,1.9778,117.86,11.0211,4.9222,5.0339,68.74,62950.0,664.0,10.2726,14.53,1433.25,1790.0,45597.48,82.87,83.375,41.375,5.9,428.0,354.75,108.6,2.6064,2.4387,-0.1
2007-04-03,2.0362,,1.333,1.9741,118.96,10.9775,4.9552,5.061,67.81,63510.0,663.95,10.2505,13.46,1447.25,1814.75,46288.16,83.15,80.583,40.438,5.8,419.0,346.25,110.75,2.5917,2.4148,-1.2
2007-04-04,2.0332,,1.3368,1.9762,118.73,10.9975,4.9352,5.0508,68.4,65100.0,674.35,10.3913,13.24,1448.5,1819.25,46553.93,82.96,80.12,40.0,5.625,431.25,359.25,110.55,2.5977,2.4397,-8.4
2007-04-05,2.0315,,1.3429,1.9708,118.73,10.9945,4.9547,5.0774,68.24,65510.0,674.45,10.4,13.23,1452.75,1828.25,46646.57,82.677,79.167,39.088,5.8,445.0,366.0,110.85,2.6239,2.4698,-9.0
2007-04-06,,,1.3379,1.9655,119.26,10.9725,5.0592,5.1584,,66400.0,675.0,10.2791,,1452.75,1828.25,,82.992,79.0,39.391,5.8,,,,2.6409,2.4922,-0.8
2007-04-09,2.0242,,1.3354,1.9626,119.33,10.968,5.0557,5.1532,66.59,68500.0,670.75,10.5894,13.14,1454.5,1824.0,46854.71,83.098,76.875,38.625,5.8,447.5,363.5,109.65,2.6146,2.4666,-4.5
2007-04-10,2.0273,,1.344,1.9728,119.06,10.999,5.0237,5.1256,67.42,70900.0,677.9,10.4884,12.68,1456.0,1829.5,47174.07,82.704,76.713,38.416,5.925,457.75,369.0,109.25,2.625,2.4639,-5.4
2007-04-11,2.0378,,1.3431,1.9748,119.39,11.0083,5.0457,5.1363,67.84,69550.0,677.3,10.4865,13.49,1448.5,1812.75,46939.19,82.671,77.083,38.37,5.875,456.25,360.75,109.45,2.6234,2.4671,-6.9
2007-04-12,2.0343,,1.3482,1.9793,119.16,11.0005,5.0502,5.141,68.72,70790.0,676.1,10.6951,12.71,1455.5,1827.75,47346.56,82.369,78.573,38.459,5.925,458.0,358.75,112.85,2.6193,2.4693,-6.9
2007-04-13,2.0215,,1.3527,1.9863,119.27,11.0013,5.0822,5.1671,68.97,69680.0,685.52,10.6204,12.2,1461.25,1831.75,47926.23,82.129,76.35,38.75,5.975,478.5,369.0,111.8,2.6112,2.4582,-1.6
2007-04-16,2.0354,,1.3535,1.9897,119.74,10.998,5.0522,5.1333,67.25,71440.0,690.21,10.9918,11.98,1475.5,1848.25,48921.21,82.073,74.167,37.5,6.0,475.25,364.25,108.45,2.6025,2.4445,-10.9
2007-04-17,2.0351,,1.3567,2.0069,118.91,10.984,4.9842,5.0708,65.93,72050.0,686.55,10.7602,12.14,1479.0,1852.25,48755.48,81.831,72.317,37.393,6.05,477.5,353.25,109.6,2.5712,2.3974,-16.5
2007-04-18,2.0327,,1.3609,2.0087,118.69,10.9933,4.9457,5.036,66.04,74660.0,690.05,10.6414,12.42,1480.25,1848.25,48709.84,81.743,71.763,36.6,6.05,474.5,363.5,109.35,2.5625,2.3959,-16.9
2007-04-19,2.0292,,1.3613,2.0034,118.48,10.9995,4.9537,5.0555,65.94,73160.0,682.95,10.7172,12.54,1480.25,1849.0,48762.13,81.644,69.734,35.2,5.95,496.0,371.25,108.5,2.5739,2.4011,-17.7
2007-04-20,2.026,,1.359,2.0023,118.69,10.9838,4.9637,5.0637,66.49,72030.0,691.95,10.8479,12.07,1493.0,1862.5,49408.18,81.643,66.91,35.0,5.7,502.0,360.5,107.7,2.5814,2.409,-17.5
2007-04-23,2.0355,,1.3577,2.0009,118.65,10.9739,4.9357,5.0335,68.15,72150.0,689.15,10.8842,13.04,1488.25,1863.0,49162.09,81.738,67.875,35.0,5.6,494.0,352.25,106.35,2.5711,2.4093,-17.0
2007-04-24,2.0344,,1.364,2.0018,118.59,10.984,4.9062,5.0079,67.16,72250.0,683.65,10.8782,13.12,1488.5,1870.25,49070.86,81.546,69.575,35.2,5.55,483.5,360.5,104.4,2.5637,2.4143,-18.7
2007-04-25,2.0206,,1.3638,2.0014,118.75,10.929,4.9462,5.0478,68.57,70330.0,686.25,10.9048,13.21,1500.75,1894.0,49675.59,81.428,68.736,35.381,5.775,506.25,371.25,104.35,2.5887,2.4408,-19.2
2007-04-26,2.0274,,1.3601,1.9913,119.57,10.9492,4.9957,5.1026,67.65,70650.0,674.75,10.694,12.79,1502.75,1906.0,49067.69,81.75,68.5,34.65,5.525,507.0,364.75,103.75,2.5908,2.4442,-18.8
2007-04-27,2.0313,,1.3652,1.9977,119.63,10.9206,4.9957,5.1026,68.41,67980.0,681.55,10.9654,12.45,1502.0,1906.75,49229.6,81.529,69.16,33.502,5.525,500.5,364.25,104.0,2.5935,2.4474,-26.9
2007-04-30,2.0345,,1.3648,1.9995,119.53,10.9658,4.9332,5.0335,67.65,68980.0,678.45,10.7614,14.22,1488.5,1879.25,48956.39,81.447,70.5,33.5,5.625,485.5,358.0,103.15,2.5699,2.4361,-26.8
2007-05-01,,,1.3604,1.9987,119.87,10.936,4.9692,5.0458,67.0,,673.45,,13.51,1492.75,1885.75,,81.595,71.333,32.95,5.6754,488.5,367.5,101.85,2.574,2.4412,-13.8
2007-05-02,2.0225,,1.3592,1.9898,120.16,10.9153,4.9817,5.0499,66.25,,673.15,10.4998,13.08,1501.0,1898.75,49471.54,81.767,69.729,32.2,5.6,479.5,372.0,101.7,2.5709,2.4366,-12.5
2007-05-03,2.027,,1.3549,1.9867,120.45,10.9151,5.0282,5.0754,66.05,,682.35,10.7143,13.09,1508.25,1906.5,50218.22,81.949,69.371,32.013,5.6,481.0,379.75,101.35,2.57,2.4346,-5.9
2007-05-04,2.0335,,1.3591,1.9922,120.19,10.8809,4.9987,5.0432,65.31,,688.85,10.624,12.91,1514.25,1908.5,50597.79,81.741,69.614,32.025,5.4,482.0,381.25,103.0,2.536,2.4006,-7.1
2007-05-07,2.0203,,1.3601,1.9929,120.1,10.8332,5.0087,5.0345,64.44,,688.75,10.7233,13.15,1514.25,1906.75,50281.73,81.676,69.667,31.833,5.45,482.0,369.5,101.9,2.5093,2.376,-5.9
2007-05-08,2.0221,,1.3543,1.9894,120.04,10.8458,5.0087,5.0391,65.54,71730.0,685.65,10.6436,13.21,1512.25,1905.5,50277.69,81.939,70.392,31.95,5.325,469.0,353.75,102.25,2.5246,2.3913,-5.1
2007-05-09,2.0178,,1.3528,1.9936,120.09,10.7923,5.0487,5.0739,65.2,72050.0,680.55,,12.88,1515.5,1912.25,51300.13,82.016,69.633,32.025,5.375,471.0,357.25,103.25,2.5264,2.3938,-4.2
2007-05-10,2.0222,,1.3485,1.9801,119.9,10.8495,5.0122,5.0452,65.79,70540.0,665.65,,13.6,1499.25,1886.5,50234.68,82.292,69.5,31.85,5.3,473.0,345.75,103.6,2.528,2.3982,-19.9
2007-05-11,2.0183,,1.3524,1.9814,120.2,10.7981,5.0402,5.084,66.83,68640.0,670.85,10.449,12.95,1512.25,1910.5,50902.38,82.116,69.933,32.75,5.35,483.0,361.0,102.8,2.5198,2.389,-28.3
2007-05-14,2.0075,,1.3546,1.9793,120.35,10.799,5.0602,5.1046,66.83,68030.0,669.75,10.4828,13.96,1508.75,1896.25,50510.76,82.066,70.0,32.625,5.325,489.0,358.0,104.2,2.519,2.3878,-21.7
2007-05-15,1.9815,,1.3591,1.9859,120.28,10.8076,5.0662,5.1133,68.11,65340.0,672.05,10.5555,14.01,1508.5,1883.5,50518.21,81.755,69.367,32.75,5.325,502.0,371.5,104.65,2.4923,2.3486,-19.8
2007-05-16,1.9527,,1.3515,1.9769,120.83,10.7829,5.0657,5.1205,68.01,65810.0,662.15,10.5095,13.5,1518.0,1901.25,51737.56,82.163,67.083,32.225,5.3,496.75,376.0,107.25,2.4976,2.3458,-14.1
2007-05-17,1.952,,1.3494,1.9747,121.31,10.8123,5.1092,5.1696,70.27,63500.0,657.65,10.628,13.51,1515.25,1890.25,51631.47,82.318,64.52,30.375,5.275,485.5,373.0,110.35,2.5083,2.3577,-13.8
2007-05-18,1.9607,,1.3509,1.9747,121.12,10.8005,5.1512,5.2295,69.42,60660.0,661.75,10.6317,12.76,1528.0,1905.75,52077.68,82.197,62.917,29.625,5.275,471.25,371.25,109.5,2.5228,2.3592,-13.3
2007-05-21,1.938,,1.3469,1.9715,121.47,10.7693,5.1357,5.2055,70.49,62600.0,663.25,10.6605,13.3,1528.0,1916.25,52423.45,82.364,62.25,30.0,5.325,479.5,381.0,112.0,2.5305,2.3664,-13.9
2007-05-22,1.9432,,1.3448,1.9746,121.56,10.795,5.1652,5.2511,69.52,63720.0,659.25,10.312,13.06,1525.25,1920.25,52208.09,82.386,61.583,29.34,5.4,471.0,369.5,111.55,2.5307,2.3601,-13.8
2007-05-23,1.9508,,1.3459,1.9866,121.66,10.8012,5.1737,5.2772,70.6,61990.0,661.85,10.1185,13.24,1525.5,1910.25,51812.5,82.31,61.333,29.03,5.4,476.5,368.5,112.05,2.5541,2.3696,-13.6
2007-05-24,1.9692,,1.3429,1.9847,121.4,10.8388,5.1742,5.2664,70.72,62710.0,654.65,10.1888,14.08,1511.5,1882.0,50530.65,82.406,64.408,28.7,5.1504,491.0,376.5,113.35,2.5642,2.3837,-8.8
2007-05-25,1.951,,1.3442,1.9836,121.79,10.786,5.1937,5.2859,70.69,60950.0,656.0,10.2501,13.34,1517.25,1893.0,51617.97,82.331,64.833,29.083,5.05,501.0,376.0,112.9,2.5629,2.3839,-8.6
2007-05-28,1.9422,,1.3452,1.9836,121.72,10.7847,5.2072,5.2852,69.71,63380.0,655.55,10.2601,,,,52119.97,82.332,,,5.05,,,,2.5628,2.384,-6.8
2007-05-29,1.949,,1.3448,1.9811,121.66,10.8138,5.2287,5.3136,68.13,63640.0,656.85,10.2549,13.53,1522.5,1906.5,51713.18,82.31,64.2,28.934,5.1,491.0,364.75,110.7,2.557,2.3699,-2.5
2007-05-30,1.94,,1.3429,1.9758,121.66,10.7455,5.2207,5.3013,67.84,63340.0,653.45,9.9048,12.83,1534.0,1922.5,52527.65,82.433,65.133,28.92,5.15,510.75,382.25,111.35,2.5599,2.365,-2.1
2007-05-31,1.9246,,1.3453,1.9798,121.73,10.7416,5.2627,5.3279,68.04,63890.0,660.5,10.4232,13.05,1533.0,1932.25,52268.46,82.301,62.917,28.82,5.075,517.0,390.25,111.9,2.5861,2.3893,3.1
2007-06-01,1.9049,,1.3449,1.9824,122.1,10.7153,5.3252,5.4038,69.07,64810.0,671.75,10.1646,12.78,1539.5,1932.25,53422.67,82.322,61.667,28.167,5.0,520.75,386.75,117.4,2.5909,2.4018,6.6
2007-06-04,1.927,,1.349,1.9915,121.78,10.7625,5.3167,5.3746,70.4,64440.0,671.15,10.3107,13.29,1540.25,1936.75,53242.68,82.058,63.5,28.5,4.825,520.25,383.75,115.3,2.5899,2.3992,6.6
2007-06-05,1.9457,,1.3524,1.9934,121.39,10.808,5.3462,5.4433,70.45,65900.0,670.05,10.3097,13.63,1533.75,1936.0,53162.21,81.89,64.264,28.375,4.9004,527.25,380.25,116.55,2.6067,2.4096,14.5
2007-06-06,1.9514,,1.3504,1.9925,121.09,10.8632,5.3037,5.4182,71.02,65890.0,670.75,10.3429,14.87,1516.5,1914.0,52049.31,81.897,66.979,29.25,4.95,519.75,374.75,116.45,2.6017,2.4014,13.8
2007-06-07,1.9653,,1.3433,1.9781,120.98,10.9523,5.3937,5.6235,71.22,64590.0,659.15,10.3411,17.06,1489.25,1882.5,,82.294,69.3,30.116,4.775,524.5,384.75,116.95,2.6456,2.4627,13.8
2007-06-08,1.9595,,1.3373,1.9701,121.73,10.9115,5.3642,5.5922,68.6,63490.0,648.85,10.4557,14.84,1508.0,1909.0,52329.68,82.691,70.05,30.875,5.075,527.5,382.0,114.85,2.6369,2.4238,35.1
2007-06-11,1.941,,1.3357,1.9691,121.73,10.9133,5.3862,5.6436,69.56,62130.0,653.65,10.3697,14.71,1510.5,1905.5,52776.84,82.712,70.0,30.167,5.075,556.0,396.0,115.4,2.6564,2.4558,34.9
2007-06-12,1.946,,1.3302,1.9743,121.7,11.0163,5.4752,5.8163,68.79,62710.0,647.25,10.2469,16.67,1493.0,1893.25,51797.14,82.891,71.025,30.465,5.0,565.0,393.5,113.45,2.697,2.4903,33.7
2007-06-13,1.944,,1.3311,1.9732,122.72,10.9223,5.4452,5.6919,69.94,61670.0,651.75,9.8774,14.73,1515.5,1912.25,52993.73,83.035,72.167,31.001,5.3,589.5,404.5,114.6,2.67,2.4722,44.0
2007-06-14,1.9256,,1.3312,1.9693,122.92,10.874,5.4587,5.7022,70.96,62120.0,651.95,10.0905,13.64,1524.75,1926.25,53712.89,83.128,68.325,30.625,4.9,606.5,409.5,114.75,2.6556,2.4729,43.7
2007-06-15,1.912,,1.3388,1.9761,123.44,10.7751,5.4057,5.6405,71.47,62440.0,655.35,9.7427,13.94,1535.0,1944.0,54518.63,82.851,64.35,30.025,4.875,606.5,419.0,114.7,2.6309,2.4396,43.8
2007-06-18,1.9048,,1.3414,1.9834,123.68,10.7813,5.3802,5.5989,72.18,63970.0,656.35,9.7452,13.42,1546.0,1967.5,54730.44,82.715,63.5,29.833,4.9,601.0,416.0,115.2,2.6269,2.4348,42.9
2007-06-19,1.9045,,1.3427,1.9888,123.36,10.7408,5.3292,5.5439,71.84,63420.0,661.45,9.8402,12.85,1549.0,1967.0,54643.72,82.544,62.0,30.188,4.8004,581.0,396.0,113.35,2.6144,2.4195,42.8
2007-06-20,1.9287,,1.3404,1.9931,123.57,10.8434,5.3737,5.6199,70.42,63870.0,654.55,9.5617,14.67,1527.0,1947.75,54029.24,82.518,62.95,30.675,4.725,605.0,394.25,115.0,2.6152,2.4214,42.7
2007-06-21,1.9159,,1.3389,1.9926,123.72,10.8165,5.3892,5.6944,70.22,63940.0,652.04,9.6962,14.21,1535.75,1965.75,54656.88,82.731,65.808,31.375,4.65,606.0,385.0,114.55,2.6644,2.4461,48.8
2007-06-22,1.9417,,1.347,1.9994,123.89,10.8424,5.3242,5.6318,71.18,63400.0,654.3,9.8375,15.75,1520.5,1948.0,54267.1,82.336,67.75,31.999,4.675,592.25,367.5,113.6,2.6674,2.4573,48.8
2007-06-25,1.9505,,1.3463,1.9978,123.67,10.848,5.2952,5.5901,71.36,62980.0,651.0,9.9217,16.65,1513.5,1941.0,54041.57,82.325,69.5,32.333,4.9,589.5,357.75,110.0,2.6462,2.4291,47.3
2007-06-26,1.9535,,1.3455,1.9989,123.26,10.873,5.2872,5.5855,70.17,62280.0,640.9,10.0146,18.89,1497.75,1925.5,53851.68,82.295,70.829,32.333,4.9,608.5,356.5,109.95,2.6193,2.4022,42.9
2007-06-27,1.9434,,1.3453,1.9993,122.84,10.817,5.3072,5.5794,70.53,60450.0,643.65,9.8912,15.53,1519.0,1955.5,54143.07,82.316,75.033,33.952,5.0,606.0,343.75,110.4,2.6123,2.3947,38.8
2007-06-28,1.9215,,1.3449,2.0028,123.18,10.8048,5.3532,5.6066,70.52,61610.0,648.95,10.2015,15.54,1517.25,1955.25,54146.59,82.333,72.333,35.083,4.8,609.0,339.5,110.8,2.6036,2.399,36.9
2007-06-29,1.929,,1.3541,2.0087,123.17,10.8084,5.2837,5.5424,71.41,63150.0,649.65,10.1799,16.23,1515.5,1956.0,54392.06,81.92,75.833,35.599,4.75,582.0,329.5,111.0,2.5795,2.3851,40.5
2007-07-02,1.915,,1.3623,2.0171,122.42,10.7578,5.2582,5.4977,72.63,63160.0,657.25,10.1182,15.4,1531.0,1972.0,55371.21,81.395,72.875,35.667,5.2,569.5,330.5,110.2,2.5806,2.3851,44.1
2007-07-03,1.9092,,1.3609,2.0158,122.47,10.7745,5.2862,5.5367,72.93,65260.0,653.2,9.5707,14.92,1536.25,1985.0,55699.69,81.486,72.367,34.0,5.125,571.5,320.0,109.1,2.5769,2.381,43.3
2007-07-04,1.91,,1.3613,2.0164,122.7,10.7568,5.3312,5.5419,73.05,65200.0,654.2,9.607,,,,55696.47,81.433,72.367,33.834,5.075,,,,2.5767,2.381,41.9
2007-07-05,1.9135,,1.3599,2.0116,122.95,10.8015,5.3732,5.6451,74.75,65400.0,649.5,10.1446,15.48,1534.5,1998.0,55932.34,81.538,72.075,33.834,5.175,591.0,324.0,108.3,2.5913,2.4067,47.8
2007-07-06,1.902,,1.3627,2.0108,123.34,10.7692,5.395,5.7073,75.62,64930.0,655.9,9.6461,14.72,1542.5,2009.0,56443.73,81.465,70.671,33.599,5.075,600.5,334.5,107.25,2.6028,2.4169,48.6
2007-07-09,1.896,,1.3626,2.0153,123.41,10.7632,5.3732,5.6682,75.78,65480.0,660.4,9.6623,15.16,1542.5,2008.5,,81.433,69.9,33.0,5.075,588.5,332.5,107.05,2.6118,2.4167,48.6
2007-07-10,1.8918,,1.3747,2.028,121.74,10.8438,5.2742,5.5742,76.4,65570.0,663.3,9.4201,17.57,1520.0,1992.0,55882.7,80.86,73.117,33.6,5.3,592.0,338.0,108.5,2.593,2.3967,48.6
