Date,USDZAR Curncy,ZAR1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,ZARI3M Curncy,VIX Index,ES1 Index,NQ1 Index,JALSH Index,DXY Curncy,REPSOU CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2010-12-06,6.8813,74.0,1.3308,1.5715,82.66,0.4207,2.9201,91.45,64830.0,1423.75,5.69,18.02,1222.0,2190.5,31655.93,79.571,124.0,12.87,752.0,553.75,2.4399,2.1854,-12.1
2010-12-07,6.9233,83.0,1.3261,1.5759,83.49,0.5318,3.1257,91.39,65210.0,1402.08,5.6578,17.99,1223.25,2190.0,31764.37,79.857,120.5,12.535,743.0,547.25,2.495,2.2424,-14.1
2010-12-08,6.9198,71.0,1.3262,1.5804,84.04,0.6275,3.2723,90.77,65110.0,1382.03,5.6659,17.74,1228.75,2200.5,31769.88,79.997,120.0,12.725,742.0,559.5,2.4662,2.2077,-14.1
2010-12-09,6.8741,71.0,1.3239,1.5771,83.76,0.6197,3.2037,90.99,66460.0,1387.11,5.6585,17.25,1233.0,2201.25,31617.66,80.069,121.0,12.415,748.25,560.25,2.4144,2.1498,-14.0
2010-12-10,6.8655,70.0,1.3226,1.5802,83.95,0.6363,3.319,90.48,66190.0,1386.13,5.6268,17.61,1241.0,2216.5,31488.81,80.07,121.0,11.975,735.5,560.25,2.4331,2.1737,1.7
2010-12-13,6.8379,70.0,1.3391,1.5862,83.39,0.5802,3.275,91.19,67240.0,1394.13,5.6334,17.55,1241.25,2211.75,31565.18,79.284,120.5,12.005,740.25,575.25,2.4595,2.2027,1.4
2010-12-14,6.8381,69.0,1.3378,1.5775,83.66,0.6528,3.4727,91.21,67520.0,1396.2,5.6439,17.61,1241.75,2215.25,31666.64,79.367,117.5,12.005,721.0,574.5,2.4976,2.2356,11.0
2010-12-15,6.8637,82.0,1.3214,1.5544,84.24,0.6691,3.5318,92.2,67210.0,1380.84,5.6583,17.94,1237.0,2202.25,31703.61,80.261,119.5,12.5825,764.75,584.25,2.5604,2.3237,14.3
2010-12-16,6.8386,82.0,1.3244,1.5632,83.91,0.637,3.4224,91.71,66800.0,1370.18,5.6641,17.39,1243.5,2220.25,,80.181,121.0,12.995,749.75,587.5,2.5845,2.3105,17.8
2010-12-17,6.88,77.0,1.3188,1.5533,83.98,0.6052,3.3279,91.67,67370.0,1375.38,5.6882,16.11,1242.35,2222.92,31631.07,80.373,120.0,13.08,756.75,596.5,2.5424,2.286,17.7
2010-12-20,6.8388,78.0,1.3131,1.5513,83.77,0.5972,3.3358,92.74,68010.0,1385.3,5.675,16.41,1241.25,2220.25,31732.52,80.628,128.0,13.3,769.5,599.5,2.533,2.2839,17.4
2010-12-21,6.8261,80.0,1.31,1.547,83.75,0.6055,3.3031,93.2,68210.0,1385.6,5.6735,16.49,1250.75,2235.25,32063.81,80.718,126.5,12.96,765.0,602.25,2.5292,2.2858,17.6
2010-12-22,6.7961,78.0,1.31,1.5386,83.57,0.63,3.3458,93.65,68470.0,1385.3,5.6626,15.45,1254.5,2236.0,32058.97,80.727,126.5,12.94,783.5,609.0,2.5422,2.3174,14.3
2010-12-23,6.7544,79.0,1.3114,1.5428,82.91,0.6554,3.3892,94.25,68020.0,1380.0,5.6651,16.47,1253.0,2230.5,32127.31,80.522,127.5,12.845,783.0,614.0,2.5235,2.3207,12.5
2010-12-24,6.738,79.0,1.3122,1.5444,82.88,0.6474,3.3933,93.77,67800.0,1384.65,5.6666,,,,32037.06,80.474,126.5,12.7225,,,2.5419,2.315,
2010-12-27,6.7378,78.0,1.3165,1.5421,82.81,0.6394,3.3294,93.85,68200.0,1383.78,5.6758,17.67,1253.25,2230.0,,80.366,126.794,13.13,780.25,615.25,2.4975,2.2875,11.9
2010-12-28,6.6769,76.0,1.3115,1.5368,82.38,0.7433,3.4795,94.38,68290.0,1405.95,5.7,17.52,1254.0,2225.5,32012.31,80.365,125.528,13.24,798.25,623.25,2.5084,2.3047,6.5
2010-12-29,6.6524,78.0,1.3225,1.55,81.62,0.6329,3.3489,94.14,68390.0,1411.78,5.7156,17.28,1255.75,2228.5,32123.4,79.796,127.5,13.275,799.25,624.0,2.4893,2.2817,6.3
2010-12-30,6.6379,70.0,1.3291,1.5426,81.53,0.6408,3.3646,93.09,69370.0,1404.65,5.5879,17.52,1254.5,2224.5,32210.04,79.521,127.5,13.285,784.75,616.0,2.4897,2.2891,14.7
2010-12-31,6.6291,70.0,1.3384,1.5612,81.12,0.5934,3.2935,94.75,70440.0,1421.4,5.5896,17.75,1253.0,2216.0,32118.89,79.028,126.0,13.42,794.25,629.0,2.4856,2.2777,14.6
2011-01-03,6.6275,70.0,1.3361,1.5489,81.74,0.5933,3.3324,94.84,,1414.8,5.6497,17.61,1265.25,2250.5,32308.11,79.127,125.14,13.745,805.5,620.5,2.475,2.3091,14.6
2011-01-04,6.6688,72.0,1.3308,1.5587,82.04,0.6171,3.3287,93.53,71180.0,1380.5,5.6174,17.38,1265.25,2245.5,32427.4,79.444,118.5,13.18,789.25,608.5,2.5035,2.3364,14.9
2011-01-05,6.6959,72.0,1.3149,1.5515,83.25,0.7045,3.4654,95.5,70200.0,1378.25,5.6262,17.02,1271.75,2269.75,32010.53,80.258,119.0,13.1825,808.25,619.25,2.5789,2.409,18.9
2011-01-06,6.7919,76.0,1.3003,1.5473,83.33,0.6648,3.3932,94.52,70980.0,1371.56,5.645,17.4,1270.25,2276.25,32115.88,80.791,123.5,13.56,789.0,602.0,2.5674,2.392,18.9
2011-01-07,6.8045,72.0,1.2907,1.5548,83.15,0.5931,3.3237,93.33,69790.0,1369.54,5.6249,17.14,1267.5,2273.0,31929.72,81.012,126.0,13.09,774.0,595.0,2.5444,2.3504,35.1
2011-01-10,6.8192,70.0,1.2951,1.5573,82.71,0.5691,3.2832,95.7,69330.0,1375.71,5.6276,17.54,1265.5,2282.5,31698.49,80.881,132.0,13.07,767.25,607.0,2.534,2.3482,35.8
2011-01-11,6.8805,71.0,1.2974,1.5599,83.24,0.585,3.3396,97.61,69720.0,1381.58,5.6386,16.89,1270.5,2285.5,32162.15,80.846,130.0,12.73,759.5,607.0,2.5629,2.3938,36.7
2011-01-12,6.8308,71.0,1.3131,1.5766,83.0,0.6009,3.365,98.12,70480.0,1387.9,5.7369,16.24,1283.5,2304.5,32483.94,80.031,125.0,12.56,770.5,631.0,2.5694,2.3961,36.4
2011-01-13,6.8441,69.0,1.3364,1.5838,82.81,0.5768,3.2972,98.06,70570.0,1373.6,5.6513,16.39,1281.25,2302.75,32632.15,79.191,126.5,12.62,783.5,642.5,2.5539,2.3509,40.2
2011-01-14,6.9351,69.0,1.3388,1.587,82.87,0.5685,3.3231,98.68,70150.0,1361.85,5.6224,15.46,1289.5,2320.0,32661.06,79.162,128.0,12.715,773.25,648.75,2.5476,2.3468,36.2
2011-01-17,6.8953,69.0,1.3294,1.5888,82.68,0.5765,3.3291,97.43,70460.0,1361.61,5.6343,,,,32316.2,79.337,128.0,13.11,,,2.5155,2.3499,35.3
2011-01-18,6.9067,68.0,1.3387,1.5963,82.56,0.5845,3.3663,97.8,70800.0,1368.34,5.6084,15.87,1294.75,2330.75,32559.72,78.962,127.5,12.74,793.25,659.5,2.5836,2.379,40.6
2011-01-19,6.9931,69.0,1.3473,1.5996,82.02,0.5683,3.339,98.16,71610.0,1369.86,5.5243,17.31,1278.5,2294.5,32363.75,78.64,129.0,12.685,797.25,641.25,2.5513,2.3631,39.5
2011-01-20,7.0815,71.0,1.3473,1.5897,83.01,0.625,3.4488,96.58,71080.0,1346.25,5.602,17.99,1276.25,2281.5,31837.14,78.823,130.5,12.56,803.5,654.0,2.5385,2.326,39.2
2011-01-21,7.0568,73.0,1.3621,1.6,82.57,0.6087,3.4042,97.6,70290.0,1342.68,5.6792,18.47,1279.75,2269.0,32140.01,78.213,127.0,11.86,824.5,657.25,2.5171,2.2251,38.6
2011-01-24,7.0021,72.0,1.3638,1.5988,82.53,0.625,3.4044,96.61,71270.0,1334.4,5.6776,17.65,1288.5,2298.0,31869.06,78.05,124.5,11.945,835.25,655.25,2.4815,2.2314,35.7
2011-01-25,7.0593,73.0,1.3681,1.5817,82.25,0.576,3.3284,95.25,70610.0,1332.43,5.6815,17.59,1287.5,2301.25,31656.63,78.002,125.0,11.81,838.25,644.0,2.4417,2.2269,42.2
2011-01-26,7.0702,73.0,1.3713,1.5935,82.17,0.625,3.4146,97.91,69850.0,1346.0,5.7455,16.64,1293.5,2318.5,31965.24,77.898,126.0,11.295,856.5,657.75,2.4911,2.2766,42.8
2011-01-27,7.0622,82.0,1.3734,1.5929,82.92,0.5778,3.3873,97.39,70520.0,1313.53,5.7816,16.15,1295.75,2323.0,32138.54,77.727,129.5,11.385,846.25,650.75,2.4592,2.241,33.4
2011-01-28,7.18,76.0,1.3611,1.586,82.12,0.5385,3.3214,99.42,70840.0,1336.78,5.753,20.04,1271.5,2268.0,31543.05,78.133,139.0,11.7,825.75,644.0,2.44,2.2515,28.2
2011-01-31,7.1855,77.0,1.3694,1.6014,82.04,0.562,3.3704,101.01,72230.0,1332.68,5.8699,19.53,1282.5,2280.0,31398.75,77.735,139.5,11.875,840.75,659.5,2.4683,2.317,28.7
2011-02-01,7.1212,75.0,1.3829,1.6142,81.35,0.6013,3.4394,101.74,73540.0,1341.4,5.8362,17.63,1302.75,2322.5,31838.16,77.067,133.0,11.505,835.75,666.0,2.5208,2.3579,40.4
2011-02-02,7.166,74.0,1.3811,1.6192,81.55,0.6566,3.4771,102.34,,1335.25,5.7782,17.3,1300.0,2319.75,32487.61,77.158,134.0,11.575,863.0,669.25,2.4986,2.3408,42.0
2011-02-03,7.2647,74.0,1.3634,1.6136,81.63,0.7042,3.5488,101.76,,1354.35,5.7983,16.69,1303.25,2321.75,32794.84,77.748,135.0,11.8,859.0,662.5,2.5042,2.3321,46.8
2011-02-04,7.2531,78.0,1.3581,1.6111,82.18,0.7444,3.6356,99.83,,1348.93,5.8467,15.93,1307.25,2337.5,32902.52,78.044,135.0,11.51,853.75,678.5,2.524,2.3598,64.1
2011-02-07,7.2342,73.0,1.3583,1.611,82.33,0.7606,3.6299,99.25,,1351.28,5.76,16.28,1315.75,2345.0,32800.23,78.029,130.0,11.3575,858.75,674.75,2.5122,2.3371,63.2
2011-02-08,7.1943,73.0,1.3625,1.6069,82.36,0.8488,3.7373,99.92,,1363.98,5.7184,15.81,1321.75,2362.75,32788.86,77.999,130.5,10.91,874.25,673.75,2.5226,2.3627,63.4
2011-02-09,7.2137,74.0,1.3733,1.6102,82.36,0.793,3.6465,101.82,74370.0,1363.73,5.7601,15.87,1319.25,2362.25,32677.56,77.641,133.0,10.8,886.0,698.0,2.4937,2.3349,63.6
2011-02-10,7.275,86.0,1.3603,1.6098,83.23,0.8334,3.6928,100.87,74210.0,1363.8,5.771,16.09,1318.75,2361.75,32409.48,78.25,133.0,11.05,862.75,698.5,2.4556,2.3195,66.6
2011-02-11,7.2788,75.0,1.3554,1.6007,83.43,0.8342,3.6288,101.43,74340.0,1356.95,5.8087,15.69,1327.25,2378.25,32954.33,78.46,135.0,10.955,867.0,706.5,2.4358,2.2982,67.1
2011-02-14,7.2881,76.0,1.3489,1.6039,83.32,0.8426,3.6194,103.08,74200.0,1361.78,5.8175,15.95,1327.75,2381.75,33094.06,78.614,135.5,11.05,872.0,695.75,2.4375,2.3003,68.4
2011-02-15,7.3365,75.0,1.3487,1.6126,83.77,0.8186,3.6044,101.64,74830.0,1373.85,5.7436,16.37,1326.25,2381.5,33060.28,78.573,136.0,10.925,840.25,690.5,2.4356,2.2966,67.4
2011-02-16,7.2571,74.0,1.3569,1.6095,83.68,0.827,3.6193,103.78,74510.0,1374.39,5.7614,16.72,1333.0,2392.0,32778.12,78.223,135.5,10.69,837.0,690.5,2.4353,2.2771,63.9
2011-02-17,7.1642,75.0,1.3609,1.6174,83.31,0.7624,3.5725,102.59,74230.0,1384.08,5.7781,16.59,1337.75,2393.5,32722.91,77.995,136.0,10.705,850.75,712.75,2.4589,2.304,72.1
2011-02-18,7.142,74.0,1.3693,1.6253,83.18,0.7469,3.5799,102.52,73910.0,1389.99,5.7064,16.43,1342.5,2395.0,32514.03,77.664,136.0,10.375,822.25,709.75,2.4949,2.3636,72.0
2011-02-21,7.1478,75.0,1.3678,1.6226,83.14,0.7553,3.5874,105.74,73540.0,1406.45,5.7373,,,,32806.67,77.689,137.5,10.43,,,2.4618,2.3719,72.1
2011-02-22,7.1639,76.0,1.365,1.6136,82.77,0.6902,3.4533,105.78,73260.0,1399.14,5.7127,20.8,1314.5,2321.75,32444.2,77.768,140.0,10.905,762.25,679.75,2.4723,2.3645,76.6
2011-02-23,7.1117,74.0,1.3749,1.6211,82.51,0.7433,3.4848,111.25,71460.0,1411.64,5.716,22.13,1305.5,2303.5,31932.07,77.409,139.0,10.845,763.0,691.5,2.491,2.4157,77.2
2011-02-24,7.0475,73.0,1.38,1.6138,81.89,0.7354,3.4477,111.36,71140.0,1402.66,5.7631,21.32,1302.75,2308.25,31706.47,77.057,140.0,11.06,747.25,685.75,2.5122,2.4197,77.1
2011-02-25,7.0245,73.0,1.3754,1.6118,81.68,0.7117,3.4125,112.14,71710.0,1410.65,5.7559,19.22,1318.75,2345.75,31965.59,77.275,135.5,10.725,776.5,712.0,2.5131,2.4119,70.2
2011-02-28,6.9687,74.0,1.3806,1.6257,81.78,0.6802,3.4272,111.8,72820.0,1411.33,5.7355,18.35,1326.0,2350.75,32272.09,76.889,134.0,10.69,782.5,722.5,2.4993,2.4058,74.5
2011-03-01,6.9992,74.0,1.3777,1.6267,81.86,0.6408,3.3921,115.42,73170.0,1433.38,5.6899,21.01,1301.0,2311.5,32050.73,77.049,138.5,10.605,775.75,727.25,2.531,2.4227,77.3
2011-03-02,6.8775,74.0,1.3866,1.6325,81.87,0.6883,3.4697,116.35,73330.0,1434.4,5.7367,20.7,1305.75,2323.25,31973.09,76.671,132.5,10.71,776.75,714.0,2.5919,2.4685,83.6
2011-03-03,6.9161,72.0,1.3969,1.6277,82.45,0.7598,3.5554,114.79,73600.0,1415.88,5.7308,18.6,1329.75,2371.75,32350.12,76.483,129.0,10.505,790.5,729.75,2.6206,2.5045,86.1
2011-03-04,6.8765,73.0,1.3987,1.6269,82.32,0.6807,3.49,115.97,73590.0,1430.95,5.7839,19.06,1320.25,2359.75,32337.06,76.4,128.5,9.965,800.5,721.25,2.6353,2.501,97.5
2011-03-07,6.8756,71.0,1.3968,1.6201,82.24,0.6967,3.5123,115.04,73400.0,1432.05,5.7725,20.66,1309.0,2324.5,32298.21,76.496,123.5,9.915,769.0,710.75,2.6601,2.5364,93.2
2011-03-08,6.8786,71.0,1.3905,1.616,82.67,0.7207,3.5477,113.06,70870.0,1428.88,5.7784,19.82,1320.0,2333.75,31827.42,76.798,101.72,10.095,751.25,698.75,2.6855,2.5675,91.2
2011-03-09,6.8619,70.0,1.3909,1.6203,82.74,0.6889,3.4675,115.94,71010.0,1430.75,5.756,20.22,1315.5,2310.5,31820.37,76.721,125.5,10.02,732.25,695.0,2.6549,2.5145,88.4
2011-03-10,6.924,75.0,1.3798,1.6061,82.98,0.633,3.3584,115.43,69120.0,1411.85,5.7653,21.88,1294.25,2283.0,30898.94,77.276,125.0,10.245,714.0,676.25,2.6149,2.4765,74.9
2011-03-11,6.8798,72.0,1.3903,1.6082,81.84,0.641,3.4025,113.84,69360.0,1417.65,5.7618,20.08,1306.0,2305.25,31173.86,76.776,125.0,10.33,695.0,659.25,2.6165,2.4632,68.3
2011-03-14,6.8181,71.0,1.3992,1.6172,81.63,0.5928,3.3563,113.67,68710.0,1426.43,5.7838,21.13,1295.5,2292.0,30878.58,76.349,127.0,10.2,700.5,664.0,2.5949,2.4459,63.5
2011-03-15,6.965,70.0,1.3998,1.6078,80.72,0.6008,3.303,108.52,69040.0,1395.7,5.7188,24.32,1280.0,2247.5,30193.95,76.328,130.0,10.69,667.75,636.0,2.5557,2.4124,62.6
2011-03-16,7.0909,70.0,1.39,1.6024,79.59,0.5445,3.17,110.62,69700.0,1399.03,5.6649,29.4,1258.75,2211.0,30612.41,76.681,133.0,11.11,662.0,616.5,2.5355,2.3484,60.2
2011-03-17,7.1099,70.0,1.4021,1.6136,78.89,0.5845,3.255,114.9,69940.0,1403.81,5.6769,26.37,1273.75,2228.5,30718.55,76.041,130.0,11.095,710.25,646.5,2.6076,2.4441,63.8
2011-03-18,6.9972,67.0,1.4182,1.6234,80.58,0.5845,3.2678,113.93,71350.0,1418.56,5.6625,24.44,1291.0,2250.5,30677.08,75.718,125.0,10.3125,723.0,683.5,2.5916,2.437,63.3
2011-03-21,6.954,66.0,1.4226,1.6311,81.03,0.6331,3.3282,114.96,71180.0,1427.79,5.6847,20.61,1293.0,2254.5,,75.401,126.0,10.095,721.0,686.5,2.5955,2.447,61.6
2011-03-22,6.8974,67.0,1.4196,1.6364,80.97,0.6494,3.3263,115.7,71020.0,1427.85,5.6474,20.21,1288.25,2257.25,30868.31,75.434,123.0,9.95,722.25,686.75,2.5472,2.3902,61.0
2011-03-23,6.9417,66.0,1.4088,1.6235,80.92,0.6575,3.3501,115.55,71500.0,1437.43,5.6379,19.17,1292.0,2265.0,31215.55,75.794,124.0,10.365,714.25,681.0,2.5406,2.3953,57.8
2011-03-24,6.869,69.0,1.4177,1.6122,80.97,0.6902,3.4037,115.72,72250.0,1430.43,5.6865,18.0,1305.25,2308.5,31647.69,75.656,122.0,9.885,739.5,702.5,2.5912,2.4781,53.8
2011-03-25,6.8491,68.0,1.4088,1.6042,81.34,0.7315,3.4388,115.59,72210.0,1429.88,5.6772,17.91,1310.0,2317.0,31595.89,76.217,121.0,10.11,733.25,689.5,2.5686,2.4444,54.2
2011-03-28,6.8671,68.0,1.4087,1.5992,81.69,0.7481,3.4313,114.8,71420.0,1420.3,5.6556,19.44,1302.25,2295.75,31377.12,76.128,120.5,10.0175,725.25,671.0,2.581,2.4556,50.3
2011-03-29,6.855,67.0,1.4113,1.6011,82.48,0.8131,3.4872,115.16,70740.0,1418.45,5.661,18.16,1316.5,2322.5,31718.01,76.249,122.0,9.8575,737.25,671.75,2.5961,2.4719,46.1
2011-03-30,6.8228,66.0,1.4127,1.6072,82.89,0.7816,3.4349,115.13,71030.0,1422.98,5.6487,17.71,1324.0,2334.5,32274.61,76.118,120.0,9.92,727.25,663.25,2.5833,2.4544,44.4
2011-03-31,6.7743,68.0,1.4158,1.6028,83.13,0.8211,3.4703,117.36,70450.0,1432.2,5.6236,17.74,1321.0,2336.25,32204.06,75.857,120.0,9.44,763.25,693.25,2.6144,2.4917,42.9
2011-04-01,6.6978,66.0,1.4237,1.6111,84.06,0.7976,3.4422,118.7,70690.0,1428.73,5.6291,17.4,1327.75,2338.5,32385.32,75.833,116.0,9.235,759.5,736.0,2.6431,2.5208,51.5
2011-04-04,6.7199,66.0,1.4221,1.6132,84.06,0.7579,3.4179,121.06,,1434.03,5.6075,17.5,1329.25,2340.5,32437.77,75.912,116.0,9.1275,790.0,760.25,2.6634,2.5451,43.1
2011-04-05,6.7255,66.0,1.4223,1.6296,84.87,0.8136,3.4795,122.22,,1455.85,5.6224,17.25,1326.75,2323.25,32630.86,75.882,128.0,9.1925,786.25,766.75,2.6852,2.5795,37.1
2011-04-06,6.6855,66.0,1.4331,1.6332,85.49,0.8297,3.5452,122.3,71260.0,1459.75,5.6238,16.9,1329.0,2325.5,32887.47,75.514,115.5,9.5125,782.25,763.0,2.6866,2.5794,34.6
2011-04-07,6.6655,66.0,1.4308,1.6323,84.91,0.7819,3.5451,122.67,71730.0,1458.2,5.6174,17.11,1328.5,2329.25,32633.25,75.585,116.5,9.245,773.25,759.0,2.6958,2.5892,34.5
2011-04-08,6.637,66.0,1.4483,1.6383,84.76,0.8061,3.5772,126.65,72520.0,1474.91,5.609,17.87,1323.75,2318.0,32806.27,75.066,117.0,9.36,797.5,768.0,2.7588,2.6518,34.1
2011-04-11,6.6873,66.0,1.4436,1.6346,84.6,0.8222,3.5847,123.98,73460.0,1463.15,5.6114,16.59,1319.5,2308.0,32814.43,75.056,117.5,9.455,798.25,776.0,2.7674,2.6556,32.8
2011-04-12,6.7433,66.0,1.4477,1.6258,83.58,0.742,3.4904,120.92,72790.0,1452.98,5.5898,17.09,1308.25,2293.0,32239.87,74.853,120.0,9.5375,759.5,752.5,2.7398,2.6305,28.5
2011-04-13,6.8119,66.0,1.4443,1.6269,83.84,0.7259,3.4585,122.88,72030.0,1457.36,5.592,16.92,1308.75,2308.5,32353.79,74.98,117.0,9.605,752.75,755.5,2.721,2.6139,29.6
2011-04-14,6.8313,75.0,1.4488,1.6352,83.5,0.7661,3.4979,122.36,71440.0,1474.15,5.5646,16.27,1310.25,2300.75,32418.33,74.685,119.75,9.545,740.5,754.25,2.7495,2.6384,25.8
2011-04-15,6.7981,65.0,1.443,1.6328,83.13,0.6934,3.4079,123.45,71220.0,1486.88,5.5987,15.32,1318.75,2309.75,32227.66,74.832,119.5,9.5,744.25,742.0,2.7421,2.6234,23.0
2011-04-18,6.8397,75.0,1.4235,1.6267,82.66,0.661,3.3743,121.61,71160.0,1495.3,5.6183,16.96,1301.0,2290.0,31388.63,75.504,125.5,10.3875,775.0,751.75,2.7231,2.6114,20.2
2011-04-19,6.822,69.0,1.4335,1.6315,82.59,0.6447,3.3631,121.33,70340.0,1496.4,5.6048,15.83,1308.5,2311.0,31837.06,75.029,124.0,10.155,785.75,749.0,2.7381,2.6392,19.9
2011-04-20,6.7743,67.0,1.4523,1.6409,82.56,0.6608,3.4077,123.85,71150.0,1502.4,5.6098,15.07,1328.25,2355.0,32526.3,74.368,121.0,9.94,785.0,732.75,2.7301,2.6213,19.8
2011-04-21,6.718,66.0,1.4552,1.6523,81.85,0.6603,3.3963,123.99,71680.0,1504.88,5.5399,14.69,1331.0,2375.5,32658.86,74.109,122.5,10.67,799.5,737.25,2.7007,2.6016,11.6
2011-04-22,6.7197,66.0,1.4561,1.6509,81.88,0.652,3.3907,,71680.0,1507.04,5.5517,,,,,74.108,121.749,10.705,,,2.6961,2.5989,
2011-04-25,6.7361,66.0,1.4582,1.6498,81.83,0.6355,3.3627,123.66,71270.0,1507.23,5.5628,15.77,1330.75,2377.5,,73.986,121.096,11.1425,826.0,762.5,2.6832,2.5946,10.2
2011-04-26,6.6755,66.0,1.4644,1.6482,81.55,0.6029,3.307,124.14,70320.0,1506.25,5.5461,15.62,1341.0,2384.75,32668.15,73.837,122.5,10.9775,811.25,766.25,2.6531,2.5749,12.1
2011-04-27,6.5945,64.0,1.4788,1.6627,82.16,0.6408,3.3552,125.13,70550.0,1527.05,5.5315,15.35,1351.0,2409.0,,73.519,120.5,10.7675,777.0,752.25,2.6666,2.583,11.7
2011-04-28,6.5983,64.0,1.4822,1.6632,81.54,0.6171,3.3106,125.02,70730.0,1536.2,5.4872,14.62,1355.0,2401.75,32659.95,73.121,117.5,10.5825,743.0,723.0,2.6422,2.5574,3.5
2011-04-29,6.5686,62.0,1.4807,1.6707,81.19,0.6013,3.2863,125.89,70060.0,1563.7,5.4914,14.75,1359.75,2400.75,32836.23,72.933,119.0,10.4825,769.25,754.0,2.6553,2.5722,1.0
2011-05-02,6.609,62.0,1.483,1.6655,81.23,0.6013,3.2788,125.12,,1545.45,5.4981,15.99,1357.75,2401.5,,72.951,117.539,10.82,759.75,730.75,2.6446,2.561,-4.2
2011-05-03,6.6394,62.0,1.4825,1.6487,80.94,0.6013,3.2473,122.45,70070.0,1535.9,5.4693,16.7,1352.0,2389.75,32325.83,73.14,117.5,11.165,760.75,719.0,2.6427,2.5492,-6.7
2011-05-04,6.6837,61.0,1.4827,1.6488,80.61,0.5854,3.2159,121.19,69460.0,1516.22,5.422,17.08,1343.0,2384.0,31856.64,73.031,117.5,11.1425,741.0,726.5,2.6329,2.5478,-20.3
2011-05-05,6.725,63.0,1.4539,1.6389,80.07,0.5734,3.1499,110.8,68420.0,1474.3,5.4873,18.2,1335.0,2379.0,31582.14,74.194,121.0,11.845,722.5,705.0,2.5643,2.4762,-26.7
2011-05-06,6.7051,62.0,1.4316,1.6367,80.63,0.5493,3.1459,109.13,67240.0,1495.58,5.4255,18.4,1334.5,2373.5,31878.83,74.841,121.5,12.68,724.5,682.75,2.5668,2.4733,-31.3
2011-05-09,6.7217,72.0,1.4365,1.6404,80.36,0.5453,3.1604,115.9,67790.0,1513.73,5.4365,17.16,1342.75,2386.5,31609.78,74.737,122.5,12.7525,759.25,704.5,2.5797,2.4869,-32.1
2011-05-10,6.7434,66.0,1.4409,1.6366,80.88,0.585,3.2135,117.63,67740.0,1516.26,5.4739,15.91,1353.75,2409.25,32085.56,74.611,119.0,12.1475,769.0,706.0,2.5938,2.5035,-32.6
2011-05-11,6.8844,69.0,1.4192,1.6345,81.05,0.545,3.1593,112.57,67870.0,1501.41,5.4862,16.95,1338.75,2393.5,32051.35,75.327,117.5,12.425,727.75,668.75,2.5307,2.4333,-35.3
2011-05-12,6.8979,70.0,1.4246,1.6291,80.94,0.5509,3.2225,112.98,66100.0,1505.88,5.5774,16.03,1347.5,2407.0,31681.83,75.24,120.5,12.315,700.5,681.25,2.5377,2.4258,-35.8
2011-05-13,7.0206,71.0,1.4119,1.6197,80.8,0.5325,3.1709,113.83,66710.0,1495.15,5.5715,17.07,1334.0,2370.0,31959.93,75.757,119.5,12.765,696.0,679.0,2.4834,2.394,-34.4
2011-05-16,7.001,70.0,1.4156,1.6192,80.79,0.5204,3.147,112.73,66790.0,1489.33,5.5947,18.24,1325.5,2334.5,32156.01,75.47,118.5,12.635,736.5,697.5,2.4473,2.3336,-38.3
2011-05-17,6.9535,71.0,1.4237,1.6252,81.42,0.5202,3.1158,109.99,66350.0,1486.7,5.6016,17.55,1325.5,2337.25,31843.91,75.399,120.0,12.5475,764.0,720.25,2.4126,2.3006,-43.8
2011-05-18,6.9113,71.0,1.425,1.6168,81.68,0.5523,3.1801,112.3,67210.0,1496.98,5.5845,16.23,1338.5,2361.5,,75.475,120.5,12.145,817.0,749.75,2.479,2.3589,-43.9
2011-05-19,6.8692,81.0,1.4309,1.6237,81.61,0.524,3.1709,111.42,67990.0,1493.28,5.5778,15.52,1341.75,2369.0,31918.93,75.123,119.0,11.8175,812.0,748.25,2.4386,2.3055,-49.0
2011-05-20,6.9147,70.0,1.4161,1.6229,81.7,0.5114,3.1451,112.39,67620.0,1512.23,5.5775,17.43,1327.75,2343.5,31794.13,75.435,120.5,11.8975,806.5,759.5,2.4187,2.2979,-49.1
2011-05-23,7.0215,71.0,1.4048,1.6123,82.01,0.5234,3.1286,110.1,67210.0,1517.1,5.5721,18.27,1315.25,2315.5,31344.53,76.104,125.5,12.8,803.0,754.0,2.3979,2.2809,-49.8
2011-05-24,6.98,71.0,1.41,1.6181,81.95,0.5029,3.1139,112.53,67150.0,1526.64,5.5856,17.82,1313.5,2301.75,31731.05,75.882,122.5,12.3675,779.75,733.25,2.432,2.3119,-48.0
2011-05-25,7.0252,73.0,1.4088,1.6274,81.97,0.5354,3.1304,114.93,67680.0,1525.35,5.6125,17.07,1316.5,2309.5,31793.59,75.932,106.125,12.875,796.5,742.25,2.4432,2.3153,-48.9
2011-05-26,6.9584,73.0,1.4145,1.6405,81.29,0.4843,3.0572,115.05,68530.0,1519.2,5.622,16.09,1326.5,2325.25,31980.11,75.549,121.5,12.6325,814.5,745.5,2.4176,2.2787,-57.9
