Date,USDZAR Curncy,ZAR1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,ZARI3M Curncy,VIX Index,ES1 Index,NQ1 Index,JALSH Index,DXY Curncy,REPSOU CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2007-02-01,7.1643,54.0,1.3022,1.9668,120.82,4.9581,4.8346,56.72,55040.0,657.2,9.4007,10.31,1450.75,1803.25,25782.38,84.64,35.0,6.2,460.25,398.0,2.6056,2.4119,65.6
2007-02-02,7.1875,53.0,1.2961,1.966,121.14,4.9331,4.8204,58.41,54240.0,647.85,9.4091,10.08,1453.0,1807.25,25679.19,84.96,34.605,5.975,461.25,402.0,2.5953,2.4049,58.5
2007-02-05,7.2233,53.0,1.2929,1.9603,120.34,4.9163,4.8021,58.1,52360.0,648.45,9.4207,10.55,1453.75,1805.5,25605.18,85.08,34.333,5.75,458.5,402.0,2.5875,2.399,61.3
2007-02-06,7.166,52.0,1.2985,1.9711,120.1,4.8912,4.7655,58.42,52570.0,653.3,9.439,10.65,1453.25,1803.5,25933.81,84.77,34.646,5.85,451.0,396.5,2.5513,2.3695,60.4
2007-02-07,7.1685,52.0,1.3012,1.9707,120.68,4.866,4.7432,57.23,53540.0,651.45,9.4262,10.32,1455.75,1823.0,25915.9,84.71,34.917,5.85,452.0,392.25,2.5488,2.3596,60.4
2007-02-08,7.1425,59.0,1.3042,1.9589,121.03,4.8743,4.7319,59.03,52950.0,660.45,9.4224,10.44,1454.0,1821.75,25596.86,84.69,34.433,5.875,457.0,399.75,2.5346,2.3455,60.5
2007-02-09,7.189,52.0,1.3008,1.9491,121.71,4.8993,4.7797,59.01,53370.0,666.85,9.3939,11.1,1443.0,1792.5,25666.81,84.88,34.56,6.05,460.25,406.25,2.5517,2.3623,60.7
2007-02-12,7.2975,54.0,1.2966,1.9472,121.94,4.9246,4.8037,56.6,53830.0,661.1,9.4347,11.61,1438.0,1785.5,25820.61,85.12,35.333,5.9,455.75,404.75,2.5421,2.347,61.7
2007-02-13,7.2445,56.0,1.3039,1.9469,121.17,4.933,4.8078,57.03,,664.25,9.4652,10.34,1449.5,1796.0,26023.35,84.69,35.716,5.775,459.0,411.0,2.55,2.3581,56.4
2007-02-14,7.195,59.0,1.3131,1.9628,120.8,4.8653,4.7359,57.43,,669.13,9.4203,10.23,1458.5,1822.75,26311.42,84.18,35.593,6.1,451.0,408.25,2.5533,2.3523,54.8
2007-02-15,7.19,55.0,1.3141,1.9511,119.27,4.8314,4.7061,57.6,,669.75,9.4027,10.22,1459.5,1831.0,26521.1,84.05,35.275,5.95,453.25,407.5,2.5217,2.326,36.7
2007-02-16,7.158,54.0,1.3138,1.9496,119.43,4.8224,4.6882,58.95,55950.0,669.05,9.2926,10.02,1459.0,1827.25,26511.08,84.06,34.983,5.75,468.0,417.0,2.5277,2.3402,32.4
2007-02-19,7.114,53.0,1.3156,1.9514,119.56,4.8222,4.6882,58.14,,670.75,9.2663,,,,26623.23,84.02,35.0,5.6,,,2.5276,2.3402,31.8
2007-02-20,7.1275,53.0,1.3138,1.9553,120.03,4.8136,4.6743,57.98,,657.25,9.2631,10.24,1461.75,1838.75,26514.77,84.18,34.979,5.6505,464.5,415.25,2.5186,2.3263,31.6
2007-02-21,7.075,53.0,1.3139,1.954,120.94,4.8392,4.6902,59.35,,678.85,9.2927,10.2,1460.5,1844.5,26306.3,84.22,34.293,5.425,476.0,426.25,2.5386,2.3653,34.5
2007-02-22,7.071,55.0,1.3126,1.9564,121.58,4.8578,4.7279,60.62,,677.45,9.284,10.18,1459.25,1854.25,26697.7,84.34,33.975,5.425,489.5,434.5,2.5607,2.3871,34.3
2007-02-23,7.0635,55.0,1.3166,1.9634,121.08,4.7997,4.6703,60.88,,682.55,9.3008,10.58,1453.75,1845.0,26792.39,84.05,34.037,5.525,484.25,430.25,2.5547,2.3809,34.2
2007-02-26,7.081,56.0,1.3188,1.9636,120.66,4.7583,4.6248,61.33,58180.0,686.55,9.3501,11.15,1452.5,1837.75,26932.15,83.93,34.667,5.65,483.0,425.5,2.5542,2.3795,33.9
2007-02-27,7.2845,55.0,1.3242,1.9621,117.94,4.5847,4.5109,61.36,58760.0,663.35,9.3291,18.31,1395.25,1750.5,26078.3,83.46,35.813,6.0909,470.25,411.0,2.5395,2.3463,36.2
2007-02-28,7.2325,54.0,1.3229,1.9639,118.56,4.6423,4.5657,61.89,57740.0,669.35,9.3818,15.42,1409.0,1765.5,25795.99,83.57,38.125,6.05,474.5,425.25,2.5571,2.3784,25.5
2007-03-01,7.276,54.0,1.3186,1.9584,117.62,4.6089,4.5499,62.11,57690.0,664.45,9.4051,15.82,1405.0,1757.75,25336.58,83.77,38.4,6.0005,468.0,417.25,2.5536,2.375,31.2
2007-03-02,7.4163,53.0,1.3192,1.9435,116.8,4.5252,4.497,62.08,57340.0,642.45,9.3322,18.61,1385.75,1726.25,25561.12,83.74,38.519,5.95,459.5,411.0,2.537,2.3624,28.2
2007-03-05,7.497,53.0,1.309,1.9205,115.53,4.5165,4.495,60.54,55630.0,636.6,9.408,19.63,1372.25,1713.75,24919.46,84.17,42.375,6.35,468.0,417.25,2.5332,2.343,17.0
2007-03-06,7.3826,53.0,1.3128,1.9317,116.6,4.5743,4.5282,61.39,55890.0,646.5,9.4132,15.96,1395.5,1745.0,25228.11,84.04,41.823,6.05,459.5,412.5,2.5318,2.35,15.5
2007-03-07,7.4368,55.0,1.3177,1.933,116.06,4.5241,4.4871,62.5,56590.0,649.0,9.3973,15.24,1393.25,1737.5,25280.4,83.78,39.988,5.9,466.5,415.75,2.5116,2.3299,13.6
2007-03-08,7.3544,55.0,1.3133,1.9283,117.18,4.5571,4.5125,62.33,57850.0,651.8,9.4035,14.29,1404.75,1754.5,25616.63,84.13,38.919,5.875,464.0,412.0,2.5096,2.3344,11.8
2007-03-09,7.3523,55.0,1.3116,1.932,118.34,4.6651,4.5871,61.13,57540.0,650.28,9.3738,14.09,1405.0,1747.75,25923.48,84.25,37.729,5.65,465.5,408.25,2.5148,2.351,14.4
2007-03-12,7.3525,63.0,1.3189,1.9325,117.74,4.6313,4.5516,60.74,57680.0,650.5,9.4082,13.99,1407.0,1757.75,26012.12,83.88,37.333,5.75,460.0,399.75,2.4832,2.3315,4.3
2007-03-13,7.5035,55.0,1.3197,1.929,116.28,4.5051,4.4907,60.9,58500.0,643.8,9.3746,18.13,1379.75,1724.25,25853.05,83.71,38.01,6.0,456.0,397.0,2.4922,2.3514,-3.9
2007-03-14,7.4275,54.0,1.3223,1.9361,117.09,4.5551,4.5338,61.06,57800.0,644.7,9.4649,17.27,1389.5,1748.25,25250.06,83.64,39.139,6.2,446.0,389.5,2.516,2.3666,-4.2
2007-03-15,7.411,55.0,1.3238,1.9374,117.57,4.58,4.5358,60.98,57500.0,646.6,9.4315,16.43,1391.5,1744.5,25662.31,83.65,38.401,6.075,455.5,397.75,2.5262,2.3685,-2.0
2007-03-16,7.4863,55.0,1.3318,1.9424,116.75,4.5876,4.5435,60.3,60720.0,653.4,9.4012,16.79,1396.12,1747.24,25839.13,83.19,38.2,6.6,460.75,399.5,2.5385,2.3905,4.8
2007-03-19,7.445,54.0,1.3302,1.9442,117.53,4.6212,4.5632,60.52,60710.0,654.2,9.4251,14.59,1415.75,1781.25,26161.53,83.35,37.167,6.55,455.0,398.0,2.5303,2.3944,4.3
2007-03-20,7.39,54.0,1.3318,1.9614,117.29,4.604,4.5494,60.2,61220.0,658.8,9.4353,13.27,1423.5,1792.25,26360.93,83.07,37.848,6.3,462.75,405.25,2.5228,2.3947,6.4
2007-03-21,7.273,53.0,1.3386,1.9678,117.55,4.5274,4.5356,60.77,60590.0,664.2,9.4757,12.19,1445.0,1825.0,,82.77,37.716,6.125,465.5,409.75,2.5658,2.4143,5.3
2007-03-22,7.2048,56.0,1.3331,1.9648,118.13,4.578,4.5829,62.51,60840.0,664.0,9.4521,12.93,1445.0,1818.75,26654.9,83.09,37.188,6.225,467.0,409.5,2.58,2.4248,4.5
2007-03-23,7.2075,56.0,1.3283,1.9614,118.12,4.6028,4.6105,63.18,61530.0,657.4,9.4899,12.95,1447.0,1811.5,26913.62,83.28,37.401,6.0,461.5,403.25,2.5988,2.4298,3.5
2007-03-26,7.2231,56.0,1.333,1.9694,118.14,4.5769,4.6006,64.41,62130.0,664.1,9.5174,13.16,1445.25,1818.25,26756.29,83.08,37.25,5.9,458.0,391.0,2.6148,2.4533,-6.8
2007-03-27,7.2743,55.0,1.3352,1.9657,117.81,4.5595,4.5966,64.6,62770.0,664.41,9.4915,13.48,1440.5,1810.25,26839.63,83.01,37.117,5.85,454.0,392.5,2.6159,2.4512,-11.7
2007-03-28,7.3354,55.0,1.3313,1.9616,116.86,4.5677,4.6204,65.78,61360.0,665.56,9.4747,14.98,1429.5,1790.25,26829.8,83.03,37.151,5.95,456.5,388.5,2.6196,2.461,-14.1
2007-03-29,7.2578,60.0,1.3331,1.9619,118.07,4.5827,4.6423,67.88,61090.0,661.5,9.458,15.14,1431.5,1788.0,27150.59,83.09,37.194,5.85,461.0,394.5,2.6159,2.4653,-8.8
2007-03-30,7.2638,53.0,1.3354,1.9678,117.83,4.5744,4.6443,68.1,62090.0,663.8,9.4363,14.64,1431.25,1790.75,27267.24,82.93,36.48,5.575,438.0,374.5,2.6079,2.4427,4.8
2007-04-02,7.2493,52.0,1.3366,1.9778,117.86,4.5828,4.6403,68.74,62950.0,664.0,9.4759,14.53,1433.25,1790.0,27418.88,82.87,36.0,5.9,428.0,354.75,2.6064,2.4387,-0.1
2007-04-03,7.177,52.0,1.333,1.9741,118.96,4.6161,4.6642,67.81,63510.0,663.95,9.4533,13.46,1447.25,1814.75,27568.17,83.15,36.256,5.8,419.0,346.25,2.5917,2.4148,-1.2
2007-04-04,7.1479,51.0,1.3368,1.9762,118.73,4.5912,4.6482,68.4,65100.0,674.35,9.4098,13.24,1448.5,1819.25,27525.74,82.96,36.225,5.625,431.25,359.25,2.5977,2.4397,-8.4
2007-04-05,7.1275,51.0,1.3429,1.9708,118.73,4.6249,4.6782,68.24,65510.0,674.45,9.4183,13.23,1452.75,1828.25,27547.85,82.677,36.063,5.8,445.0,366.0,2.6239,2.4698,-9.0
2007-04-06,7.1263,51.0,1.3379,1.9655,119.26,4.7342,4.7485,,66400.0,675.0,9.4264,,1452.75,1828.25,,82.992,35.946,5.8,,,2.6409,2.4922,-0.8
2007-04-09,7.123,51.0,1.3354,1.9626,119.33,4.7344,4.7425,66.59,68500.0,670.75,9.4455,13.14,1454.5,1824.0,,83.098,,5.8,447.5,363.5,2.6146,2.4666,-4.5
2007-04-10,7.145,51.0,1.344,1.9728,119.06,4.6923,4.7184,67.42,70900.0,677.9,9.4122,12.68,1456.0,1829.5,27875.62,82.704,35.889,5.925,457.75,369.0,2.625,2.4639,-5.4
2007-04-11,7.147,52.0,1.3431,1.9748,119.39,4.7178,4.7304,67.84,69550.0,677.3,9.3936,13.49,1448.5,1812.75,27638.64,82.671,35.938,5.875,456.25,360.75,2.6234,2.4671,-6.9
2007-04-12,7.1618,51.0,1.3482,1.9793,119.16,4.7265,4.7345,68.72,70790.0,676.1,9.3233,12.71,1455.5,1827.75,27822.27,82.369,35.105,5.925,458.0,358.75,2.6193,2.4693,-6.9
2007-04-13,7.1814,52.0,1.3527,1.9863,119.27,4.7611,4.7608,68.97,69680.0,685.52,9.3198,12.2,1461.25,1831.75,28132.45,82.129,34.976,5.975,478.5,369.0,2.6112,2.4582,-1.6
2007-04-16,7.107,50.0,1.3535,1.9897,119.74,4.7359,4.7346,67.25,71440.0,690.21,9.3114,11.98,1475.5,1848.25,28379.51,82.073,35.0,6.0,475.25,364.25,2.6025,2.4445,-10.9
2007-04-17,7.0208,49.0,1.3567,2.0069,118.91,4.6682,4.6803,65.93,72050.0,686.55,9.3631,12.14,1479.0,1852.25,28506.72,81.831,33.375,6.05,477.5,353.25,2.5712,2.3974,-16.5
2007-04-18,7.0214,49.0,1.3609,2.0087,118.69,4.6344,4.6502,66.04,74660.0,690.05,9.364,12.42,1480.25,1848.25,28148.52,81.743,31.625,6.05,474.5,363.5,2.5625,2.3959,-16.9
2007-04-19,7.0588,51.0,1.3613,2.0034,118.48,4.6345,4.6642,65.94,73160.0,682.95,9.4037,12.54,1480.25,1849.0,28098.66,81.644,31.56,5.95,496.0,371.25,2.5739,2.4011,-17.7
2007-04-20,7.0513,59.0,1.359,2.0023,118.69,4.6434,4.6703,66.49,72030.0,691.95,9.3809,12.07,1493.0,1862.5,28367.54,81.643,30.771,5.7,502.0,360.5,2.5814,2.409,-17.5
2007-04-23,7.0923,59.0,1.3577,2.0009,118.65,4.6179,4.6402,68.15,72150.0,689.15,9.3569,13.04,1488.25,1863.0,28501.7,81.738,30.8,5.6,494.0,352.25,2.5711,2.4093,-17.0
2007-04-24,7.0205,52.0,1.364,2.0018,118.59,4.5924,4.6202,67.16,72250.0,683.65,9.4029,13.12,1488.5,1870.25,28150.75,81.546,30.475,5.55,483.5,360.5,2.5637,2.4143,-18.7
2007-04-25,6.9545,52.0,1.3638,2.0014,118.75,4.6267,4.6502,68.57,70330.0,686.25,9.3983,13.21,1500.75,1894.0,28223.31,81.428,30.042,5.775,506.25,371.25,2.5887,2.4408,-19.2
2007-04-26,7.0288,50.0,1.3601,1.9913,119.57,4.6655,4.6964,67.65,70650.0,674.75,9.3762,12.79,1502.75,1906.0,28076.19,81.75,29.625,5.525,507.0,364.75,2.5908,2.4442,-18.8
2007-04-27,7.0498,50.0,1.3652,1.9977,119.63,4.6489,4.6924,68.41,67980.0,681.55,9.3648,12.45,1502.0,1906.75,,81.529,30.16,5.525,500.5,364.25,2.5935,2.4474,-26.9
2007-04-30,7.08,50.0,1.3648,1.9995,119.53,4.591,4.6222,67.65,68980.0,678.45,9.3691,14.22,1488.5,1879.25,28170.6,81.447,30.5,5.625,485.5,358.0,2.5699,2.4361,-26.8
2007-05-01,7.029,50.0,1.3604,1.9987,119.87,4.6242,4.6362,67.0,,673.45,9.3993,13.51,1492.75,1885.75,,81.595,30.982,5.6754,488.5,367.5,2.574,2.4412,-13.8
2007-05-02,7.0146,49.0,1.3592,1.9898,120.16,4.6409,4.6422,66.25,,673.15,9.3969,13.08,1501.0,1898.75,28328.12,81.767,30.92,5.6,479.5,372.0,2.5709,2.4366,-12.5
2007-05-03,6.9559,49.0,1.3549,1.9867,120.45,4.691,4.6723,66.05,,682.35,9.3936,13.09,1508.25,1906.5,28278.23,81.949,30.14,5.6,481.0,379.75,2.57,2.4346,-5.9
2007-05-04,6.928,48.0,1.3591,1.9922,120.19,4.6665,4.6382,65.31,,688.85,9.3951,12.91,1514.25,1908.5,28649.7,81.741,30.23,5.4,482.0,381.25,2.536,2.4006,-7.1
2007-05-07,6.8885,47.0,1.3601,1.9929,120.1,4.6666,4.6262,64.44,,688.75,9.4064,13.15,1514.25,1906.75,28797.79,81.676,30.667,5.45,482.0,369.5,2.5093,2.376,-5.9
2007-05-08,6.9009,47.0,1.3543,1.9894,120.04,4.6668,4.6342,65.54,71730.0,685.65,9.4323,13.21,1512.25,1905.5,28161.78,81.939,27.008,5.325,469.0,353.75,2.5246,2.3913,-5.1
2007-05-09,6.9065,47.0,1.3528,1.9936,120.09,4.7258,4.6618,65.2,72050.0,680.55,9.4129,12.88,1515.5,1912.25,28354.41,82.016,26.25,5.375,471.0,357.25,2.5264,2.3938,-4.2
2007-05-10,7.0363,50.0,1.3485,1.9801,119.9,4.6755,4.6379,65.79,70540.0,665.65,9.388,13.6,1499.25,1886.5,28438.86,82.292,25.74,5.3,473.0,345.75,2.528,2.3982,-19.9
2007-05-11,6.939,52.0,1.3524,1.9814,120.2,4.7013,4.6717,66.83,68640.0,670.85,9.4636,12.95,1512.25,1910.5,28671.48,82.116,24.88,5.35,483.0,361.0,2.5198,2.389,-28.3
2007-05-14,6.9469,50.0,1.3546,1.9793,120.35,4.7269,4.6936,66.83,68030.0,669.75,9.4384,13.96,1508.75,1896.25,28094.8,82.066,24.938,5.325,489.0,358.0,2.519,2.3878,-21.7
2007-05-15,6.911,50.0,1.3591,1.9859,120.28,4.7272,4.7016,68.11,65340.0,672.05,9.4532,14.01,1508.5,1883.5,28059.27,81.755,24.543,5.325,502.0,371.5,2.4923,2.3486,-19.8
2007-05-16,6.9663,50.0,1.3515,1.9769,120.83,4.7274,4.7096,68.01,65810.0,662.15,9.429,13.5,1518.0,1901.25,28046.8,82.163,25.058,5.3,496.75,376.0,2.4976,2.3458,-14.1
2007-05-17,7.0327,55.0,1.3494,1.9747,121.31,4.7787,4.7517,70.27,63500.0,657.65,9.4408,13.51,1515.25,1890.25,27884.36,82.318,24.967,5.275,485.5,373.0,2.5083,2.3577,-13.8
2007-05-18,7.0138,49.0,1.3509,1.9747,121.12,4.8138,4.8001,69.42,60660.0,661.75,9.4793,12.76,1528.0,1905.75,28331.45,82.197,24.867,5.275,471.25,371.25,2.5228,2.3592,-13.3
2007-05-21,7.005,52.0,1.3469,1.9715,121.47,4.797,4.782,70.49,62600.0,663.25,9.4902,13.3,1528.0,1916.25,28642.4,82.364,24.833,5.325,479.5,381.0,2.5305,2.3664,-13.9
2007-05-22,7.0768,52.0,1.3448,1.9746,121.56,4.8316,4.8245,69.52,63720.0,659.25,9.4665,13.06,1525.25,1920.25,28629.38,82.386,24.957,5.4,471.0,369.5,2.5307,2.3601,-13.8
2007-05-23,7.078,54.0,1.3459,1.9866,121.66,4.832,4.8468,70.6,61990.0,661.85,9.589,13.24,1525.5,1910.25,29087.49,82.31,25.217,5.4,476.5,368.5,2.5541,2.3696,-13.6
2007-05-24,7.146,53.0,1.3429,1.9847,121.4,4.8324,4.8387,70.72,62710.0,654.65,9.5137,14.08,1511.5,1882.0,28812.94,82.406,25.39,5.1504,491.0,376.5,2.5642,2.3837,-8.8
2007-05-25,7.082,53.0,1.3442,1.9836,121.79,4.8513,4.8572,70.69,60950.0,656.0,9.5441,13.34,1517.25,1893.0,28533.03,82.331,25.263,5.05,501.0,376.0,2.5629,2.3839,-8.6
2007-05-28,7.098,53.0,1.3452,1.9836,121.72,4.8517,4.8573,69.71,63380.0,655.55,9.5268,,,,28637.22,82.332,,5.05,,,2.5628,2.384,-6.8
2007-05-29,7.1413,52.0,1.3448,1.9811,121.66,4.8955,4.8818,68.13,63640.0,656.85,9.5164,13.53,1522.5,1906.5,28665.96,82.31,25.03,5.1,491.0,364.75,2.557,2.3699,-2.5
2007-05-30,7.1325,51.0,1.3429,1.9758,121.66,4.875,4.8675,67.84,63340.0,653.45,9.635,12.83,1534.0,1922.5,28439.4,82.433,25.5,5.15,510.75,382.25,2.5599,2.365,-2.1
2007-05-31,7.1175,50.0,1.3453,1.9798,121.73,4.9081,4.8879,68.04,63890.0,660.5,9.6824,13.05,1533.0,1932.25,28627.79,82.301,25.25,5.075,517.0,390.25,2.5861,2.3893,3.1
2007-06-01,7.09,52.0,1.3449,1.9824,122.1,4.9665,4.9516,69.07,64810.0,671.75,9.743,12.78,1539.5,1932.25,28942.78,82.322,25.158,5.0,520.75,386.75,2.5909,2.4018,6.6
2007-06-04,7.1275,52.0,1.349,1.9915,121.78,4.9581,4.9271,70.4,64440.0,671.15,9.7319,13.29,1540.25,1936.75,28837.52,82.058,25.25,4.825,520.25,383.75,2.5899,2.3992,6.6
2007-06-05,7.1703,52.0,1.3524,1.9934,121.39,5.0001,4.9908,70.45,65900.0,670.05,9.7062,13.63,1533.75,1936.0,28865.9,81.89,24.65,4.9004,527.25,380.25,2.6067,2.4096,14.5
2007-06-06,7.206,53.0,1.3504,1.9925,121.09,4.9498,4.9641,71.02,65890.0,670.75,9.721,14.87,1516.5,1914.0,28538.84,81.897,25.308,4.95,519.75,374.75,2.6017,2.4014,13.8
2007-06-07,7.2819,53.0,1.3433,1.9781,120.98,5.0255,5.13,71.22,64590.0,659.15,9.7277,17.06,1489.25,1882.5,28554.32,82.294,25.938,4.775,524.5,384.75,2.6456,2.4627,13.8
2007-06-08,7.215,58.0,1.3373,1.9701,121.73,4.9836,5.0991,68.6,63490.0,648.85,9.8506,14.84,1508.0,1909.0,28169.23,82.691,27.492,5.075,527.5,382.0,2.6369,2.4238,35.1
2007-06-11,7.2385,57.0,1.3357,1.9691,121.73,5.009,5.1514,69.56,62130.0,653.65,9.8505,14.71,1510.5,1905.5,28545.57,82.712,28.667,5.075,556.0,396.0,2.6564,2.4558,34.9
2007-06-12,7.285,59.0,1.3302,1.9743,121.7,5.0938,5.2928,68.79,62710.0,647.25,9.8477,16.67,1493.0,1893.25,28299.33,82.891,27.68,5.0,565.0,393.5,2.697,2.4903,33.7
2007-06-13,7.2223,61.0,1.3311,1.9732,122.72,5.0771,5.1979,69.94,61670.0,651.75,9.9304,14.73,1515.5,1912.25,28602.95,83.035,27.99,5.3,589.5,404.5,2.67,2.4722,44.0
2007-06-14,7.1882,61.0,1.3312,1.9693,122.92,5.0858,5.2212,70.96,62120.0,651.95,9.9211,13.64,1524.75,1926.25,28988.0,83.128,27.5,4.9,606.5,409.5,2.6556,2.4729,43.7
2007-06-15,7.1445,60.0,1.3388,1.9761,123.44,5.0182,5.1627,71.47,62440.0,655.35,9.9194,13.94,1535.0,1944.0,29313.78,82.851,26.042,4.875,606.5,419.0,2.6309,2.4396,43.8
2007-06-18,7.0882,59.0,1.3414,1.9834,123.68,4.9927,5.1335,72.18,63970.0,656.35,9.9267,13.42,1546.0,1967.5,29318.59,82.715,26.0,4.9,601.0,416.0,2.6269,2.4348,42.9
2007-06-19,7.0742,59.0,1.3427,1.9888,123.36,4.9331,5.0814,71.84,63420.0,661.45,9.9646,12.85,1549.0,1967.0,29243.19,82.544,25.5,4.8004,581.0,396.0,2.6144,2.4195,42.8
2007-06-20,7.15,61.0,1.3404,1.9931,123.57,4.9673,5.1316,70.42,63870.0,654.55,9.9701,14.67,1527.0,1947.75,29510.35,82.518,25.5,4.725,605.0,394.25,2.6152,2.4214,42.7
2007-06-21,7.1522,65.0,1.3389,1.9926,123.72,4.9673,5.1863,70.22,63940.0,652.04,10.0435,14.21,1535.75,1965.75,29309.7,82.731,25.35,4.65,606.0,385.0,2.6644,2.4461,48.8
2007-06-22,7.157,63.0,1.347,1.9994,123.89,4.9074,5.13,71.18,63400.0,654.3,10.0205,15.75,1520.5,1948.0,29094.32,82.336,24.95,4.675,592.25,367.5,2.6674,2.4573,48.8
2007-06-25,7.175,71.0,1.3463,1.9978,123.67,4.8645,5.08,71.36,62980.0,651.0,10.0499,16.65,1513.5,1941.0,28914.44,82.325,26.833,4.9,589.5,357.75,2.6462,2.4291,47.3
2007-06-26,7.196,64.0,1.3455,1.9989,123.26,4.8644,5.078,70.17,62280.0,640.9,10.0679,18.89,1497.75,1925.5,28746.43,82.295,26.643,4.9,608.5,356.5,2.6193,2.4022,42.9
2007-06-27,7.1278,64.0,1.3453,1.9993,122.84,4.8915,5.0802,70.53,60450.0,643.65,10.1792,15.53,1519.0,1955.5,28285.1,82.316,27.617,5.0,606.0,343.75,2.6123,2.3947,38.8
2007-06-28,7.0798,62.0,1.3449,2.0028,123.18,4.9414,5.1033,70.52,61610.0,648.95,10.2124,15.54,1517.25,1955.25,28402.79,82.333,28.65,4.8,609.0,339.5,2.6036,2.399,36.9
2007-06-29,7.043,61.0,1.3541,2.0087,123.17,4.8582,5.0244,71.41,63150.0,649.65,10.2129,16.23,1515.5,1956.0,28337.22,81.92,28.56,4.75,582.0,329.5,2.5795,2.3851,40.5
2007-07-02,6.9512,62.0,1.3623,2.0171,122.42,4.8415,4.9892,72.63,63160.0,657.25,10.2328,15.4,1531.0,1972.0,28703.13,81.395,28.917,5.2,569.5,330.5,2.5806,2.3851,44.1
2007-07-03,6.9938,61.0,1.3609,2.0158,122.47,4.8746,5.0372,72.93,65260.0,653.2,10.1725,14.92,1536.25,1985.0,28755.03,81.486,29.0,5.125,571.5,320.0,2.5769,2.381,43.3
2007-07-04,6.966,62.0,1.3613,2.0164,122.7,4.8745,5.0373,73.05,65200.0,654.2,10.1838,,,,28844.31,81.433,28.583,5.075,,,2.5767,2.381,41.9
2007-07-05,7.0115,62.0,1.3599,2.0116,122.95,4.9667,5.1402,74.75,65400.0,649.5,10.1751,15.48,1534.5,1998.0,28896.36,81.538,28.633,5.175,591.0,324.0,2.5913,2.4067,47.8
2007-07-06,6.9869,63.0,1.3627,2.0108,123.34,4.9835,5.1824,75.62,64930.0,655.9,10.2419,14.72,1542.5,2009.0,29218.33,81.465,28.75,5.075,600.5,334.5,2.6028,2.4169,48.6
2007-07-09,6.967,63.0,1.3626,2.0153,123.41,4.9499,5.1382,75.78,65480.0,660.4,10.2527,15.16,1542.5,2008.5,29714.16,81.433,28.313,5.075,588.5,332.5,2.6118,2.4167,48.6
2007-07-10,7.0213,62.0,1.3747,2.028,121.74,4.8321,5.0212,76.4,65570.0,663.3,10.2359,17.57,1520.0,1992.0,29450.59,80.86,29.029,5.3,592.0,338.0,2.593,2.3967,48.6
2007-07-11,7.02,61.0,1.3745,2.0324,122.49,4.8909,5.086,75.44,63820.0,660.6,10.2765,16.64,1531.0,2009.5,29643.36,80.73,30.4,5.65,611.0,336.0,2.5862,2.3864,48.3
2007-07-12,6.9645,61.0,1.3789,2.0303,122.42,4.933,5.1239,76.4,64070.0,666.8,10.2826,15.54,1555.75,2034.75,29791.27,80.635,30.32,5.65,611.5,344.0,2.5922,2.3847,48.9
2007-07-13,6.9578,60.0,1.3782,2.0343,121.93,4.9161,5.0928,77.57,63540.0,666.9,10.2561,15.15,1560.0,2046.75,29961.73,80.576,30.92,5.525,614.0,341.5,2.5783,2.3805,42.8
2007-07-16,6.9725,60.0,1.3772,2.0361,121.9,4.8652,5.0385,77.33,64040.0,664.9,10.2636,15.59,1559.75,2048.5,29868.22,80.522,31.0,5.5,601.75,334.75,2.5607,2.4112,47.7
2007-07-17,6.9465,61.0,1.3781,2.0467,122.34,4.8736,5.0491,75.53,63740.0,664.9,10.335,15.63,1558.75,2060.75,29606.22,80.54,33.15,5.3,601.25,322.5,2.5521,2.4134,65.2
2007-07-18,6.942,62.0,1.3803,2.0528,121.95,4.848,5.0283,76.76,64070.0,673.0,10.3487,16.0,1554.75,2059.75,29422.66,80.424,33.91,5.3,623.5,327.0,2.572,2.4284,65.5
2007-07-19,6.8688,61.0,1.3804,2.0489,122.01,4.8394,5.0159,77.67,65100.0,677.5,10.3838,15.23,1559.75,2065.5,29621.28,80.419,32.633,5.2,620.0,321.25,2.5814,2.4392,62.9
2007-07-20,6.8938,61.0,1.3827,2.0561,121.28,4.7623,4.9497,77.64,67300.0,683.4,10.4022,16.95,1545.0,2055.25,29692.04,80.288,35.225,5.2,616.25,318.25,2.5514,2.4088,62.9
2007-07-23,6.821,63.0,1.3807,2.0593,121.1,4.7792,4.9477,76.86,69270.0,681.6,10.4311,16.81,1549.0,2053.5,29885.27,80.354,36.667,5.3,620.25,310.0,2.5314,2.3849,63.4
2007-07-24,6.8676,62.0,1.3823,2.0626,120.26,4.7362,4.9085,75.08,67470.0,681.0,10.3463,18.55,1522.5,2025.5,29590.81,80.077,37.44,5.3,642.0,311.5,2.573,2.4044,63.6
2007-07-25,6.885,63.0,1.3722,2.0537,120.5,4.7274,4.8983,76.32,66460.0,674.9,10.3805,18.1,1524.75,2026.5,29105.27,80.652,37.571,5.35,634.0,311.5,2.5838,2.4148,64.3
