Date,USDCLP Curncy,CHN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USDMXN Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,CHNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,IPSA Index,IBOV Index,DXY Curncy,CHILE CDS USD SR 5Y D14 Corp,BRAZIL CDS USD SR 5Y D14 Corp,MEX CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2014-11-25,598.87,0.33,1.2474,1.5708,117.97,13.6742,0.5197,2.257,78.33,47990.0,1200.98,3.7,12.25,2067.5,4292.5,3975.86,55560.81,87.92,73.5,159.5,86.0,8.2875,551.5,374.25,1.8169,1.8547,16.4
2014-11-26,599.08,0.35,1.2506,1.5792,117.73,13.7242,0.5157,2.2447,77.75,47630.0,1197.87,3.77,12.07,2072.25,4317.75,3962.08,55098.47,87.607,71.0,153.0,82.5,8.23,562.0,378.25,1.8018,1.8412,6.2
2014-11-27,601.04,0.37,1.2467,1.5736,117.71,13.7661,0.5157,2.2447,72.58,47470.0,1192.67,3.52,,,,3981.07,54721.32,87.607,73.0,153.0,83.0,7.9775,,,1.8018,1.8412,6.1
2014-11-28,608.25,0.36,1.2452,1.5645,118.63,13.9293,0.4685,2.164,70.15,46990.0,1167.38,3.68,13.33,2066.25,4338.25,3991.78,54724.0,88.356,72.25,155.0,83.256,8.22,577.25,375.75,1.7783,1.8,6.1
2014-12-01,613.74,0.4,1.247,1.573,118.4,13.993,0.4961,2.235,72.54,45350.0,1212.1,2.74,14.29,2050.75,4286.5,3958.49,52276.58,87.946,77.0,162.5,87.0,8.4075,606.75,375.5,1.7841,1.8068,7.8
2014-12-02,614.0,0.39,1.2383,1.5637,119.21,14.1037,0.5355,2.2923,70.54,46290.0,1198.28,3.86,12.85,2066.0,4305.5,3948.93,51612.47,88.647,78.0,164.0,88.0,8.8525,605.25,367.75,1.7741,1.7871,7.9
2014-12-03,610.3,0.36,1.2311,1.5686,119.79,14.1007,0.5554,2.2799,69.92,46240.0,1209.43,2.99,12.47,2072.5,4310.5,3948.27,52320.48,88.956,74.0,161.5,87.5,8.965,597.0,368.75,1.7687,1.7947,12.2
2014-12-04,608.52,0.37,1.2379,1.5673,119.78,14.1563,0.5396,2.2341,69.64,46470.0,1205.27,4.33,12.38,2072.0,4313.5,3941.88,51426.87,88.704,74.5,158.5,84.5,7.64,599.75,376.0,1.7581,1.775,12.1
2014-12-05,611.88,0.29,1.2283,1.558,121.46,14.3591,0.6433,2.3065,69.07,46800.0,1192.35,3.69,11.82,2076.0,4313.25,3968.12,51992.89,89.334,77.0,163.0,87.0,7.55,609.0,381.5,1.7583,1.7603,14.9
2014-12-08,610.5,,1.2317,1.5653,120.69,14.382,0.6275,2.257,66.19,46810.0,1203.51,4.01,14.21,2059.5,4279.0,,50274.07,89.041,83.0,179.0,97.0,7.73,610.0,377.5,1.7264,1.7187,15.9
2014-12-09,613.8,0.38,1.2374,1.5668,119.69,14.4221,0.6117,2.2129,66.84,46460.0,1231.06,3.6,14.89,2057.5,4290.75,3911.27,50193.47,88.69,85.0,181.5,100.0,8.0475,600.5,383.0,1.7297,1.7427,17.9
2014-12-10,615.8,0.35,1.2448,1.5715,117.82,14.5599,0.5679,2.1638,64.24,46960.0,1226.31,3.47,18.53,2026.5,4227.0,3859.57,49548.08,88.271,85.0,184.5,105.0,8.22,593.25,382.5,1.7048,1.7084,18.1
2014-12-11,615.88,0.42,1.2411,1.5732,118.65,14.7772,0.6,2.162,63.68,46940.0,1227.72,4.26,20.08,2031.0,4236.5,3825.33,49861.81,88.663,85.0,189.0,104.0,8.51,610.25,390.0,1.7036,1.6992,24.8
2014-12-12,618.78,0.35,1.2462,1.5716,118.75,14.7624,0.5401,2.0817,61.85,47100.0,1222.59,2.95,21.08,1997.25,4189.5,3802.57,48001.98,88.363,94.5,217.5,112.0,8.39,627.5,396.25,1.657,1.6253,29.6
2014-12-15,619.08,0.38,1.2437,1.5638,117.82,14.7611,0.5764,2.1182,61.06,47620.0,1193.23,2.94,20.42,1990.0,4163.75,3752.89,47018.68,88.46,103.5,238.0,123.0,8.4225,619.0,408.5,1.6645,1.621,34.4
2014-12-16,620.29,0.39,1.2511,1.575,116.41,14.7525,0.5523,2.0591,59.86,46420.0,1197.01,3.72,23.57,1971.5,4086.5,3751.51,47007.51,88.125,110.0,255.0,137.5,8.4075,623.25,406.0,1.6777,1.6465,31.4
2014-12-17,617.32,0.39,1.2342,1.5575,118.65,14.5627,0.617,2.1356,61.18,46080.0,1189.71,2.92,19.44,2014.25,4162.75,3779.19,48713.64,89.133,80.0,195.0,93.0,8.5225,648.5,408.25,1.6889,1.6488,31.2
2014-12-18,614.68,0.42,1.2286,1.567,118.84,14.5787,0.6313,2.2075,59.27,46070.0,1198.57,3.07,16.81,2065.0,4265.0,3808.54,48495.7,89.235,82.0,198.0,92.0,8.8875,655.25,411.0,1.672,1.6496,31.6
2014-12-19,611.3,0.38,1.2229,1.5626,119.5,14.5977,0.638,2.1618,61.38,46140.0,1195.74,3.59,16.49,2061.01,4258.2,3810.23,49650.98,89.598,87.0,197.0,94.5,8.235,632.25,410.5,1.6869,1.6881,31.5
2014-12-22,609.68,0.33,1.223,1.559,120.05,14.6615,0.6586,2.1583,60.11,46600.0,1176.44,2.83,15.25,2072.5,4291.75,3798.47,50120.86,89.77,86.0,180.0,95.0,9.35,625.75,411.75,1.6994,1.7045,32.7
2014-12-23,609.06,0.45,1.2172,1.5522,120.69,14.7594,0.7393,2.2614,61.69,46480.0,1176.57,4.23,14.8,2079.0,4278.0,3820.58,50889.81,90.064,86.0,185.0,96.0,9.46,635.5,414.0,1.7084,1.7079,36.9
2014-12-24,609.33,0.5,1.2196,1.5558,120.51,14.7198,0.7393,2.2632,60.24,46400.0,1173.8,3.09,14.37,2078.75,4282.5,3812.14,,89.967,89.0,188.0,98.0,9.3475,611.5,407.75,1.6899,1.6862,38.5
2014-12-25,609.3,0.35,1.2225,1.5559,120.1,14.732,0.7393,2.2632,,46410.0,1173.8,3.13,,,,,,89.835,85.639,184.084,95.426,9.335,,,1.6899,1.6862,
2014-12-26,607.95,0.4,1.2183,1.5558,120.31,14.7158,0.7393,2.2499,59.45,46390.0,1196.0,3.48,14.5,2084.25,4310.25,3818.49,50144.63,90.03,87.0,186.0,96.0,9.335,610.75,414.75,1.6934,1.6799,38.6
2014-12-29,607.06,0.39,1.2152,1.5517,120.67,14.7679,0.7078,2.2021,57.88,46110.0,1183.29,4.35,15.06,2085.75,4311.0,3854.41,50593.82,90.19,90.0,190.0,100.0,9.4825,615.5,412.75,1.6663,1.6493,40.0
2014-12-30,606.09,0.35,1.2156,1.5562,119.48,14.7365,0.6841,2.1871,57.9,46190.0,1200.55,4.47,15.92,2076.75,4282.75,3850.96,50007.41,89.991,91.0,197.0,101.0,9.8575,602.0,406.5,1.6471,1.6378,38.4
2014-12-31,606.45,0.43,1.2098,1.5577,119.78,14.7515,0.6645,2.1712,57.33,46560.0,1184.37,4.08,19.2,2052.5,4232.75,,,90.269,93.0,203.0,103.0,9.545,589.75,397.0,1.6533,1.6801,34.7
2015-01-01,606.6,,1.2104,1.5586,119.74,14.7467,0.6645,2.1712,,,1181.98,3.78,,,,,,90.276,94.062,200.948,103.457,9.5725,,,1.6542,1.6929,
2015-01-02,613.41,0.35,1.2002,1.5328,120.5,14.8384,0.6647,2.1105,56.42,,1188.39,3.74,17.79,2046.25,4214.25,3851.23,48512.22,91.08,97.0,210.0,108.5,9.5975,581.25,395.75,1.6675,1.7087,28.3
2015-01-05,617.0,0.41,1.1933,1.525,119.64,14.9453,0.6568,2.032,53.11,46100.0,1204.86,3.61,19.92,2016.0,4161.75,3797.99,47516.82,91.378,112.0,224.5,120.5,9.805,589.0,406.0,1.6204,1.6412,27.6
2015-01-06,616.63,0.4,1.189,1.5151,118.39,14.8948,0.625,1.9402,51.1,45560.0,1218.58,3.55,21.12,1994.5,4102.25,3776.64,48000.92,91.499,106.0,220.5,108.0,9.74,591.75,405.0,1.5635,1.554,22.8
2015-01-07,615.2,0.34,1.1839,1.511,119.26,14.715,0.6091,1.9677,51.15,45530.0,1211.41,3.0,19.31,2019.5,4151.5,3776.65,49462.91,91.89,100.5,211.5,111.5,10.21,579.5,396.25,1.5692,1.5832,29.3
2015-01-08,612.76,0.37,1.1793,1.509,119.66,14.6667,0.6051,2.0179,50.96,45580.0,1208.79,3.49,17.01,2055.0,4232.25,3785.57,49943.3,92.368,95.0,204.5,103.5,10.0325,567.0,394.25,1.5905,1.6205,28.5
2015-01-09,614.75,0.27,1.1842,1.516,118.5,14.603,0.561,1.9449,50.11,45360.0,1223.25,3.03,17.55,2035.25,4200.75,3783.06,48840.25,91.935,98.0,205.5,106.0,9.4975,563.75,400.25,1.5641,1.6125,30.7
2015-01-12,615.4,0.25,1.1834,1.5171,118.35,14.6537,0.5449,1.907,47.43,44980.0,1233.31,3.85,19.6,2022.5,4166.5,3779.32,48139.74,91.983,100.0,208.5,110.0,9.63,555.5,402.0,1.5265,1.5641,30.8
2015-01-13,618.92,0.32,1.1773,1.516,117.93,14.6136,0.5388,1.9,46.59,44290.0,1230.64,3.62,20.56,2016.0,4158.5,3786.57,48041.67,92.31,98.0,203.0,111.0,9.92,548.0,385.75,1.4982,1.5332,31.0
2015-01-14,626.15,0.36,1.1789,1.5234,117.33,14.4886,0.5006,1.8553,48.69,42540.0,1228.72,3.12,21.48,2007.5,4145.5,3749.1,47645.87,92.161,109.5,205.5,112.5,10.13,537.75,381.0,1.5225,1.5686,19.0
2015-01-15,625.8,0.43,1.1633,1.5183,116.17,14.6663,0.4122,1.7149,47.67,40870.0,1262.75,3.67,22.39,1989.0,4089.0,3729.4,48026.31,92.352,107.0,204.0,110.0,12.8075,532.75,380.0,1.5308,1.5672,11.7
2015-01-16,628.1,0.28,1.1567,1.515,117.51,14.5582,0.4835,1.8368,50.17,41270.0,1280.45,3.15,20.95,2013.0,4134.0,3729.91,49016.52,92.52,107.0,207.5,113.0,13.135,532.75,387.0,1.5529,1.5982,7.2
2015-01-19,628.1,0.32,1.1606,1.5113,117.56,14.6217,0.4835,1.8368,48.84,41760.0,1275.65,3.22,,,,3733.46,47758.01,92.52,106.0,206.0,112.0,12.245,,,1.5529,1.5982,6.4
2015-01-20,628.84,0.38,1.155,1.5145,118.82,14.6609,0.4914,1.788,47.99,41560.0,1295.32,3.41,19.89,2016.75,4167.0,3748.76,47876.66,93.046,108.0,204.0,114.0,12.49,537.0,390.25,1.5562,1.5966,4.8
2015-01-21,628.04,0.38,1.161,1.5142,117.97,14.7544,0.5074,1.8717,49.03,41530.0,1293.09,3.55,18.85,2026.5,4182.75,3806.04,49224.08,92.904,111.0,201.5,117.5,12.72,536.75,388.0,1.5505,1.6169,5.5
2015-01-22,624.3,0.41,1.1366,1.501,118.49,14.6318,0.5174,1.8631,48.52,41820.0,1302.25,3.64,16.4,2056.5,4264.75,3865.59,49442.62,94.077,108.0,198.5,116.5,11.63,533.75,383.75,1.5867,1.6423,4.0
2015-01-23,625.6,0.3,1.1204,1.4989,117.77,14.6572,0.4864,1.7968,48.79,41350.0,1294.08,3.46,16.66,2044.0,4267.0,3859.89,48775.3,94.762,105.0,196.0,112.5,12.8,530.0,386.75,1.5835,1.5984,-1.5
2015-01-26,624.1,0.44,1.1238,1.5078,118.46,14.5768,0.5107,1.8241,48.16,40030.0,1281.4,2.85,15.52,2053.5,4269.25,3837.62,48576.55,94.802,104.0,196.5,111.5,12.6,520.5,384.0,1.5911,1.611,-3.7
2015-01-27,623.15,0.38,1.1381,1.5197,117.87,14.6181,0.5105,1.8231,49.6,40660.0,1292.34,3.53,17.22,2030.0,4177.5,3852.71,48591.23,94.022,107.0,203.0,115.0,12.505,519.0,381.25,1.6099,1.6472,-3.7
2015-01-28,623.91,0.39,1.1287,1.5139,117.54,14.7542,0.4654,1.7207,48.47,40170.0,1284.49,2.75,20.44,1991.5,4124.25,3845.37,47694.54,94.467,108.0,208.5,115.5,12.1525,505.25,373.25,1.585,1.5995,-4.0
2015-01-29,627.6,0.4,1.132,1.5067,118.29,14.795,0.5158,1.7512,49.13,40030.0,1257.27,3.65,18.76,2018.5,4185.75,3839.79,47762.24,94.782,107.0,215.5,117.5,11.67,507.75,371.5,1.616,1.631,1.1
2015-01-30,634.76,0.3,1.1291,1.506,117.49,14.977,0.4488,1.6407,52.99,39730.0,1283.79,2.98,20.97,1988.5,4141.25,3836.73,46907.68,94.804,113.0,236.0,123.0,11.6875,502.75,370.0,1.6121,1.6448,-4.0
2015-02-02,630.4,0.44,1.1341,1.5039,117.57,14.8676,0.4586,1.6642,54.75,40410.0,1274.41,3.19,19.43,2017.0,4185.5,3861.55,47650.73,94.504,105.5,233.5,116.5,11.4025,492.75,369.75,1.6348,1.6446,-8.5
2015-02-03,627.89,0.4,1.1481,1.5166,117.57,14.653,0.5079,1.7915,57.91,40800.0,1260.52,1.88,17.33,2042.0,4216.25,3915.34,48963.66,93.6,103.0,226.5,113.0,11.04,513.75,385.75,1.6468,1.7018,-13.0
2015-02-04,626.78,0.46,1.1345,1.5182,117.28,14.8932,0.4842,1.7513,54.16,41580.0,1269.35,4.18,18.33,2030.0,4204.0,3917.29,49301.05,93.986,99.0,222.5,111.5,11.3825,511.0,383.5,1.6552,1.6987,-13.0
2015-02-05,624.1,0.45,1.1477,1.5328,117.53,14.7879,0.5198,1.8204,56.57,41300.0,1264.82,3.67,16.85,2055.0,4247.5,3931.16,49233.85,93.569,98.0,224.0,112.5,12.08,525.75,385.25,1.6516,1.6876,-27.2
2015-02-06,626.9,0.36,1.1316,1.5243,119.12,14.8484,0.6435,1.9567,57.8,41670.0,1234.04,4.55,17.29,2053.0,4227.5,3951.17,48792.27,94.698,94.0,231.0,108.5,12.1275,527.0,385.75,1.6784,1.7175,-25.3
2015-02-09,623.83,0.44,1.1325,1.5215,118.64,14.8345,0.6517,1.9775,58.34,41310.0,1239.03,4.08,18.55,2042.5,4214.25,3923.71,49382.58,94.449,93.0,229.5,107.5,12.62,529.75,391.25,1.6802,1.7088,-26.1
2015-02-10,625.46,0.37,1.1321,1.5254,119.43,14.9552,0.6499,1.9967,56.43,41300.0,1233.55,4.35,17.23,2062.25,4276.0,3905.48,48510.28,94.758,96.0,247.5,112.5,12.495,521.75,388.0,1.679,1.7028,-28.8
2015-02-11,630.43,0.34,1.1336,1.5238,120.46,15.0727,0.6642,2.0176,54.66,41180.0,1218.83,3.33,16.96,2065.75,4296.5,3920.45,48239.67,94.985,100.0,253.5,116.5,12.245,525.75,385.75,1.6674,1.6884,-29.6
2015-02-12,622.71,0.34,1.1403,1.5384,119.11,14.9166,0.6242,1.9844,57.05,41140.0,1221.98,3.21,15.34,2084.0,4344.75,3963.81,49532.72,94.094,96.0,245.5,110.5,11.7175,521.25,383.0,1.625,1.6624,-36.9
2015-02-13,618.59,0.4,1.1394,1.5395,118.75,14.8852,0.6411,2.0504,61.52,41880.0,1229.76,3.74,14.69,2093.5,4377.0,3983.27,50635.92,94.201,92.0,236.5,106.5,10.925,533.0,387.25,1.6667,1.6952,-37.2
2015-02-16,621.52,0.36,1.1355,1.5363,118.48,14.9251,0.6411,2.0504,61.4,41970.0,1232.55,1.86,,,,3994.03,,94.201,91.0,238.5,107.0,10.6075,,,1.6675,1.6928,-39.9
2015-02-17,620.31,0.43,1.1411,1.5354,119.25,14.9138,0.6615,2.1379,62.53,42150.0,1209.89,4.04,15.8,2096.0,4381.75,3983.54,,94.061,93.0,237.0,108.0,10.975,534.75,389.5,1.71,1.7211,-45.4
2015-02-18,621.79,0.34,1.1397,1.5436,118.79,14.8631,0.597,2.08,60.53,,1212.42,1.86,15.45,2095.5,4386.0,3990.16,51280.36,94.198,92.0,230.5,107.5,10.78,527.75,383.75,1.7137,1.7196,-48.4
2015-02-19,617.75,0.35,1.1368,1.5414,118.95,15.0019,0.6174,2.1142,60.21,,1206.84,4.39,15.29,2095.25,4413.25,3996.13,51294.03,94.404,95.0,236.0,109.0,11.09,527.75,389.75,1.7468,1.7529,-48.3
2015-02-20,616.01,0.3,1.1381,1.5399,119.03,15.0313,0.6321,2.1117,60.22,,1201.94,3.28,14.3,2107.0,4438.0,3994.14,51237.7,94.253,99.0,244.5,113.5,11.295,510.25,385.25,1.7551,1.7572,-47.4
2015-02-23,622.82,0.38,1.1335,1.5457,118.81,15.0896,0.6017,2.0574,58.9,,1201.83,3.14,14.56,2106.75,4444.5,4024.08,51280.64,94.569,98.0,242.5,112.5,10.335,505.75,378.75,1.7348,1.734,-45.6
2015-02-24,620.52,0.43,1.134,1.5454,118.97,14.9147,0.5529,1.98,58.66,,1200.53,2.37,13.69,2113.75,4450.25,3987.49,51874.17,94.493,92.0,234.5,105.5,9.675,505.75,377.5,1.7372,1.7281,-47.8
2015-02-25,618.79,0.36,1.1361,1.5528,118.86,14.93,0.6026,1.9688,61.63,42150.0,1205.0,2.79,13.84,2110.25,4436.75,3986.05,51811.02,94.213,92.0,240.5,103.0,8.43,497.75,375.75,1.7297,1.7352,-47.1
2015-02-26,617.89,0.3,1.1198,1.5407,119.41,14.9972,0.6461,2.0295,60.05,42440.0,1209.49,4.62,13.91,2110.0,4461.75,3988.89,51760.54,95.292,89.0,249.0,102.0,9.12,503.25,380.0,1.7664,1.8068,-41.8
2015-02-27,617.65,0.35,1.1196,1.5438,119.63,14.9499,0.6184,1.993,62.58,42840.0,1213.18,2.8,13.34,2102.75,4442.5,3983.72,51583.09,95.293,88.0,242.5,102.5,9.285,517.5,384.5,1.7964,1.8336,-46.7
2015-03-02,617.2,0.35,1.1184,1.5366,120.13,15.0152,0.6621,2.082,59.54,43070.0,1206.83,2.83,13.04,2114.0,4477.0,3940.95,51020.81,95.462,85.0,237.5,100.5,9.5275,508.0,378.75,1.7907,1.8325,-49.2
2015-03-03,617.35,0.34,1.1176,1.5361,119.73,14.9965,0.6782,2.1189,61.02,42780.0,1203.74,3.55,13.86,2104.75,4456.5,3966.17,51304.1,95.383,84.0,233.0,100.5,9.475,508.75,382.0,1.8436,1.8738,-49.4
2015-03-04,619.6,0.33,1.1078,1.5265,119.68,15.0551,0.6546,2.1172,60.55,42610.0,1200.34,2.31,14.23,2096.5,4444.25,3963.0,50468.05,95.965,87.0,248.5,106.5,10.17,493.5,381.5,1.8501,1.8793,-49.6
2015-03-05,620.9,0.4,1.103,1.524,120.13,15.1948,0.6389,2.1154,60.48,42560.0,1198.4,3.86,14.04,2099.75,4449.5,3952.89,50365.2,96.378,88.0,250.0,107.5,9.77,481.25,382.75,1.8446,1.8495,-55.0
2015-03-06,627.6,0.31,1.0844,1.5037,120.83,15.4986,0.7234,2.2414,59.73,42410.0,1167.29,2.33,15.2,2070.75,4405.0,3933.54,49981.19,97.615,94.0,258.0,117.0,9.9475,485.75,379.25,1.8388,1.8328,-47.5
2015-03-09,627.9,0.39,1.0852,1.5128,121.15,15.4761,0.6917,2.1907,58.53,42050.0,1167.21,3.61,15.06,2077.75,4413.5,3890.58,49181.01,97.588,96.0,273.0,126.5,10.055,494.25,383.25,1.7885,1.7632,-49.0
2015-03-10,635.28,0.41,1.0698,1.507,121.13,15.624,0.6799,2.1297,56.39,42520.0,1161.84,3.94,16.69,2042.0,4331.25,3871.16,48293.4,98.618,103.0,287.0,134.5,11.4275,496.5,382.25,1.7511,1.7386,-50.1
2015-03-11,638.0,0.35,1.0547,1.493,121.45,15.4964,0.6802,2.1086,57.54,42210.0,1155.31,3.01,16.87,2039.5,4307.5,3867.46,48905.58,99.795,99.0,285.5,130.5,12.93,503.0,384.0,1.7389,1.7283,-50.5
2015-03-12,632.8,0.31,1.0635,1.4883,121.29,15.3905,0.6644,2.1156,57.08,42090.0,1153.73,4.05,15.42,2064.0,4330.75,3873.52,48880.4,99.435,94.0,284.0,129.0,12.27,513.25,382.25,1.7245,1.7105,-55.6
2015-03-13,639.22,0.42,1.0496,1.4744,121.4,15.4877,0.657,2.114,54.67,42640.0,1158.48,3.58,16.0,2049.75,4308.75,3826.46,48595.81,100.33,101.0,311.0,138.5,13.125,508.75,374.0,1.701,1.6956,-60.1
2015-03-16,640.05,0.33,1.0568,1.4829,121.34,15.4184,0.6491,2.0717,53.44,42460.0,1154.81,3.77,15.61,2076.5,4359.5,3830.71,48848.21,99.604,100.0,300.0,134.5,12.8575,514.0,379.0,1.6856,1.6558,-63.8
2015-03-17,642.29,0.37,1.0597,1.4749,121.37,15.3757,0.6716,2.0507,53.51,42540.0,1149.57,2.93,15.66,2074.5,4377.75,3849.72,50285.12,99.585,100.0,319.0,136.5,12.685,503.5,371.0,1.6822,1.653,-72.0
2015-03-18,642.53,0.41,1.0864,1.4978,120.11,15.095,0.5525,1.9199,55.91,42130.0,1167.61,-0.34,13.97,2100.5,4427.25,3865.4,51526.19,98.55,97.5,314.5,136.5,12.17,510.75,374.75,1.7428,1.7242,-71.9
2015-03-19,640.08,0.45,1.066,1.4753,120.78,15.2766,0.6092,1.9685,54.43,41680.0,1171.18,2.83,14.07,2090.5,4429.5,3863.2,50953.53,99.26,93.5,308.0,130.0,12.5,512.0,373.5,1.7695,1.7932,-72.1
2015-03-20,633.0,0.29,1.0821,1.4949,120.04,15.0562,0.5812,1.9303,55.32,42180.0,1182.54,3.22,13.02,2099.02,4467.13,3885.25,51966.58,97.909,94.0,292.5,130.0,12.19,530.0,385.0,1.7564,1.7662,-72.1
2015-03-23,624.34,0.36,1.0946,1.4952,119.73,14.9288,0.5691,1.912,55.92,43440.0,1189.54,3.41,13.41,2094.75,4436.75,3878.24,51908.46,97.033,90.0,286.5,127.0,12.9875,534.0,390.25,1.7554,1.7487,-73.3
2015-03-24,622.11,0.32,1.0924,1.4851,119.76,14.943,0.557,1.8731,55.11,43920.0,1193.28,3.39,13.62,2085.0,4429.0,3895.62,51506.07,97.193,87.5,280.5,125.5,12.2725,523.5,393.25,1.7684,1.7721,-57.8
2015-03-25,619.89,0.3,1.097,1.488,119.49,14.9868,0.6023,1.925,56.48,43660.0,1195.47,3.36,15.44,2053.75,4323.5,3897.3,51858.3,96.979,85.5,282.5,125.0,11.5125,519.0,395.0,1.7926,1.8029,-61.9
2015-03-26,621.88,0.32,1.0884,1.4849,119.19,15.143,0.6102,1.9894,59.19,43910.0,1204.81,3.9,15.8,2048.5,4310.75,3872.02,50579.85,97.436,85.5,290.5,127.0,11.86,499.25,391.25,1.7944,1.8087,-60.0
2015-03-27,623.06,0.37,1.0889,1.4879,119.13,15.2373,0.5944,1.9615,56.41,43820.0,1198.55,3.44,15.07,2052.5,4325.75,3884.33,50094.66,97.291,85.5,290.5,127.0,12.065,507.75,391.0,1.7554,1.7767,-62.9
2015-03-30,626.97,0.37,1.0833,1.481,120.07,15.2636,0.5787,1.9475,56.29,43740.0,1186.07,3.35,14.51,2075.5,4372.5,3912.63,51243.45,97.975,82.5,289.5,125.0,12.845,530.25,394.5,1.7287,1.7463,-60.8
2015-03-31,625.29,0.38,1.0731,1.4818,120.13,15.2635,0.5551,1.9231,55.11,43760.0,1183.57,2.5,15.29,2060.75,4329.5,3916.92,51150.16,98.357,83.0,281.0,125.5,12.8175,511.75,376.25,1.7358,1.7773,-58.6
2015-04-01,617.73,0.35,1.0763,1.4823,119.76,15.1523,0.5355,1.8573,57.1,43440.0,1203.98,3.1,15.11,2053.0,4313.0,3939.17,52321.76,98.185,81.5,272.0,123.5,12.245,528.5,381.75,1.7438,1.8058,-62.5
2015-04-02,615.6,0.36,1.088,1.4829,119.72,15.0066,0.5396,1.9117,54.95,43450.0,1202.61,2.4,14.67,2059.5,4307.25,3965.71,53123.02,97.436,80.0,262.5,121.0,12.185,536.25,386.5,1.7589,1.8148,-47.3
2015-04-03,615.3,,1.0969,1.492,118.97,14.8272,0.4762,1.8389,,43450.0,1206.91,2.59,,2059.5,4307.25,,,96.545,81.45,264.577,121.156,11.195,,,1.7728,1.8368,-57.7
2015-04-06,611.6,0.25,1.0922,1.488,119.54,14.9193,0.496,1.8952,58.12,,1214.84,2.55,14.74,2073.25,4342.25,3979.92,53737.26,96.777,75.5,253.5,113.5,10.915,527.75,385.0,1.7841,1.8464,-56.5
2015-04-07,609.7,0.34,1.0814,1.4808,120.28,14.9329,0.5159,1.8848,59.1,43550.0,1209.22,4.33,14.78,2067.75,4334.0,3981.33,53729.16,97.83,79.5,253.5,115.0,11.255,526.0,383.0,1.7981,1.8598,-55.7
2015-04-08,612.25,0.31,1.0781,1.4866,120.13,14.9073,0.5318,1.9047,55.55,43570.0,1202.57,2.99,13.98,2076.0,4374.75,3992.1,53661.11,97.94,79.5,241.5,113.5,10.685,526.25,379.25,1.7817,1.8389,-55.0
2015-04-09,616.1,0.41,1.0659,1.4713,120.58,15.089,0.5478,1.9596,56.57,43350.0,1194.81,3.57,13.09,2085.75,4399.25,4014.21,53802.66,99.155,82.5,237.5,116.0,11.095,518.75,378.0,1.7985,1.8361,-53.5
2015-04-10,620.23,0.26,1.0604,1.4632,120.22,15.2263,0.556,1.9473,57.87,43530.0,1207.59,2.87,12.58,2095.5,4414.75,4035.72,54214.11,99.338,85.5,245.5,123.0,11.58,526.5,377.0,1.7912,1.8227,-52.2
2015-04-13,616.47,0.38,1.0567,1.4676,120.13,15.3827,0.528,1.9272,57.93,43690.0,1198.88,3.22,13.94,2086.5,4403.25,4039.58,54239.77,99.49,86.0,253.0,122.5,12.1,502.25,370.5,1.78,1.8122,-45.6
2015-04-14,614.72,0.35,1.0655,1.4782,119.4,15.2635,0.512,1.8985,58.43,43380.0,1192.78,3.03,13.67,2091.0,4397.75,4018.82,53981.92,98.733,83.5,236.5,118.5,11.78,497.0,373.5,1.7685,1.8087,-48.0
2015-04-15,616.8,0.34,1.0684,1.4842,119.14,15.2744,0.496,1.888,60.32,43080.0,1202.58,1.24,12.84,2099.75,4421.75,4032.0,54918.74,98.319,81.5,234.5,116.5,11.69,490.75,376.0,1.7879,1.8401,-49.0
2015-04-16,611.91,0.35,1.0761,1.4934,119.02,15.1724,0.4839,1.8897,63.98,43350.0,1198.55,2.51,12.6,2100.75,4415.25,4068.99,54674.21,97.415,83.5,239.5,118.5,12.06,494.5,376.25,1.7986,1.8526,-56.7
2015-04-17,612.79,0.25,1.0806,1.4962,118.9,15.3356,0.5081,1.8653,63.45,43810.0,1204.22,1.96,13.89,2075.5,4349.0,4018.06,53954.79,97.52,83.5,244.0,120.5,11.97,494.5,379.75,1.8327,1.893,-54.2
2015-04-20,615.81,0.31,1.0738,1.4907,119.18,15.4553,0.5202,1.8896,63.45,43920.0,1195.89,3.74,13.3,2091.0,4407.5,4020.59,53761.27,97.941,82.5,243.5,120.5,12.39,498.75,378.0,1.8344,1.8943,-54.3
2015-04-21,615.8,0.32,1.0736,1.4926,119.67,15.4375,0.5162,1.9087,62.08,43460.0,1202.41,3.89,13.25,2091.0,4428.5,4036.12,,98.004,80.5,230.5,116.5,12.505,500.75,373.0,1.8176,1.8719,-53.1
2015-04-22,619.2,0.32,1.0725,1.5037,119.91,15.4438,0.5446,1.9788,62.73,43350.0,1187.13,3.03,12.71,2100.25,4445.25,4036.34,54617.36,97.932,81.5,230.0,118.5,12.385,498.75,372.5,1.8278,1.8806,-51.8
2015-04-23,616.7,0.49,1.0824,1.5057,119.58,15.3538,0.5284,1.9577,64.85,43160.0,1193.97,2.23,12.48,2107.0,4481.5,4055.44,55684.85,97.278,82.5,222.5,112.5,11.9125,497.75,370.75,1.8364,1.8875,-57.2
