Date,USDCLP Curncy,CHN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USDMXN Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,CHNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,IPSA Index,IBOV Index,DXY Curncy,CHILE CDS USD SR 5Y D14 Corp,BRAZIL CDS USD SR 5Y D14 Corp,MEX CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2007-02-01,544.86,0.01,1.3022,1.9668,120.82,10.9713,4.9581,4.8346,56.72,55040.0,657.2,5.25,10.31,1450.75,1803.25,2939.52,44815.01,84.64,17.003,96.129,42.24,6.2,460.25,398.0,2.6056,2.4119,65.6
2007-02-02,547.77,0.01,1.2961,1.966,121.14,10.9632,4.9331,4.8204,58.41,54240.0,647.85,5.26,10.08,1453.0,1807.25,2951.55,44997.83,84.96,17.085,93.119,39.825,5.975,461.25,402.0,2.5953,2.4049,58.5
2007-02-05,547.75,0.01,1.2929,1.9603,120.34,10.9228,4.9163,4.8021,58.1,52360.0,648.45,5.26,10.55,1453.75,1805.5,2944.47,45286.17,85.08,17.167,93.125,39.5,5.75,458.5,402.0,2.5875,2.399,61.3
2007-02-06,548.85,0.01,1.2985,1.9711,120.1,10.9223,4.8912,4.7655,58.42,52570.0,653.3,5.3,10.65,1453.25,1803.5,2953.47,45351.8,84.77,17.003,91.151,39.51,5.85,451.0,396.5,2.5513,2.3695,60.4
2007-02-07,548.6,0.01,1.3012,1.9707,120.68,10.9555,4.866,4.7432,57.23,53540.0,651.45,5.35,10.32,1455.75,1823.0,2991.83,44587.96,84.71,16.635,90.119,39.396,5.85,452.0,392.25,2.5488,2.3596,60.4
2007-02-08,547.25,0.01,1.3042,1.9589,121.03,10.9502,4.8743,4.7319,59.03,52950.0,660.45,5.34,10.44,1454.0,1821.75,2993.37,44891.94,84.69,16.75,92.613,40.338,5.875,457.0,399.75,2.5346,2.3455,60.5
2007-02-09,544.4,0.01,1.3008,1.9491,121.71,10.9954,4.8993,4.7797,59.01,53370.0,666.85,5.36,11.1,1443.0,1792.5,3019.63,44284.4,84.88,16.75,91.629,40.89,6.05,460.25,406.25,2.5517,2.3623,60.7
2007-02-12,546.15,0.01,1.2966,1.9472,121.94,11.0224,4.9246,4.8037,56.6,53830.0,661.1,5.35,11.61,1438.0,1785.5,3011.63,43934.75,85.12,17.167,92.833,41.375,5.9,455.75,404.75,2.5421,2.347,61.7
2007-02-13,543.5,0.01,1.3039,1.9469,121.17,10.9584,4.933,4.8078,57.03,,664.25,5.36,10.34,1449.5,1796.0,3050.21,45197.45,84.69,17.585,90.792,41.355,5.775,459.0,411.0,2.55,2.3581,56.4
2007-02-14,539.85,0.01,1.3131,1.9628,120.8,10.9184,4.8653,4.7359,57.43,,669.13,5.35,10.23,1458.5,1822.75,3085.96,45995.6,84.18,16.625,87.083,39.908,6.1,451.0,408.25,2.5533,2.3523,54.8
2007-02-15,539.7,0.01,1.3141,1.9511,119.27,10.9695,4.8314,4.7061,57.6,,669.75,5.32,10.22,1459.5,1831.0,3094.61,45955.07,84.05,16.625,86.6,39.4,5.95,453.25,407.5,2.5217,2.326,36.7
2007-02-16,540.9,0.01,1.3138,1.9496,119.43,10.997,4.8224,4.6882,58.95,55950.0,669.05,5.36,10.02,1459.0,1827.25,3107.4,45849.03,84.06,16.5,87.2,39.541,5.75,468.0,417.0,2.5277,2.3402,32.4
2007-02-19,538.73,0.04,1.3156,1.9514,119.56,10.9688,4.8222,4.6882,58.14,,670.75,5.34,,,,3081.56,,84.02,,,,5.6,,,2.5276,2.3402,31.8
2007-02-20,539.42,0.01,1.3138,1.9553,120.03,10.9927,4.8136,4.6743,57.98,,657.25,5.36,10.24,1461.75,1838.75,3011.43,,84.18,16.5,86.16,39.916,5.6505,464.5,415.25,2.5186,2.3263,31.6
2007-02-21,539.5,0.01,1.3139,1.954,120.94,10.9888,4.8392,4.6902,59.35,,678.85,5.35,10.2,1460.5,1844.5,2925.51,46090.24,84.22,16.625,86.263,40.334,5.425,476.0,426.25,2.5386,2.3653,34.5
2007-02-22,536.2,0.01,1.3126,1.9564,121.58,11.0003,4.8578,4.7279,60.62,,677.45,5.35,10.18,1459.25,1854.25,2970.34,46452.26,84.34,16.418,84.083,40.03,5.425,489.5,434.5,2.5607,2.3871,34.3
2007-02-23,536.75,0.01,1.3166,1.9634,121.08,11.0373,4.7997,4.6703,60.88,,682.55,5.33,10.58,1453.75,1845.0,2919.84,46015.79,84.05,16.333,85.28,40.575,5.525,484.25,430.25,2.5547,2.3809,34.2
2007-02-26,534.45,0.01,1.3188,1.9636,120.66,11.0788,4.7583,4.6248,61.33,58180.0,686.55,5.36,11.15,1452.5,1837.75,2872.41,46207.4,83.93,16.167,87.5,41.625,5.65,483.0,425.5,2.5542,2.3795,33.9
2007-02-27,539.35,0.01,1.3242,1.9621,117.94,11.1729,4.5847,4.5109,61.36,58760.0,663.35,5.33,18.31,1395.25,1750.5,2729.63,43145.33,83.46,16.333,92.22,43.5,6.0909,470.25,411.0,2.5395,2.3463,36.2
2007-02-28,539.55,0.01,1.3229,1.9639,118.56,11.1619,4.6423,4.5657,61.89,57740.0,669.35,5.29,15.42,1409.0,1765.5,2811.62,43892.31,83.57,16.628,95.958,45.251,6.05,474.5,425.25,2.5571,2.3784,25.5
2007-03-01,540.65,0.01,1.3186,1.9584,117.62,11.1515,4.6089,4.5499,62.11,57690.0,664.45,5.33,15.82,1405.0,1757.75,2828.59,43516.91,83.77,16.795,96.74,45.0,6.0005,468.0,417.25,2.5536,2.375,31.2
2007-03-02,538.73,0.01,1.3192,1.9435,116.8,11.2165,4.5252,4.497,62.08,57340.0,642.45,5.32,18.61,1385.75,1726.25,2832.33,42369.84,83.74,16.835,102.533,46.925,5.95,459.5,411.0,2.537,2.3624,28.2
2007-03-05,539.95,0.0,1.309,1.9205,115.53,11.176,4.5165,4.495,60.54,55630.0,636.6,5.33,19.63,1372.25,1713.75,2802.02,41179.16,84.17,16.833,105.875,48.75,6.35,468.0,417.25,2.5332,2.343,17.0
2007-03-06,538.62,0.0,1.3128,1.9317,116.6,11.1425,4.5743,4.5282,61.39,55890.0,646.5,5.35,15.96,1395.5,1745.0,2854.81,43218.4,84.04,16.835,103.31,48.2,6.05,459.5,412.5,2.5318,2.35,15.5
2007-03-07,537.95,0.01,1.3177,1.933,116.06,11.1606,4.5241,4.4871,62.5,56590.0,649.0,5.3,15.24,1393.25,1737.5,2833.62,42667.18,83.78,16.757,98.5,47.0,5.9,466.5,415.75,2.5116,2.3299,13.6
2007-03-08,537.75,0.01,1.3133,1.9283,117.18,11.1683,4.5571,4.5125,62.33,57850.0,651.8,5.33,14.29,1404.75,1754.5,2870.02,43465.83,84.13,16.625,95.173,46.4,5.875,464.0,412.0,2.5096,2.3344,11.8
2007-03-09,538.56,0.0,1.3116,1.932,118.34,11.143,4.6651,4.5871,61.13,57540.0,650.28,5.31,14.09,1405.0,1747.75,2875.62,44133.42,84.25,16.444,93.146,45.688,5.65,465.5,408.25,2.5148,2.351,14.4
2007-03-12,538.95,0.0,1.3189,1.9325,117.74,11.124,4.6313,4.5516,60.74,57680.0,650.5,5.34,13.99,1407.0,1757.75,2912.25,44249.23,83.88,16.167,94.125,45.125,5.75,460.0,399.75,2.4832,2.3315,4.3
2007-03-13,,0.0,1.3197,1.929,116.28,11.1853,4.5051,4.4907,60.9,58500.0,643.8,5.33,18.13,1379.75,1724.25,2857.47,42749.38,83.71,16.333,97.736,45.375,6.0,456.0,397.0,2.4922,2.3514,-3.9
2007-03-14,539.92,0.0,1.3223,1.9361,117.09,11.1585,4.5551,4.5338,61.06,57800.0,644.7,5.33,17.27,1389.5,1748.25,2849.68,43288.44,83.64,16.25,100.643,46.926,6.2,446.0,389.5,2.516,2.3666,-4.2
2007-03-15,538.98,0.0,1.3238,1.9374,117.57,11.1455,4.58,4.5358,60.98,57500.0,646.6,5.34,16.43,1391.5,1744.5,2900.03,43278.19,83.65,15.876,96.224,44.817,6.075,455.5,397.75,2.5262,2.3685,-2.0
2007-03-16,536.93,0.0,1.3318,1.9424,116.75,11.1848,4.5876,4.5435,60.3,60720.0,653.4,5.35,16.79,1396.12,1747.24,2916.85,42730.04,83.19,16.224,96.229,43.46,6.6,460.75,399.5,2.5385,2.3905,4.8
2007-03-19,535.81,0.0,1.3302,1.9442,117.53,11.1368,4.6212,4.5632,60.52,60710.0,654.2,5.24,14.59,1415.75,1781.25,2958.65,43712.55,83.35,16.167,91.1,41.833,6.55,455.0,398.0,2.5303,2.3944,4.3
2007-03-20,536.06,0.0,1.3318,1.9614,117.29,11.1175,4.604,4.5494,60.2,61220.0,658.8,5.33,13.27,1423.5,1792.25,2956.31,44350.87,83.07,16.224,91.882,41.529,6.3,462.75,405.25,2.5228,2.3947,6.4
2007-03-21,535.65,0.0,1.3386,1.9678,117.55,11.0585,4.5274,4.5356,60.77,60590.0,664.2,5.32,12.19,1445.0,1825.0,2977.13,45630.86,82.77,15.833,90.782,41.502,6.125,465.5,409.75,2.5658,2.4143,5.3
2007-03-22,536.79,0.0,1.3331,1.9648,118.13,11.0162,4.578,4.5829,62.51,60840.0,664.0,5.25,12.93,1445.0,1818.75,2962.61,45424.18,83.09,15.833,86.476,40.835,6.225,467.0,409.5,2.58,2.4248,4.5
2007-03-23,537.97,0.0,1.3283,1.9614,118.12,11.018,4.6028,4.6105,63.18,61530.0,657.4,5.33,12.95,1447.0,1811.5,2954.35,45532.53,83.28,15.833,85.6,40.845,6.0,461.5,403.25,2.5988,2.4298,3.5
2007-03-26,538.53,0.0,1.333,1.9694,118.14,11.0213,4.5769,4.6006,64.41,62130.0,664.1,5.33,13.16,1445.25,1818.25,2945.29,45644.56,83.08,15.5,88.125,42.833,5.9,458.0,391.0,2.6148,2.4533,-6.8
2007-03-27,539.41,0.0,1.3352,1.9657,117.81,11.0565,4.5595,4.5966,64.6,62770.0,664.41,5.22,13.48,1440.5,1810.25,2918.85,45206.53,83.01,15.625,87.055,42.334,5.85,454.0,392.5,2.6159,2.4512,-11.7
2007-03-28,540.21,0.0,1.3313,1.9616,116.86,11.0771,4.5677,4.6204,65.78,61360.0,665.56,5.24,14.98,1429.5,1790.25,2890.46,44484.1,83.03,15.625,88.312,42.625,5.95,456.5,388.5,2.6196,2.461,-14.1
2007-03-29,539.28,0.0,1.3331,1.9619,118.07,11.0278,4.5827,4.6423,67.88,61090.0,661.5,5.34,15.14,1431.5,1788.0,2919.72,45355.13,83.09,15.625,86.5,42.875,5.85,461.0,394.5,2.6159,2.4653,-8.8
2007-03-30,538.97,0.0,1.3354,1.9678,117.83,11.0494,4.5744,4.6443,68.1,62090.0,663.8,5.23,14.64,1431.25,1790.75,2929.0,45804.66,82.93,15.307,83.299,41.258,5.575,438.0,374.5,2.6079,2.4427,4.8
2007-04-02,539.87,0.0,1.3366,1.9778,117.86,11.0211,4.5828,4.6403,68.74,62950.0,664.0,5.3,14.53,1433.25,1790.0,2940.63,45597.48,82.87,15.5,83.375,41.375,5.9,428.0,354.75,2.6064,2.4387,-0.1
2007-04-03,537.46,0.0,1.333,1.9741,118.96,10.9775,4.6161,4.6642,67.81,63510.0,663.95,5.32,13.46,1447.25,1814.75,2967.18,46288.16,83.15,15.5,80.583,40.438,5.8,419.0,346.25,2.5917,2.4148,-1.2
2007-04-04,537.77,0.0,1.3368,1.9762,118.73,10.9975,4.5912,4.6482,68.4,65100.0,674.35,5.2,13.24,1448.5,1819.25,2986.62,46553.93,82.96,15.276,80.12,40.0,5.625,431.25,359.25,2.5977,2.4397,-8.4
2007-04-05,536.53,-0.02,1.3429,1.9708,118.73,10.9945,4.6249,4.6782,68.24,65510.0,674.45,5.2,13.23,1452.75,1828.25,2996.09,46646.57,82.677,14.313,79.167,39.088,5.8,445.0,366.0,2.6239,2.4698,-9.0
2007-04-06,,,1.3379,1.9655,119.26,10.9725,4.7342,4.7485,,66400.0,675.0,5.33,,1452.75,1828.25,,,82.992,14.334,79.0,39.391,5.8,,,2.6409,2.4922,-0.8
2007-04-09,535.14,-0.04,1.3354,1.9626,119.33,10.968,4.7344,4.7425,66.59,68500.0,670.75,5.18,13.14,1454.5,1824.0,3019.61,46854.71,83.098,13.5,76.875,38.625,5.8,447.5,363.5,2.6146,2.4666,-4.5
2007-04-10,534.68,-0.04,1.344,1.9728,119.06,10.999,4.6923,4.7184,67.42,70900.0,677.9,5.33,12.68,1456.0,1829.5,3041.76,47174.07,82.704,14.0,76.713,38.416,5.925,457.75,369.0,2.625,2.4639,-5.4
2007-04-11,532.87,-0.05,1.3431,1.9748,119.39,11.0083,4.7178,4.7304,67.84,69550.0,677.3,5.34,13.49,1448.5,1812.75,3040.78,46939.19,82.671,14.0,77.083,38.37,5.875,456.25,360.75,2.6234,2.4671,-6.9
2007-04-12,531.76,-0.04,1.3482,1.9793,119.16,11.0005,4.7265,4.7345,68.72,70790.0,676.1,5.17,12.71,1455.5,1827.75,3065.63,47346.56,82.369,14.0,78.573,38.459,5.925,458.0,358.75,2.6193,2.4693,-6.9
2007-04-13,531.88,-0.04,1.3527,1.9863,119.27,11.0013,4.7611,4.7608,68.97,69680.0,685.52,5.17,12.2,1461.25,1831.75,3083.89,47926.23,82.129,14.861,76.35,38.75,5.975,478.5,369.0,2.6112,2.4582,-1.6
2007-04-16,530.5,-0.04,1.3535,1.9897,119.74,10.998,4.7359,4.7346,67.25,71440.0,690.21,5.33,11.98,1475.5,1848.25,3094.07,48921.21,82.073,14.333,74.167,37.5,6.0,475.25,364.25,2.6025,2.4445,-10.9
2007-04-17,528.29,-0.04,1.3567,2.0069,118.91,10.984,4.6682,4.6803,65.93,72050.0,686.55,5.33,12.14,1479.0,1852.25,3082.55,48755.48,81.831,14.861,72.317,37.393,6.05,477.5,353.25,2.5712,2.3974,-16.5
2007-04-18,529.2,-0.02,1.3609,2.0087,118.69,10.9933,4.6344,4.6502,66.04,74660.0,690.05,5.36,12.42,1480.25,1848.25,3106.63,48709.84,81.743,14.5,71.763,36.6,6.05,474.5,363.5,2.5625,2.3959,-16.9
2007-04-19,528.85,0.0,1.3613,2.0034,118.48,10.9995,4.6345,4.6642,65.94,73160.0,682.95,5.22,12.54,1480.25,1849.0,3133.87,48762.13,81.644,14.5,69.734,35.2,5.95,496.0,371.25,2.5739,2.4011,-17.7
2007-04-20,527.85,-0.15,1.359,2.0023,118.69,10.9838,4.6434,4.6703,66.49,72030.0,691.95,5.25,12.07,1493.0,1862.5,3150.51,49408.18,81.643,14.5,66.91,35.0,5.7,502.0,360.5,2.5814,2.409,-17.5
2007-04-23,528.52,-0.16,1.3577,2.0009,118.65,10.9739,4.6179,4.6402,68.15,72150.0,689.15,5.15,13.04,1488.25,1863.0,3117.76,49162.09,81.738,14.333,67.875,35.0,5.6,494.0,352.25,2.5711,2.4093,-17.0
2007-04-24,528.8,0.0,1.364,2.0018,118.59,10.984,4.5924,4.6202,67.16,72250.0,683.65,5.25,13.12,1488.5,1870.25,3114.56,49070.86,81.546,14.5,69.575,35.2,5.55,483.5,360.5,2.5637,2.4143,-18.7
2007-04-25,527.71,0.04,1.3638,2.0014,118.75,10.929,4.6267,4.6502,68.57,70330.0,686.25,5.28,13.21,1500.75,1894.0,3141.38,49675.59,81.428,14.5,68.736,35.381,5.775,506.25,371.25,2.5887,2.4408,-19.2
2007-04-26,527.35,-0.1,1.3601,1.9913,119.57,10.9492,4.6655,4.6964,67.65,70650.0,674.75,5.25,12.79,1502.75,1906.0,3146.27,49067.69,81.75,14.5,68.5,34.65,5.525,507.0,364.75,2.5908,2.4442,-18.8
2007-04-27,526.26,-0.13,1.3652,1.9977,119.63,10.9206,4.6489,4.6924,68.41,67980.0,681.55,5.24,12.45,1502.0,1906.75,3149.19,49229.6,81.529,14.533,69.16,33.502,5.525,500.5,364.25,2.5935,2.4474,-26.9
2007-04-30,525.67,,1.3648,1.9995,119.53,10.9658,4.591,4.6222,67.65,68980.0,678.45,5.19,14.22,1488.5,1879.25,3161.22,48956.39,81.447,14.333,70.5,33.5,5.625,485.5,358.0,2.5699,2.4361,-26.8
2007-05-01,525.42,,1.3604,1.9987,119.87,10.936,4.6242,4.6362,67.0,,673.45,,13.51,1492.75,1885.75,,,81.595,14.569,71.333,32.95,5.6754,488.5,367.5,2.574,2.4412,-13.8
2007-05-02,524.84,0.09,1.3592,1.9898,120.16,10.9153,4.6409,4.6422,66.25,,673.15,5.19,13.08,1501.0,1898.75,3167.86,49471.54,81.767,14.333,69.729,32.2,5.6,479.5,372.0,2.5709,2.4366,-12.5
2007-05-03,522.59,0.13,1.3549,1.9867,120.45,10.9151,4.691,4.6723,66.05,,682.35,5.19,13.09,1508.25,1906.5,3194.35,50218.22,81.949,14.498,69.371,32.013,5.6,481.0,379.75,2.57,2.4346,-5.9
2007-05-04,520.31,-0.01,1.3591,1.9922,120.19,10.8809,4.6665,4.6382,65.31,,688.85,5.26,12.91,1514.25,1908.5,3214.18,50597.79,81.741,14.102,69.614,32.025,5.4,482.0,381.25,2.536,2.4006,-7.1
2007-05-07,518.05,-0.01,1.3601,1.9929,120.1,10.8332,4.6666,4.6262,64.44,,688.75,5.28,13.15,1514.25,1906.75,3255.07,50281.73,81.676,14.0,69.667,31.833,5.45,482.0,369.5,2.5093,2.376,-5.9
2007-05-08,520.05,0.04,1.3543,1.9894,120.04,10.8458,4.6668,4.6342,65.54,71730.0,685.65,5.28,13.21,1512.25,1905.5,3212.89,50277.69,81.939,14.168,70.392,31.95,5.325,469.0,353.75,2.5246,2.3913,-5.1
2007-05-09,517.9,-0.01,1.3528,1.9936,120.09,10.7923,4.7258,4.6618,65.2,72050.0,680.55,,12.88,1515.5,1912.25,3253.18,51300.13,82.016,14.003,69.633,32.025,5.375,471.0,357.25,2.5264,2.3938,-4.2
2007-05-10,519.79,-0.35,1.3485,1.9801,119.9,10.8495,4.6755,4.6379,65.79,70540.0,665.65,,13.6,1499.25,1886.5,3232.64,50234.68,82.292,14.003,69.5,31.85,5.3,473.0,345.75,2.528,2.3982,-19.9
2007-05-11,517.98,-0.01,1.3524,1.9814,120.2,10.7981,4.7013,4.6717,66.83,68640.0,670.85,5.42,12.95,1512.25,1910.5,3247.27,50902.38,82.116,13.333,69.933,32.75,5.35,483.0,361.0,2.5198,2.389,-28.3
2007-05-14,519.3,-0.01,1.3546,1.9793,120.35,10.799,4.7269,4.6936,66.83,68030.0,669.75,5.42,13.96,1508.75,1896.25,3219.72,50510.76,82.066,13.333,70.0,32.625,5.325,489.0,358.0,2.519,2.3878,-21.7
2007-05-15,518.05,-0.01,1.3591,1.9859,120.28,10.8076,4.7272,4.7016,68.11,65340.0,672.05,5.4,14.01,1508.5,1883.5,3175.09,50518.21,81.755,13.986,69.367,32.75,5.325,502.0,371.5,2.4923,2.3486,-19.8
2007-05-16,517.65,-0.01,1.3515,1.9769,120.83,10.7829,4.7274,4.7096,68.01,65810.0,662.15,5.41,13.5,1518.0,1901.25,3188.64,51737.56,82.163,13.264,67.083,32.225,5.3,496.75,376.0,2.4976,2.3458,-14.1
2007-05-17,522.0,-0.01,1.3494,1.9747,121.31,10.8123,4.7787,4.7517,70.27,63500.0,657.65,5.42,13.51,1515.25,1890.25,3216.19,51631.47,82.318,12.833,64.52,30.375,5.275,485.5,373.0,2.5083,2.3577,-13.8
2007-05-18,520.88,-0.01,1.3509,1.9747,121.12,10.8005,4.8138,4.8001,69.42,60660.0,661.75,5.42,12.76,1528.0,1905.75,3257.23,52077.68,82.197,12.833,62.917,29.625,5.275,471.25,371.25,2.5228,2.3592,-13.3
2007-05-21,521.15,-0.01,1.3469,1.9715,121.47,10.7693,4.797,4.782,70.49,62600.0,663.25,5.41,13.3,1528.0,1916.25,,52423.45,82.364,13.333,62.25,30.0,5.325,479.5,381.0,2.5305,2.3664,-13.9
2007-05-22,525.14,-0.01,1.3448,1.9746,121.56,10.795,4.8316,4.8245,69.52,63720.0,659.25,5.4,13.06,1525.25,1920.25,3115.4,52208.09,82.386,12.731,61.583,29.34,5.4,471.0,369.5,2.5307,2.3601,-13.8
2007-05-23,523.98,-0.01,1.3459,1.9866,121.66,10.8012,4.832,4.8468,70.6,61990.0,661.85,5.42,13.24,1525.5,1910.25,3162.81,51812.5,82.31,12.731,61.333,29.03,5.4,476.5,368.5,2.5541,2.3696,-13.6
2007-05-24,525.82,-0.01,1.3429,1.9847,121.4,10.8388,4.8324,4.8387,70.72,62710.0,654.65,5.41,14.08,1511.5,1882.0,3153.94,50530.65,82.406,12.731,64.408,28.7,5.1504,491.0,376.5,2.5642,2.3837,-8.8
2007-05-25,523.73,-0.01,1.3442,1.9836,121.79,10.786,4.8513,4.8572,70.69,60950.0,656.0,5.43,13.34,1517.25,1893.0,3210.31,51617.97,82.331,12.665,64.833,29.083,5.05,501.0,376.0,2.5629,2.3839,-8.6
2007-05-28,525.72,-0.01,1.3452,1.9836,121.72,10.7847,4.8517,4.8573,69.71,63380.0,655.55,5.42,,,,3241.23,52119.97,82.332,,,,5.05,,,2.5628,2.384,-6.8
2007-05-29,526.61,0.01,1.3448,1.9811,121.66,10.8138,4.8955,4.8818,68.13,63640.0,656.85,5.43,13.53,1522.5,1906.5,3244.68,51713.18,82.31,12.5,64.2,28.934,5.1,491.0,364.75,2.557,2.3699,-2.5
2007-05-30,527.4,0.01,1.3429,1.9758,121.66,10.7455,4.875,4.8675,67.84,63340.0,653.45,5.41,12.83,1534.0,1922.5,3260.87,52527.65,82.433,13.033,65.133,28.92,5.15,510.75,382.25,2.5599,2.365,-2.1
2007-05-31,525.36,0.01,1.3453,1.9798,121.73,10.7416,4.9081,4.8879,68.04,63890.0,660.5,5.42,13.05,1533.0,1932.25,3279.53,52268.46,82.301,13.366,62.917,28.82,5.075,517.0,390.25,2.5861,2.3893,3.1
2007-06-01,524.56,0.01,1.3449,1.9824,122.1,10.7153,4.9665,4.9516,69.07,64810.0,671.75,5.43,12.78,1539.5,1932.25,3304.57,53422.67,82.322,13.102,61.667,28.167,5.0,520.75,386.75,2.5909,2.4018,6.6
2007-06-04,524.85,0.01,1.349,1.9915,121.78,10.7625,4.9581,4.9271,70.4,64440.0,671.15,5.44,13.29,1540.25,1936.75,3319.41,53242.68,82.058,13.167,63.5,28.5,4.825,520.25,383.75,2.5899,2.3992,6.6
2007-06-05,525.42,0.02,1.3524,1.9934,121.39,10.808,5.0001,4.9908,70.45,65900.0,670.05,5.43,13.63,1533.75,1936.0,3319.84,53162.21,81.89,12.835,64.264,28.375,4.9004,527.25,380.25,2.6067,2.4096,14.5
2007-06-06,527.06,0.02,1.3504,1.9925,121.09,10.8632,4.9498,4.9641,71.02,65890.0,670.75,5.44,14.87,1516.5,1914.0,3290.78,52049.31,81.897,12.835,66.979,29.25,4.95,519.75,374.75,2.6017,2.4014,13.8
2007-06-07,528.54,0.02,1.3433,1.9781,120.98,10.9523,5.0255,5.13,71.22,64590.0,659.15,5.44,17.06,1489.25,1882.5,3227.77,,82.294,12.835,69.3,30.116,4.775,524.5,384.75,2.6456,2.4627,13.8
2007-06-08,529.15,0.02,1.3373,1.9701,121.73,10.9115,4.9836,5.0991,68.6,63490.0,648.85,5.42,14.84,1508.0,1909.0,3288.52,52329.68,82.691,13.0,70.05,30.875,5.075,527.5,382.0,2.6369,2.4238,35.1
2007-06-11,527.24,0.02,1.3357,1.9691,121.73,10.9133,5.009,5.1514,69.56,62130.0,653.65,5.49,14.71,1510.5,1905.5,3315.15,52776.84,82.712,13.0,70.0,30.167,5.075,556.0,396.0,2.6564,2.4558,34.9
2007-06-12,528.41,0.03,1.3302,1.9743,121.7,11.0163,5.0938,5.2928,68.79,62710.0,647.25,5.55,16.67,1493.0,1893.25,3308.77,51797.14,82.891,12.967,71.025,30.465,5.0,565.0,393.5,2.697,2.4903,33.7
2007-06-13,530.18,0.03,1.3311,1.9732,122.72,10.9223,5.0771,5.1979,69.94,61670.0,651.75,5.52,14.73,1515.5,1912.25,3334.77,52993.73,83.035,13.168,72.167,31.001,5.3,589.5,404.5,2.67,2.4722,44.0
2007-06-14,528.72,0.04,1.3312,1.9693,122.92,10.874,5.0858,5.2212,70.96,62120.0,651.95,5.72,13.64,1524.75,1926.25,3371.81,53712.89,83.128,12.833,68.325,30.625,4.9,606.5,409.5,2.6556,2.4729,43.7
2007-06-15,525.61,0.04,1.3388,1.9761,123.44,10.7751,5.0182,5.1627,71.47,62440.0,655.35,5.75,13.94,1535.0,1944.0,3380.13,54518.63,82.851,12.498,64.35,30.025,4.875,606.5,419.0,2.6309,2.4396,43.8
2007-06-18,525.09,0.04,1.3414,1.9834,123.68,10.7813,4.9927,5.1335,72.18,63970.0,656.35,5.76,13.42,1546.0,1967.5,3362.54,54730.44,82.715,12.667,63.5,29.833,4.9,601.0,416.0,2.6269,2.4348,42.9
2007-06-19,523.16,0.04,1.3427,1.9888,123.36,10.7408,4.9331,5.0814,71.84,63420.0,661.45,5.74,12.85,1549.0,1967.0,3409.45,54643.72,82.544,12.835,62.0,30.188,4.8004,581.0,396.0,2.6144,2.4195,42.8
2007-06-20,525.25,0.05,1.3404,1.9931,123.57,10.8434,4.9673,5.1316,70.42,63870.0,654.55,5.74,14.67,1527.0,1947.75,3390.19,54029.24,82.518,13.236,62.95,30.675,4.725,605.0,394.25,2.6152,2.4214,42.7
2007-06-21,525.24,0.05,1.3389,1.9926,123.72,10.8165,4.9673,5.1863,70.22,63940.0,652.04,5.78,14.21,1535.75,1965.75,3431.47,54656.88,82.731,12.835,65.808,31.375,4.65,606.0,385.0,2.6644,2.4461,48.8
2007-06-22,526.73,0.05,1.347,1.9994,123.89,10.8424,4.9074,5.13,71.18,63400.0,654.3,5.76,15.75,1520.5,1948.0,3447.45,54267.1,82.336,13.0,67.75,31.999,4.675,592.25,367.5,2.6674,2.4573,48.8
2007-06-25,527.3,0.05,1.3463,1.9978,123.67,10.848,4.8645,5.08,71.36,62980.0,651.0,5.77,16.65,1513.5,1941.0,3445.44,54041.57,82.325,13.333,69.5,32.333,4.9,589.5,357.75,2.6462,2.4291,47.3
2007-06-26,528.37,0.04,1.3455,1.9989,123.26,10.873,4.8644,5.078,70.17,62280.0,640.9,5.77,18.89,1497.75,1925.5,3418.25,53851.68,82.295,12.934,70.829,32.333,4.9,608.5,356.5,2.6193,2.4022,42.9
2007-06-27,529.37,0.04,1.3453,1.9993,122.84,10.817,4.8915,5.0802,70.53,60450.0,643.65,5.77,15.53,1519.0,1955.5,3427.09,54143.07,82.316,12.934,75.033,33.952,5.0,606.0,343.75,2.6123,2.3947,38.8
2007-06-28,527.5,0.05,1.3449,2.0028,123.18,10.8048,4.9414,5.1033,70.52,61610.0,648.95,5.77,15.54,1517.25,1955.25,3439.49,54146.59,82.333,13.168,72.333,35.083,4.8,609.0,339.5,2.6036,2.399,36.9
2007-06-29,527.13,0.04,1.3541,2.0087,123.17,10.8084,4.8582,5.0244,71.41,63150.0,649.65,5.78,16.23,1515.5,1956.0,3470.18,54392.06,81.92,13.168,75.833,35.599,4.75,582.0,329.5,2.5795,2.3851,40.5
2007-07-02,527.6,0.05,1.3623,2.0171,122.42,10.7578,4.8415,4.9892,72.63,63160.0,657.25,5.78,15.4,1531.0,1972.0,,55371.21,81.395,13.333,72.875,35.667,5.2,569.5,330.5,2.5806,2.3851,44.1
2007-07-03,525.5,0.04,1.3609,2.0158,122.47,10.7745,4.8746,5.0372,72.93,65260.0,653.2,5.78,14.92,1536.25,1985.0,3499.5,55699.69,81.486,13.168,72.367,34.0,5.125,571.5,320.0,2.5769,2.381,43.3
