Date,USDCOP Curncy,CLN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USDMXN Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,CLNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,COLCAP Index,DXY Curncy,COLOM CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,KC1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2007-02-01,2247.5,1.13,1.3022,1.9668,120.82,10.9713,4.9581,4.8346,56.72,55040.0,657.2,8.350001,10.31,1450.75,1803.25,1036.21,84.64,108.625,6.2,460.25,398.0,118.75,2.6056,2.4119,65.6
2007-02-02,2242.75,1.13,1.2961,1.966,121.14,10.9632,4.9331,4.8204,58.41,54240.0,647.85,7.622901,10.08,1453.0,1807.25,1039.85,84.96,107.529,5.975,461.25,402.0,118.35,2.5953,2.4049,58.5
2007-02-05,2231.5,1.13,1.2929,1.9603,120.34,10.9228,4.9163,4.8021,58.1,52360.0,648.45,7.668651,10.55,1453.75,1805.5,1040.27,85.08,106.65,5.75,458.5,402.0,116.6,2.5875,2.399,61.3
2007-02-06,2233.5,1.13,1.2985,1.9711,120.1,10.9223,4.8912,4.7655,58.42,52570.0,653.3,8.065351,10.65,1453.25,1803.5,1037.08,84.77,105.364,5.85,451.0,396.5,116.5,2.5513,2.3695,60.4
2007-02-07,2237.2,1.0,1.3012,1.9707,120.68,10.9555,4.866,4.7432,57.23,53540.0,651.45,8.084802,10.32,1455.75,1823.0,1036.31,84.71,105.95,5.85,452.0,392.25,116.85,2.5488,2.3596,60.4
2007-02-08,2238.19,1.29,1.3042,1.9589,121.03,10.9502,4.8743,4.7319,59.03,52950.0,660.45,7.625951,10.44,1454.0,1821.75,1033.63,84.69,106.738,5.875,457.0,399.75,115.55,2.5346,2.3455,60.5
2007-02-09,2227.83,0.98,1.3008,1.9491,121.71,10.9954,4.8993,4.7797,59.01,53370.0,666.85,7.654651,11.1,1443.0,1792.5,1035.52,84.88,106.876,6.05,460.25,406.25,114.75,2.5517,2.3623,60.7
2007-02-12,2228.2,1.13,1.2966,1.9472,121.94,11.0224,4.9246,4.8037,56.6,53830.0,661.1,7.651201,11.61,1438.0,1785.5,1023.09,85.12,107.112,5.9,455.75,404.75,113.9,2.5421,2.347,61.7
2007-02-13,2221.3,1.38,1.3039,1.9469,121.17,10.9584,4.933,4.8078,57.03,,664.25,7.685551,10.34,1449.5,1796.0,1027.38,84.69,102.3,5.775,459.0,411.0,113.7,2.55,2.3581,56.4
2007-02-14,2219.1,1.38,1.3131,1.9628,120.8,10.9184,4.8653,4.7359,57.43,,669.13,8.041001,10.23,1458.5,1822.75,1036.41,84.18,100.233,6.1,451.0,408.25,114.05,2.5533,2.3523,54.8
2007-02-15,2218.1,1.38,1.3141,1.9511,119.27,10.9695,4.8314,4.7061,57.6,,669.75,7.954001,10.22,1459.5,1831.0,1037.02,84.05,99.733,5.95,453.25,407.5,115.3,2.5217,2.326,36.7
2007-02-16,2222.95,1.38,1.3138,1.9496,119.43,10.997,4.8224,4.6882,58.95,55950.0,669.05,8.026851,10.02,1459.0,1827.25,1031.11,84.06,99.9,5.75,468.0,417.0,113.2,2.5277,2.3402,32.4
2007-02-19,2220.6,1.38,1.3156,1.9514,119.56,10.9688,4.8222,4.6882,58.14,,670.75,8.006801,,,,1026.89,84.02,100.0,5.6,,,,2.5276,2.3402,31.8
2007-02-20,2219.7,1.25,1.3138,1.9553,120.03,10.9927,4.8136,4.6743,57.98,,657.25,8.052051,10.24,1461.75,1838.75,1026.16,84.18,101.722,5.6505,464.5,415.25,113.2,2.5186,2.3263,31.6
2007-02-21,2219.16,1.25,1.3139,1.954,120.94,10.9888,4.8392,4.6902,59.35,,678.85,8.182101,10.2,1460.5,1844.5,1015.66,84.22,102.25,5.425,476.0,426.25,115.15,2.5386,2.3653,34.5
2007-02-22,2215.05,1.2,1.3126,1.9564,121.58,11.0003,4.8578,4.7279,60.62,,677.45,7.957151,10.18,1459.25,1854.25,1013.33,84.34,99.794,5.425,489.5,434.5,118.9,2.5607,2.3871,34.3
2007-02-23,2217.9,1.25,1.3166,1.9634,121.08,11.0373,4.7997,4.6703,60.88,,682.55,7.962801,10.58,1453.75,1845.0,1001.07,84.05,101.188,5.525,484.25,430.25,119.25,2.5547,2.3809,34.2
2007-02-26,2206.98,1.17,1.3188,1.9636,120.66,11.0788,4.7583,4.6248,61.33,58180.0,686.55,7.984601,11.15,1452.5,1837.75,986.9,83.93,103.167,5.65,483.0,425.5,117.85,2.5542,2.3795,33.9
2007-02-27,2224.6,1.09,1.3242,1.9621,117.94,11.1729,4.5847,4.5109,61.36,58760.0,663.35,7.870451,18.31,1395.25,1750.5,945.8,83.46,114.823,6.0909,470.25,411.0,117.3,2.5395,2.3463,36.2
2007-02-28,2231.95,1.24,1.3229,1.9639,118.56,11.1619,4.6423,4.5657,61.89,57740.0,669.35,7.822401,15.42,1409.0,1765.5,963.09,83.57,112.25,6.05,474.5,425.25,117.7,2.5571,2.3784,25.5
2007-03-01,2244.1,1.35,1.3186,1.9584,117.62,11.1515,4.6089,4.5499,62.11,57690.0,664.45,8.274001,15.82,1405.0,1757.75,965.51,83.77,114.78,6.0005,468.0,417.25,116.0,2.5536,2.375,31.2
2007-03-02,2236.1,1.34,1.3192,1.9435,116.8,11.2165,4.5252,4.497,62.08,57340.0,642.45,8.028051,18.61,1385.75,1726.25,969.98,83.74,119.825,5.95,459.5,411.0,114.35,2.537,2.3624,28.2
2007-03-05,2242.55,1.27,1.309,1.9205,115.53,11.176,4.5165,4.495,60.54,55630.0,636.6,7.861701,19.63,1372.25,1713.75,951.39,84.17,126.29,6.35,468.0,417.25,110.55,2.5332,2.343,17.0
2007-03-06,2222.79,1.31,1.3128,1.9317,116.6,11.1425,4.5743,4.5282,61.39,55890.0,646.5,7.901651,15.96,1395.5,1745.0,957.27,84.04,115.679,6.05,459.5,412.5,112.0,2.5318,2.35,15.5
2007-03-07,2219.15,1.35,1.3177,1.933,116.06,11.1606,4.5241,4.4871,62.5,56590.0,649.0,8.001552,15.24,1393.25,1737.5,963.19,83.78,114.55,5.9,466.5,415.75,111.1,2.5116,2.3299,13.6
2007-03-08,2214.4,1.35,1.3133,1.9283,117.18,11.1683,4.5571,4.5125,62.33,57850.0,651.8,8.125451,14.29,1404.75,1754.5,985.51,84.13,109.695,5.875,464.0,412.0,111.1,2.5096,2.3344,11.8
2007-03-09,2209.9,1.35,1.3116,1.932,118.34,11.143,4.6651,4.5871,61.13,57540.0,650.28,8.249601,14.09,1405.0,1747.75,991.08,84.25,106.549,5.65,465.5,408.25,111.5,2.5148,2.351,14.4
2007-03-12,2204.26,1.5,1.3189,1.9325,117.74,11.124,4.6313,4.5516,60.74,57680.0,650.5,8.367451,13.99,1407.0,1757.75,990.81,83.88,106.5,5.75,460.0,399.75,111.0,2.4832,2.3315,4.3
2007-03-13,2208.48,1.31,1.3197,1.929,116.28,11.1853,4.5051,4.4907,60.9,58500.0,643.8,8.4019,18.13,1379.75,1724.25,981.84,83.71,113.459,6.0,456.0,397.0,110.2,2.4922,2.3514,-3.9
2007-03-14,2212.44,1.35,1.3223,1.9361,117.09,11.1585,4.5551,4.5338,61.06,57800.0,644.7,8.313551,17.27,1389.5,1748.25,973.05,83.64,111.328,6.2,446.0,389.5,109.0,2.516,2.3666,-4.2
2007-03-15,2194.7,1.35,1.3238,1.9374,117.57,11.1455,4.58,4.5358,60.98,57500.0,646.6,8.425601,16.43,1391.5,1744.5,975.55,83.65,110.525,6.075,455.5,397.75,109.65,2.5262,2.3685,-2.0
2007-03-16,2204.95,1.17,1.3318,1.9424,116.75,11.1848,4.5876,4.5435,60.3,60720.0,653.4,8.425651,16.79,1396.12,1747.24,977.56,83.19,110.656,6.6,460.75,399.5,109.45,2.5385,2.3905,4.8
2007-03-19,2203.13,1.2,1.3302,1.9442,117.53,11.1368,4.6212,4.5632,60.52,60710.0,654.2,8.420651,14.59,1415.75,1781.25,,83.35,104.733,6.55,455.0,398.0,107.6,2.5303,2.3944,4.3
2007-03-20,2183.03,1.2,1.3318,1.9614,117.29,11.1175,4.604,4.5494,60.2,61220.0,658.8,8.449751,13.27,1423.5,1792.25,992.8,83.07,106.733,6.3,462.75,405.25,108.9,2.5228,2.3947,6.4
2007-03-21,2169.5,1.24,1.3386,1.9678,117.55,11.0585,4.5274,4.5356,60.77,60590.0,664.2,8.2152,12.19,1445.0,1825.0,998.03,82.77,101.125,6.125,465.5,409.75,112.5,2.5658,2.4143,5.3
2007-03-22,2169.0,1.13,1.3331,1.9648,118.13,11.0162,4.578,4.5829,62.51,60840.0,664.0,8.176101,12.93,1445.0,1818.75,993.84,83.09,97.675,6.225,467.0,409.5,111.75,2.58,2.4248,4.5
2007-03-23,2176.75,1.11,1.3283,1.9614,118.12,11.018,4.6028,4.6105,63.18,61530.0,657.4,9.100001,12.95,1447.0,1811.5,1008.34,83.28,97.657,6.0,461.5,403.25,113.35,2.5988,2.4298,3.5
2007-03-26,2172.73,0.85,1.333,1.9694,118.14,11.0213,4.5769,4.6006,64.41,62130.0,664.1,8.183051,13.16,1445.25,1818.25,1007.93,83.08,97.2,5.9,458.0,391.0,114.35,2.6148,2.4533,-6.8
2007-03-27,2171.19,1.38,1.3352,1.9657,117.81,11.0565,4.5595,4.5966,64.6,62770.0,664.41,7.644451,13.48,1440.5,1810.25,1020.51,83.01,97.75,5.85,454.0,392.5,112.45,2.6159,2.4512,-11.7
2007-03-28,2167.54,0.97,1.3313,1.9616,116.86,11.0771,4.5677,4.6204,65.78,61360.0,665.56,7.673551,14.98,1429.5,1790.25,1008.0,83.03,99.642,5.95,456.5,388.5,112.7,2.6196,2.461,-14.1
2007-03-29,2150.35,0.35,1.3331,1.9619,118.07,11.0278,4.5827,4.6423,67.88,61090.0,661.5,7.477951,15.14,1431.5,1788.0,1002.08,83.09,97.675,5.85,461.0,394.5,110.6,2.6159,2.4653,-8.8
2007-03-30,2203.7,-3.5,1.3354,1.9678,117.83,11.0494,4.5744,4.6443,68.1,62090.0,663.8,7.423501,14.64,1431.25,1790.75,997.34,82.93,95.677,5.575,438.0,374.5,109.25,2.6079,2.4427,4.8
2007-04-02,2187.45,-1.05,1.3366,1.9778,117.86,11.0211,4.5828,4.6403,68.74,62950.0,664.0,6.241101,14.53,1433.25,1790.0,989.62,82.87,95.7,5.9,428.0,354.75,108.6,2.6064,2.4387,-0.1
2007-04-03,2168.63,-4.0,1.333,1.9741,118.96,10.9775,4.6161,4.6642,67.81,63510.0,663.95,5.951101,13.46,1447.25,1814.75,1002.01,83.15,93.704,5.8,419.0,346.25,110.75,2.5917,2.4148,-1.2
2007-04-04,2169.83,0.5,1.3368,1.9762,118.73,10.9975,4.5912,4.6482,68.4,65100.0,674.35,6.622801,13.24,1448.5,1819.25,1009.56,82.96,93.85,5.625,431.25,359.25,110.55,2.5977,2.4397,-8.4
2007-04-05,2170.5,0.5,1.3429,1.9708,118.73,10.9945,4.6249,4.6782,68.24,65510.0,674.45,6.637651,13.23,1452.75,1828.25,,82.677,93.344,5.8,445.0,366.0,110.85,2.6239,2.4698,-9.0
2007-04-06,,,1.3379,1.9655,119.26,10.9725,4.7342,4.7485,,66400.0,675.0,6.637651,,1452.75,1828.25,,82.992,93.124,5.8,,,,2.6409,2.4922,-0.8
2007-04-09,2163.03,0.5,1.3354,1.9626,119.33,10.968,4.7344,4.7425,66.59,68500.0,670.75,7.387251,13.14,1454.5,1824.0,1010.52,83.098,91.05,5.8,447.5,363.5,109.65,2.6146,2.4666,-4.5
2007-04-10,2157.95,0.5,1.344,1.9728,119.06,10.999,4.6923,4.7184,67.42,70900.0,677.9,7.444801,12.68,1456.0,1829.5,1004.91,82.704,91.438,5.925,457.75,369.0,109.25,2.625,2.4639,-5.4
2007-04-11,2154.2,0.5,1.3431,1.9748,119.39,11.0083,4.7178,4.7304,67.84,69550.0,677.3,7.477001,13.49,1448.5,1812.75,999.15,82.671,90.988,5.875,456.25,360.75,109.45,2.6234,2.4671,-6.9
2007-04-12,2151.46,0.5,1.3482,1.9793,119.16,11.0005,4.7265,4.7345,68.72,70790.0,676.1,7.512901,12.71,1455.5,1827.75,1001.12,82.369,91.8,5.925,458.0,358.75,112.85,2.6193,2.4693,-6.9
2007-04-13,2136.3,0.5,1.3527,1.9863,119.27,11.0013,4.7611,4.7608,68.97,69680.0,685.52,7.531151,12.2,1461.25,1831.75,1007.42,82.129,90.37,5.975,478.5,369.0,111.8,2.6112,2.4582,-1.6
2007-04-16,2139.13,0.5,1.3535,1.9897,119.74,10.998,4.7359,4.7346,67.25,71440.0,690.21,7.526151,11.98,1475.5,1848.25,1004.49,82.073,86.56,6.0,475.25,364.25,108.45,2.6025,2.4445,-10.9
2007-04-17,2143.3,0.5,1.3567,2.0069,118.91,10.984,4.6682,4.6803,65.93,72050.0,686.55,7.580501,12.14,1479.0,1852.25,997.94,81.831,81.934,6.05,477.5,353.25,109.6,2.5712,2.3974,-16.5
2007-04-18,2147.95,0.35,1.3609,2.0087,118.69,10.9933,4.6344,4.6502,66.04,74660.0,690.05,7.532951,12.42,1480.25,1848.25,999.67,81.743,82.3,6.05,474.5,363.5,109.35,2.5625,2.3959,-16.9
2007-04-19,2134.03,0.35,1.3613,2.0034,118.48,10.9995,4.6345,4.6642,65.94,73160.0,682.95,7.547151,12.54,1480.25,1849.0,999.04,81.644,79.834,5.95,496.0,371.25,108.5,2.5739,2.4011,-17.7
2007-04-20,2115.5,0.35,1.359,2.0023,118.69,10.9838,4.6434,4.6703,66.49,72030.0,691.95,7.533301,12.07,1493.0,1862.5,1007.31,81.643,77.454,5.7,502.0,360.5,107.7,2.5814,2.409,-17.5
2007-04-23,2116.25,0.35,1.3577,2.0009,118.65,10.9739,4.6179,4.6402,68.15,72150.0,689.15,7.547851,13.04,1488.25,1863.0,1017.2,81.738,79.676,5.6,494.0,352.25,106.35,2.5711,2.4093,-17.0
2007-04-24,2122.0,0.35,1.364,2.0018,118.59,10.984,4.5924,4.6202,67.16,72250.0,683.65,7.632251,13.12,1488.5,1870.25,1005.98,81.546,81.482,5.55,483.5,360.5,104.4,2.5637,2.4143,-18.7
2007-04-25,2113.4,0.35,1.3638,2.0014,118.75,10.929,4.6267,4.6502,68.57,70330.0,686.25,7.285651,13.21,1500.75,1894.0,1005.93,81.428,81.02,5.775,506.25,371.25,104.35,2.5887,2.4408,-19.2
2007-04-26,2111.15,0.35,1.3601,1.9913,119.57,10.9492,4.6655,4.6964,67.65,70650.0,674.75,6.884101,12.79,1502.75,1906.0,1008.66,81.75,83.75,5.525,507.0,364.75,103.75,2.5908,2.4442,-18.8
2007-04-27,2110.85,0.35,1.3652,1.9977,119.63,10.9206,4.6489,4.6924,68.41,67980.0,681.55,6.872401,12.45,1502.0,1906.75,1004.27,81.529,84.9,5.525,500.5,364.25,104.0,2.5935,2.4474,-26.9
2007-04-30,2100.3,0.0,1.3648,1.9995,119.53,10.9658,4.591,4.6222,67.65,68980.0,678.45,7.355501,14.22,1488.5,1879.25,990.9,81.447,86.46,5.625,485.5,358.0,103.15,2.5699,2.4361,-26.8
2007-05-01,,0.35,1.3604,1.9987,119.87,10.936,4.6242,4.6362,67.0,,673.45,,13.51,1492.75,1885.75,,81.595,85.188,5.6754,488.5,367.5,101.85,2.574,2.4412,-13.8
2007-05-02,2080.8,0.35,1.3592,1.9898,120.16,10.9153,4.6409,4.6422,66.25,,673.15,6.675251,13.08,1501.0,1898.75,967.42,81.767,85.45,5.6,479.5,372.0,101.7,2.5709,2.4366,-12.5
2007-05-03,2076.3,0.35,1.3549,1.9867,120.45,10.9151,4.691,4.6723,66.05,,682.35,6.670451,13.09,1508.25,1906.5,970.3,81.949,85.95,5.6,481.0,379.75,101.35,2.57,2.4346,-5.9
2007-05-04,2067.15,-0.5,1.3591,1.9922,120.19,10.8809,4.6665,4.6382,65.31,,688.85,6.679801,12.91,1514.25,1908.5,970.55,81.741,87.025,5.4,482.0,381.25,103.0,2.536,2.4006,-7.1
2007-05-07,2074.4,-1.0,1.3601,1.9929,120.1,10.8332,4.6666,4.6262,64.44,,688.75,6.217201,13.15,1514.25,1906.75,944.37,81.676,87.0,5.45,482.0,369.5,101.9,2.5093,2.376,-5.9
2007-05-08,2072.1,-1.0,1.3543,1.9894,120.04,10.8458,4.6668,4.6342,65.54,71730.0,685.65,6.121551,13.21,1512.25,1905.5,961.4,81.939,86.932,5.325,469.0,353.75,102.25,2.5246,2.3913,-5.1
2007-05-09,2048.15,-0.6,1.3528,1.9936,120.09,10.7923,4.7258,4.6618,65.2,72050.0,680.55,,12.88,1515.5,1912.25,964.53,82.016,86.52,5.375,471.0,357.25,103.25,2.5264,2.3938,-4.2
2007-05-10,2040.4,0.25,1.3485,1.9801,119.9,10.8495,4.6755,4.6379,65.79,70540.0,665.65,,13.6,1499.25,1886.5,974.38,82.292,87.5,5.3,473.0,345.75,103.6,2.528,2.3982,-19.9
2007-05-11,2026.5,0.25,1.3524,1.9814,120.2,10.7981,4.7013,4.6717,66.83,68640.0,670.85,6.815751,12.95,1512.25,1910.5,982.72,82.116,88.613,5.35,483.0,361.0,102.8,2.5198,2.389,-28.3
2007-05-14,2007.5,0.43,1.3546,1.9793,120.35,10.799,4.7269,4.6936,66.83,68030.0,669.75,6.825701,13.96,1508.75,1896.25,972.48,82.066,89.06,5.325,489.0,358.0,104.2,2.519,2.3878,-21.7
2007-05-15,1994.6,0.5,1.3591,1.9859,120.28,10.8076,4.7272,4.7016,68.11,65340.0,672.05,6.830001,14.01,1508.5,1883.5,970.57,81.755,88.02,5.325,502.0,371.5,104.65,2.4923,2.3486,-19.8
2007-05-16,1988.25,0.5,1.3515,1.9769,120.83,10.7829,4.7274,4.7096,68.01,65810.0,662.15,6.788901,13.5,1518.0,1901.25,961.86,82.163,84.163,5.3,496.75,376.0,107.25,2.4976,2.3458,-14.1
2007-05-17,1987.95,0.5,1.3494,1.9747,121.31,10.8123,4.7787,4.7517,70.27,63500.0,657.65,6.853901,13.51,1515.25,1890.25,958.77,82.318,80.85,5.275,485.5,373.0,110.35,2.5083,2.3577,-13.8
2007-05-18,1985.75,0.5,1.3509,1.9747,121.12,10.8005,4.8138,4.8001,69.42,60660.0,661.75,6.862301,12.76,1528.0,1905.75,979.48,82.197,78.063,5.275,471.25,371.25,109.5,2.5228,2.3592,-13.3
2007-05-21,1979.9,0.5,1.3469,1.9715,121.47,10.7693,4.797,4.782,70.49,62600.0,663.25,6.852951,13.3,1528.0,1916.25,,82.364,77.0,5.325,479.5,381.0,112.0,2.5305,2.3664,-13.9
2007-05-22,1953.7,0.5,1.3448,1.9746,121.56,10.795,4.8316,4.8245,69.52,63720.0,659.25,8.078151,13.06,1525.25,1920.25,968.41,82.386,78.28,5.4,471.0,369.5,111.55,2.5307,2.3601,-13.8
2007-05-23,1966.7,0.5,1.3459,1.9866,121.66,10.8012,4.832,4.8468,70.6,61990.0,661.85,8.126001,13.24,1525.5,1910.25,972.92,82.31,77.58,5.4,476.5,368.5,112.05,2.5541,2.3696,-13.6
2007-05-24,1963.55,1.0,1.3429,1.9847,121.4,10.8388,4.8324,4.8387,70.72,62710.0,654.65,8.172351,14.08,1511.5,1882.0,945.56,82.406,81.55,5.1504,491.0,376.5,113.35,2.5642,2.3837,-8.8
2007-05-25,1932.15,1.0,1.3442,1.9836,121.79,10.786,4.8513,4.8572,70.69,60950.0,656.0,8.240401,13.34,1517.25,1893.0,947.61,82.331,79.95,5.05,501.0,376.0,112.9,2.5629,2.3839,-8.6
2007-05-28,1935.35,1.5,1.3452,1.9836,121.72,10.7847,4.8517,4.8573,69.71,63380.0,655.55,8.223851,,,,945.02,82.332,79.731,5.05,,,,2.5628,2.384,-6.8
2007-05-29,1925.5,0.6,1.3448,1.9811,121.66,10.8138,4.8955,4.8818,68.13,63640.0,656.85,8.058101,13.53,1522.5,1906.5,947.06,82.31,79.675,5.1,491.0,364.75,110.7,2.557,2.3699,-2.5
2007-05-30,1925.65,0.6,1.3429,1.9758,121.66,10.7455,4.875,4.8675,67.84,63340.0,653.45,7.860801,12.83,1534.0,1922.5,938.3,82.433,80.81,5.15,510.75,382.25,111.35,2.5599,2.365,-2.1
2007-05-31,1896.98,0.2,1.3453,1.9798,121.73,10.7416,4.9081,4.8879,68.04,63890.0,660.5,7.344001,13.05,1533.0,1932.25,952.86,82.301,77.4,5.075,517.0,390.25,111.9,2.5861,2.3893,3.1
2007-06-01,1890.05,0.2,1.3449,1.9824,122.1,10.7153,4.9665,4.9516,69.07,64810.0,671.75,7.366101,12.78,1539.5,1932.25,957.19,82.322,73.25,5.0,520.75,386.75,117.4,2.5909,2.4018,6.6
2007-06-04,1875.7,0.2,1.349,1.9915,121.78,10.7625,4.9581,4.9271,70.4,64440.0,671.15,7.075451,13.29,1540.25,1936.75,968.12,82.058,73.8,4.825,520.25,383.75,115.3,2.5899,2.3992,6.6
2007-06-05,1877.5,0.2,1.3524,1.9934,121.39,10.808,5.0001,4.9908,70.45,65900.0,670.05,7.059501,13.63,1533.75,1936.0,963.65,81.89,76.45,4.9004,527.25,380.25,116.55,2.6067,2.4096,14.5
2007-06-06,1883.1,0.2,1.3504,1.9925,121.09,10.8632,4.9498,4.9641,71.02,65890.0,670.75,7.025901,14.87,1516.5,1914.0,957.76,81.897,78.25,4.95,519.75,374.75,116.45,2.6017,2.4014,13.8
2007-06-07,1909.5,0.2,1.3433,1.9781,120.98,10.9523,5.0255,5.13,71.22,64590.0,659.15,7.036901,17.06,1489.25,1882.5,956.61,82.294,83.7,4.775,524.5,384.75,116.95,2.6456,2.4627,13.8
2007-06-08,1927.9,0.2,1.3373,1.9701,121.73,10.9115,4.9836,5.0991,68.6,63490.0,648.85,7.819551,14.84,1508.0,1909.0,955.29,82.691,82.463,5.075,527.5,382.0,114.85,2.6369,2.4238,35.1
2007-06-11,1919.83,0.2,1.3357,1.9691,121.73,10.9133,5.009,5.1514,69.56,62130.0,653.65,7.864151,14.71,1510.5,1905.5,,82.712,83.663,5.075,556.0,396.0,115.4,2.6564,2.4558,34.9
2007-06-12,1931.6,0.6,1.3302,1.9743,121.7,11.0163,5.0938,5.2928,68.79,62710.0,647.25,7.827201,16.67,1493.0,1893.25,966.25,82.891,79.913,5.0,565.0,393.5,113.45,2.697,2.4903,33.7
2007-06-13,1961.85,0.6,1.3311,1.9732,122.72,10.9223,5.0771,5.1979,69.94,61670.0,651.75,7.698101,14.73,1515.5,1912.25,987.4,83.035,77.5,5.3,589.5,404.5,114.6,2.67,2.4722,44.0
2007-06-14,1955.5,0.6,1.3312,1.9693,122.92,10.874,5.0858,5.2212,70.96,62120.0,651.95,7.783001,13.64,1524.75,1926.25,993.65,83.128,71.175,4.9,606.5,409.5,114.75,2.6556,2.4729,43.7
2007-06-15,1919.6,0.6,1.3388,1.9761,123.44,10.7751,5.0182,5.1627,71.47,62440.0,655.35,7.863351,13.94,1535.0,1944.0,1004.89,82.851,67.813,4.875,606.5,419.0,114.7,2.6309,2.4396,43.8
2007-06-18,1913.0,0.6,1.3414,1.9834,123.68,10.7813,4.9927,5.1335,72.18,63970.0,656.35,7.867701,13.42,1546.0,1967.5,,82.715,65.4,4.9,601.0,416.0,115.2,2.6269,2.4348,42.9
2007-06-19,1891.9,0.6,1.3427,1.9888,123.36,10.7408,4.9331,5.0814,71.84,63420.0,661.45,7.868151,12.85,1549.0,1967.0,1013.91,82.544,64.7,4.8004,581.0,396.0,113.35,2.6144,2.4195,42.8
2007-06-20,1913.55,0.6,1.3404,1.9931,123.57,10.8434,4.9673,5.1316,70.42,63870.0,654.55,7.745751,14.67,1527.0,1947.75,1001.88,82.518,67.963,4.725,605.0,394.25,115.0,2.6152,2.4214,42.7
2007-06-21,1937.25,0.6,1.3389,1.9926,123.72,10.8165,4.9673,5.1863,70.22,63940.0,652.04,7.842851,14.21,1535.75,1965.75,1008.06,82.731,70.825,4.65,606.0,385.0,114.55,2.6644,2.4461,48.8
2007-06-22,1950.7,0.6,1.347,1.9994,123.89,10.8424,4.9074,5.13,71.18,63400.0,654.3,7.787101,15.75,1520.5,1948.0,1002.02,82.336,72.55,4.675,592.25,367.5,113.6,2.6674,2.4573,48.8
2007-06-25,1951.9,0.6,1.3463,1.9978,123.67,10.848,4.8645,5.08,71.36,62980.0,651.0,7.782701,16.65,1513.5,1941.0,1000.32,82.325,77.9,4.9,589.5,357.75,110.0,2.6462,2.4291,47.3
2007-06-26,1967.95,1.05,1.3455,1.9989,123.26,10.873,4.8644,5.078,70.17,62280.0,640.9,7.774151,18.89,1497.75,1925.5,1001.12,82.295,80.275,4.9,608.5,356.5,109.95,2.6193,2.4022,42.9
2007-06-27,1982.75,1.05,1.3453,1.9993,122.84,10.817,4.8915,5.0802,70.53,60450.0,643.65,7.720151,15.53,1519.0,1955.5,1010.02,82.316,83.125,5.0,606.0,343.75,110.4,2.6123,2.3947,38.8
2007-06-28,1969.2,1.05,1.3449,2.0028,123.18,10.8048,4.9414,5.1033,70.52,61610.0,648.95,7.918401,15.54,1517.25,1955.25,1010.42,82.333,80.2,4.8,609.0,339.5,110.8,2.6036,2.399,36.9
2007-06-29,1973.0,1.05,1.3541,2.0087,123.17,10.8084,4.8582,5.0244,71.41,63150.0,649.65,7.769101,16.23,1515.5,1956.0,1004.97,81.92,83.713,4.75,582.0,329.5,111.0,2.5795,2.3851,40.5
2007-07-02,1975.5,1.05,1.3623,2.0171,122.42,10.7578,4.8415,4.9892,72.63,63160.0,657.25,7.793251,15.4,1531.0,1972.0,,81.395,80.563,5.2,569.5,330.5,110.2,2.5806,2.3851,44.1
2007-07-03,1964.8,1.05,1.3609,2.0158,122.47,10.7745,4.8746,5.0372,72.93,65260.0,653.2,7.702551,14.92,1536.25,1985.0,1003.09,81.486,80.075,5.125,571.5,320.0,109.1,2.5769,2.381,43.3
2007-07-04,1960.2,1.05,1.3613,2.0164,122.7,10.7568,4.8745,5.0373,73.05,65200.0,654.2,7.732751,,,,1004.6,81.433,79.5,5.075,,,,2.5767,2.381,41.9
2007-07-05,1974.55,1.05,1.3599,2.0116,122.95,10.8015,4.9667,5.1402,74.75,65400.0,649.5,7.789501,15.48,1534.5,1998.0,1006.85,81.538,79.763,5.175,591.0,324.0,108.3,2.5913,2.4067,47.8
2007-07-06,1965.5,1.05,1.3627,2.0108,123.34,10.7692,4.9835,5.1824,75.62,64930.0,655.9,7.801901,14.72,1542.5,2009.0,1015.34,81.465,78.563,5.075,600.5,334.5,107.25,2.6028,2.4169,48.6
2007-07-09,1944.05,1.05,1.3626,2.0153,123.41,10.7632,4.9499,5.1382,75.78,65480.0,660.4,7.817351,15.16,1542.5,2008.5,1022.86,81.433,77.725,5.075,588.5,332.5,107.05,2.6118,2.4167,48.6
2007-07-10,1953.8,0.85,1.3747,2.028,121.74,10.8438,4.8321,5.0212,76.4,65570.0,663.3,7.803901,17.57,1520.0,1992.0,1013.98,80.86,85.175,5.3,592.0,338.0,108.5,2.593,2.3967,48.6
2007-07-11,1965.6,1.55,1.3745,2.0324,122.49,10.8023,4.8909,5.086,75.44,63820.0,660.6,7.715651,16.64,1531.0,2009.5,1022.66,80.73,85.625,5.65,611.0,336.0,109.2,2.5862,2.3864,48.3
2007-07-12,1951.8,1.1,1.3789,2.0303,122.42,10.7588,4.933,5.1239,76.4,64070.0,666.8,7.952501,15.54,1555.75,2034.75,1045.48,80.635,81.588,5.65,611.5,344.0,109.4,2.5922,2.3847,48.9
