Date,USDCOP Curncy,CLN1W BGN Curncy,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,USDMXN Curncy,USGG2YR Index,USGG10YR Index,CO1 Comdty,CU1 Comdty,XAU Curncy,CLNI3M Curncy,VIX Index,ES1 Index,NQ1 Index,COLCAP Index,DXY Curncy,COLOM CDS USD SR 5Y D14 Corp,EURUSDV1M BGN Curncy,W 1 COMB Comdty,C 1 COMB Comdty,KC1 COMB Comdty,USGGBE2 Index,USGGBE10 Index,CESIUSD Index
2009-11-23,1967.5,1.27,1.4961,1.6605,88.97,12.9632,0.7228,3.3489,77.46,54260.0,1166.0,3.74845,21.16,1103.75,1791.25,1305.65,75.085,148.352,10.48,557.25,387.25,136.3,2.377,2.1987,-27.4
2009-11-24,1974.93,1.35,1.4968,1.6587,88.5,12.8943,0.7263,3.3027,76.46,54000.0,1169.41,3.67585,20.47,1103.0,1786.5,1312.26,75.068,148.483,10.395,533.0,376.0,136.05,2.3378,2.1394,-28.1
2009-11-25,1974.45,1.4,1.5134,1.6705,87.35,12.8315,0.7421,3.2695,78.44,54090.0,1191.66,3.77335,20.48,1109.0,1794.25,1327.17,74.269,143.861,10.505,550.25,392.0,138.8,2.3521,2.1562,-24.8
2009-11-26,1981.05,1.4,1.5019,1.6532,86.59,12.9984,0.7421,3.2694,76.99,54540.0,1193.06,3.847651,,,,1316.16,74.826,144.17,11.065,,,,2.351,2.1567,-24.7
2009-11-27,1993.63,1.41,1.4988,1.6501,86.53,12.9291,0.6791,3.2051,77.18,53520.0,1177.63,3.80445,24.74,1089.5,1759.25,1328.31,74.996,153.083,11.3,548.75,397.25,137.95,2.3058,2.1007,-24.7
2009-11-30,2003.15,1.27,1.5005,1.644,86.41,12.9342,0.6632,3.1978,78.47,54210.0,1179.63,3.8069,24.51,1094.75,1767.5,1318.05,74.879,153.818,11.2125,567.5,402.75,141.8,2.3282,2.1166,-21.4
2009-12-01,1990.21,1.2,1.5081,1.6611,86.68,12.8516,0.671,3.2822,79.35,54340.0,1196.51,3.7898,21.92,1108.5,1792.0,1335.21,74.365,144.453,10.62,562.5,399.75,142.5,2.3612,2.1832,-24.1
2009-12-02,1993.0,1.13,1.5044,1.6629,87.39,12.7145,0.7183,3.3099,77.88,55030.0,1215.85,3.779751,21.12,1108.0,1791.5,1337.22,74.669,144.833,10.175,554.5,391.75,143.2,2.3521,2.1779,-21.9
2009-12-03,1992.38,1.24,1.5053,1.654,88.26,12.639,0.7183,3.3842,78.36,55430.0,1207.45,3.744951,22.46,1098.0,1780.25,1356.57,74.631,149.244,10.095,549.75,385.25,144.15,2.389,2.1992,-25.3
2009-12-04,2007.98,1.13,1.4858,1.6474,90.56,12.6653,0.8297,3.4722,77.52,55230.0,1161.43,3.78155,21.25,1108.0,1795.0,1353.58,75.911,145.118,10.125,536.75,373.75,141.1,2.3701,2.1837,3.7
2009-12-07,2005.5,1.17,1.4827,1.6447,89.51,12.6889,0.758,3.429,76.43,55290.0,1158.1,3.75435,22.1,1103.75,1784.0,1358.31,75.767,144.961,10.335,526.5,368.75,146.25,2.3567,2.1693,5.4
2009-12-08,2001.13,1.2,1.4704,1.6287,88.43,12.9247,0.7181,3.3804,75.19,55300.0,1128.4,3.766901,23.69,1090.0,1768.5,,76.31,148.541,10.525,519.25,369.5,143.65,2.3206,2.1259,6.9
2009-12-09,2020.98,1.09,1.4726,1.6261,87.87,12.8981,0.742,3.4328,72.39,54530.0,1128.6,3.70435,22.66,1095.5,1792.5,1357.77,76.038,151.896,10.35,515.0,368.0,141.55,2.3167,2.1228,6.3
2009-12-10,2010.0,0.9,1.4732,1.6279,88.2,12.9415,0.766,3.4967,71.86,53790.0,1131.03,3.731801,22.32,1102.0,1800.0,1351.02,76.045,150.202,9.72,517.75,377.25,142.65,2.3405,2.1344,15.1
2009-12-11,1995.41,0.68,1.4615,1.6262,89.1,12.8873,0.7982,3.5498,71.88,53880.0,1115.38,3.3463,21.59,1108.0,1794.0,1366.34,76.573,149.03,9.8,519.25,389.25,142.6,2.382,2.1861,30.0
2009-12-14,1989.18,0.41,1.4656,1.6311,88.62,12.7347,0.8467,3.548,71.89,54440.0,1126.78,3.5152,21.15,1113.5,1809.75,1366.46,76.352,146.187,10.02,525.0,392.0,145.85,2.4113,2.2353,27.8
2009-12-15,2001.7,0.21,1.4538,1.6267,89.61,12.6951,0.8468,3.5861,72.05,54960.0,1125.1,,21.49,1108.75,1796.75,1368.48,76.961,143.698,10.46,536.75,407.5,147.2,2.4172,2.277,20.5
2009-12-16,2002.75,0.31,1.4531,1.6334,89.78,12.7225,0.8308,3.5975,73.55,55330.0,1137.9,1.9344,20.54,1110.5,1801.75,1379.58,76.995,146.032,10.1975,537.25,410.25,148.2,2.4556,2.3038,16.5
2009-12-17,2019.44,0.0,1.4338,1.6154,89.97,12.8663,0.75,3.478,73.37,55850.0,1098.9,1.916,22.51,1099.0,1787.25,1382.63,77.694,150.891,10.75,518.5,397.0,146.0,2.3938,2.2586,17.1
2009-12-18,2027.7,0.0,1.4338,1.6161,90.5,12.8509,0.7906,3.5368,73.75,55350.0,1113.2,2.06305,21.68,1102.38,1794.94,1370.34,77.821,147.662,10.5825,528.0,397.75,146.25,2.4185,2.2859,17.2
2009-12-21,2037.2,-0.11,1.4276,1.6036,91.17,12.9275,0.8558,3.6745,72.99,55600.0,1093.45,2.1025,20.49,1108.25,1825.5,1369.56,78.037,145.788,10.675,519.5,400.0,145.6,2.4691,2.3425,17.6
2009-12-22,2057.5,-0.26,1.4249,1.5965,91.84,12.8768,0.9049,3.7538,73.46,55550.0,1083.9,2.2968,19.54,1113.5,1841.0,1365.23,78.25,141.605,11.17,523.0,398.75,142.45,2.5059,2.3623,8.3
2009-12-23,2050.48,-0.17,1.4337,1.5957,91.64,12.9152,0.9215,3.7481,75.45,55510.0,1087.65,2.2283,19.71,1115.5,1852.25,1364.13,77.897,143.142,11.14,529.0,404.75,142.65,2.482,2.343,4.5
2009-12-24,2042.15,-0.17,1.438,1.5965,91.54,12.8877,0.9637,3.8029,76.31,56480.0,1105.5,2.1951,19.47,1122.0,1868.5,1372.72,77.734,143.24,11.01,524.5,408.5,139.3,2.4904,2.3639,6.3
2009-12-25,,0.93,1.4411,1.5966,91.3,12.885,0.964,3.803,,57430.0,1105.45,,,,,,,142.067,11.06,,,,2.4918,2.3762,
2009-12-28,2042.37,-0.18,1.4378,1.6001,91.63,13.038,1.0387,3.8402,77.32,58250.0,1107.1,,19.93,1123.0,1874.5,1365.06,77.633,142.602,10.965,550.75,416.0,136.95,2.5121,2.3929,
2009-12-29,2043.21,-0.19,1.4354,1.5904,92.0,13.0005,1.0792,3.7972,77.64,58200.0,1096.83,,20.01,1121.75,1872.5,1366.35,77.831,142.794,10.915,541.0,417.0,136.35,2.5227,2.3997,10.4
2009-12-30,2043.79,0.0,1.4339,1.6078,92.44,13.0847,1.0792,3.7856,78.03,58460.0,1092.9,,19.96,1122.0,1876.75,1366.85,77.914,142.391,11.015,544.75,413.75,136.65,2.542,2.3951,16.1
2009-12-31,,0.0,1.4321,1.617,93.03,13.0914,1.1354,3.8368,77.93,59440.0,1096.98,,21.68,1110.75,1858.75,,77.86,142.942,11.045,541.5,414.5,135.95,2.5669,2.4073,18.4
2010-01-01,,,1.4324,1.6151,93.04,13.1013,1.1356,3.835,,,1097.35,,,,,,,143.269,11.035,,,,2.5646,2.4038,
2010-01-04,2011.65,0.0,1.4413,1.6085,92.51,12.8752,1.0638,3.8155,80.12,60090.0,1121.28,1.9634,20.04,1128.75,1886.75,1374.28,77.525,134.592,11.05,557.75,418.5,141.85,2.5803,2.4154,19.9
2010-01-05,1988.73,0.0,1.4365,1.5992,91.72,12.8112,1.008,3.7608,80.59,60070.0,1118.05,2.0189,19.35,1132.25,1885.25,1373.23,77.619,134.702,10.59,553.0,418.75,141.0,2.5914,2.3762,18.7
2010-01-06,1972.12,0.0,1.4408,1.6019,92.32,12.737,0.992,3.8215,81.89,61250.0,1138.25,2.07005,19.16,1133.0,1878.5,1373.89,77.493,133.497,10.5425,567.25,421.75,141.6,2.62,2.4009,16.5
2010-01-07,1968.62,0.0,1.4308,1.5933,93.37,12.7854,1.024,3.8235,81.51,61580.0,1131.75,2.0501,19.06,1137.5,1877.5,1368.91,77.913,132.784,10.6375,557.75,417.5,141.9,2.6295,2.446,16.6
2010-01-08,1966.75,-0.21,1.4409,1.6023,92.66,12.697,0.9759,3.8297,81.37,60420.0,1138.23,2.10315,18.13,1141.5,1890.0,1374.72,77.471,131.864,10.395,568.5,423.0,145.35,2.6361,2.4543,5.2
2010-01-11,1964.5,-0.21,1.4513,1.6115,92.09,12.7399,0.9357,3.818,80.97,61510.0,1151.85,2.09875,17.55,1142.5,1883.5,,77.005,131.925,10.185,572.5,422.5,143.7,2.6109,2.4668,2.3
2010-01-12,1960.68,0.0,1.4486,1.6164,90.98,12.8176,0.9034,3.7108,79.3,61120.0,1128.48,2.1559,18.25,1134.0,1865.5,1369.53,76.954,135.147,10.145,535.75,392.5,143.1,2.5584,2.381,-4.3
2010-01-13,1972.2,0.11,1.451,1.628,91.37,12.7054,0.9597,3.7908,78.31,59820.0,1138.18,2.0928,17.85,1141.5,1882.5,1379.91,76.846,134.177,10.075,537.0,384.0,145.15,2.5662,2.3757,-4.1
2010-01-14,1971.43,0.0,1.4499,1.6335,91.21,12.6718,0.9193,3.7382,77.82,60580.0,1142.75,2.09435,17.63,1145.25,1888.25,1386.91,76.732,139.135,9.84,527.75,381.0,144.35,2.5308,2.3517,-12.4
2010-01-15,1969.63,0.32,1.4387,1.6264,90.77,12.6968,0.8621,3.6744,77.11,60360.0,1130.93,2.04655,17.91,1132.25,1862.25,1382.66,77.323,144.728,10.125,510.0,371.5,140.75,2.4936,2.3533,-11.8
2010-01-18,1969.85,0.32,1.4384,1.6343,90.79,12.66,0.8619,3.6745,77.1,60590.0,1134.1,,,,,1382.07,77.064,145.416,10.21,,,,2.4945,2.3534,-10.7
2010-01-19,1957.6,0.33,1.4288,1.6362,91.15,12.6402,0.8862,3.6919,77.63,61360.0,1138.35,2.06875,17.58,1145.75,1889.75,1386.01,77.5,141.85,10.295,500.5,369.25,140.9,2.4899,2.3725,2.8
2010-01-20,1965.15,0.4,1.4106,1.6292,91.24,12.7563,0.8698,3.6474,76.32,61310.0,1111.3,,18.68,1134.0,1867.0,1381.8,78.338,144.925,10.995,497.5,368.0,139.2,2.4533,2.3564,2.7
2010-01-21,1974.9,0.56,1.4084,1.6195,90.43,12.965,0.829,3.5858,74.58,60740.0,1094.05,2.65555,22.27,1111.0,1841.0,1355.28,78.32,154.625,10.765,499.5,372.0,138.7,2.4347,2.323,-2.4
2010-01-22,1968.9,0.9,1.4139,1.6113,89.82,12.9745,0.7875,3.6071,72.83,59490.0,1093.23,2.72065,27.31,1091.0,1797.75,1362.03,78.277,158.778,10.65,498.5,364.75,139.6,2.4291,2.2944,-2.0
2010-01-25,1959.65,0.7,1.4151,1.6245,90.28,12.8571,0.8117,3.6265,73.69,59590.0,1098.4,2.62025,25.41,1092.5,1798.5,1345.31,78.19,151.43,10.58,498.25,367.75,139.4,2.4421,2.3138,-0.7
2010-01-26,1969.28,0.72,1.4072,1.6143,89.65,12.8707,0.8033,3.6188,73.29,59830.0,1097.65,3.0437,24.55,1087.25,1796.5,1357.8,78.432,158.915,10.8,494.0,362.25,138.25,2.461,2.3346,1.2
2010-01-27,1988.5,0.75,1.4024,1.6169,90.01,12.9612,0.9146,3.6479,72.24,59480.0,1087.95,3.01955,23.14,1094.5,1809.0,1355.8,78.675,162.968,10.7,483.75,358.25,133.55,2.4435,2.3135,-0.3
2010-01-28,1993.05,0.75,1.3971,1.6137,89.92,13.0663,0.8592,3.6344,72.13,57650.0,1086.95,2.97645,23.73,1079.25,1770.5,1353.57,78.904,167.31,10.65,487.0,361.75,132.95,2.469,2.3168,-4.3
2010-01-29,1981.9,1.0,1.3863,1.5986,90.27,13.095,0.8118,3.5844,71.46,56240.0,1081.2,3.0076,24.62,1070.5,1739.25,1363.67,79.462,168.168,10.845,474.0,356.5,131.7,2.4575,2.3186,14.8
2010-02-01,1968.13,0.88,1.3931,1.5958,90.61,12.8773,0.8512,3.6501,73.11,54310.0,1105.55,3.17585,22.59,1086.25,1755.75,1358.49,79.242,164.906,10.5675,474.75,359.0,132.55,2.5124,2.386,26.2
2010-02-02,1962.98,0.88,1.3964,1.5973,90.38,12.8629,0.8512,3.6405,76.06,54670.0,1114.45,3.04935,21.48,1097.25,1769.0,1363.85,79.014,163.273,10.285,487.25,365.0,135.05,2.5149,2.3898,28.3
2010-02-03,1968.3,1.0,1.3893,1.5892,90.98,12.95,0.875,3.7047,75.92,55160.0,1109.8,3.0385,21.6,1096.5,1785.5,1359.43,79.372,165.534,10.43,469.0,353.0,133.0,2.5304,2.3889,30.9
2010-02-04,1989.65,1.14,1.3723,1.5754,89.06,13.1659,0.8035,3.6058,72.13,53850.0,1063.53,2.9393,26.08,1061.75,1734.75,1334.8,79.916,178.04,11.505,475.75,354.0,131.55,2.4552,2.3334,28.6
2010-02-05,2007.94,1.0,1.3678,1.5641,89.25,13.1409,0.7633,3.5654,69.59,51930.0,1066.25,3.01795,26.11,1059.75,1745.0,1326.08,80.441,177.006,12.64,473.25,351.5,128.8,2.4049,2.258,45.3
2010-02-08,2003.21,1.0,1.3649,1.5586,89.26,13.2168,0.7632,3.5597,70.11,52570.0,1062.85,2.95455,26.51,1056.0,1734.5,1327.03,80.302,182.64,12.035,484.0,356.0,130.65,2.3786,2.2439,49.7
2010-02-09,1966.65,1.0,1.3797,1.5719,89.7,13.0103,0.827,3.6448,72.13,52870.0,1078.1,3.0254,26.0,1066.25,1752.0,1345.54,79.863,173.295,11.7325,482.25,358.5,130.4,2.4285,2.2752,51.1
2010-02-10,1959.31,1.0,1.3737,1.5595,89.94,13.1303,0.875,3.6897,72.54,,1072.1,3.75905,25.4,1063.25,1744.75,1353.7,80.028,168.723,11.7225,496.75,361.75,132.2,2.4263,2.2777,40.9
2010-02-11,1935.85,1.0,1.3693,1.5705,89.77,12.9455,0.8669,3.7155,73.05,,1095.47,3.67995,23.96,1076.5,1775.5,1358.21,79.994,163.326,11.54,493.5,363.25,132.2,2.3972,2.2597,41.9
2010-02-12,1935.23,0.75,1.3632,1.5701,89.96,12.9406,0.8265,3.6928,72.9,,1097.1,3.649301,22.73,1079.0,1783.25,1355.84,80.218,167.1,11.435,486.5,361.5,132.75,2.3916,2.2484,42.1
2010-02-15,1935.75,0.75,1.3598,1.566,90.02,12.936,0.8265,3.6909,72.51,,1100.9,3.64445,,,,1357.59,80.332,167.107,11.27,,,,2.3916,2.2465,40.8
2010-02-16,1927.99,0.5,1.377,1.5792,90.14,12.8425,0.8022,3.6569,75.68,,1119.4,,22.25,1093.25,1799.25,1364.53,79.7,162.811,11.02,505.0,367.25,133.45,2.3992,2.2517,45.6
2010-02-17,1932.64,0.63,1.3607,1.5672,91.26,12.8825,0.8426,3.7307,76.27,,1106.85,,21.72,1099.5,1811.75,1366.11,80.376,163.645,11.305,494.75,360.0,132.25,2.4396,2.2897,46.8
2010-02-18,1930.7,0.48,1.3527,1.5529,91.81,12.8737,0.9236,3.8012,77.78,,1109.0,,20.63,1105.5,1820.75,1359.64,80.398,162.735,11.495,485.0,357.25,134.1,2.4619,2.3294,44.5
2010-02-19,1921.73,0.25,1.3613,1.5473,91.52,12.7977,0.9157,3.7726,78.19,,1119.2,3.59335,20.02,1106.25,1819.25,1372.51,80.643,159.233,11.43,489.75,360.0,134.75,2.4371,2.2819,37.6
2010-02-22,1919.4,0.25,1.3596,1.5481,91.14,12.8098,0.8831,3.7955,78.61,,1114.28,,19.94,1107.5,1821.0,1372.84,80.507,156.692,11.06,501.25,371.5,129.85,2.4228,2.2619,34.8
2010-02-23,1929.65,0.25,1.3507,1.5426,90.22,12.9315,0.826,3.6834,77.25,58520.0,1103.33,,21.37,1097.25,1801.0,1379.75,80.85,161.206,11.485,491.75,367.75,130.35,2.3687,2.2064,23.7
2010-02-24,1935.35,0.21,1.3538,1.5408,90.15,12.8055,0.8592,3.6909,78.09,57950.0,1097.63,,20.27,1103.5,1814.0,1398.47,80.849,159.894,11.21,500.25,375.25,130.45,2.3472,2.1968,20.1
2010-02-25,1942.68,0.4,1.3548,1.5265,89.08,12.8047,0.8197,3.6324,76.29,58050.0,1106.2,2.99045,20.1,1102.25,1813.5,1385.85,80.787,158.633,11.36,489.75,372.25,127.7,2.3082,2.1622,19.4
2010-02-26,1926.56,0.31,1.3631,1.5238,88.97,12.772,0.8118,3.6117,77.59,57800.0,1117.59,2.9649,19.5,1103.5,1818.5,1391.02,80.362,156.992,10.985,506.5,378.0,129.05,2.3013,2.1568,23.7
2010-03-01,1912.14,0.21,1.356,1.4991,89.13,12.7326,0.7959,3.6079,76.89,59920.0,1118.85,3.02145,19.26,1114.5,1842.75,1392.91,80.658,153.549,11.135,492.75,370.75,129.55,2.2938,2.1547,16.1
2010-03-02,1896.38,0.22,1.3615,1.4971,88.85,12.7326,0.7879,3.6041,78.18,59070.0,1134.65,3.0301,19.06,1117.5,1852.25,1391.36,80.521,152.739,11.05,492.0,370.5,130.2,2.3029,2.1697,13.7
2010-03-03,1927.5,0.11,1.3697,1.51,88.47,12.6953,0.8036,3.6173,79.25,59020.0,1139.95,2.9126,18.83,1118.5,1852.0,1401.53,79.977,153.022,10.89,503.5,375.75,129.7,2.3168,2.1761,12.9
2010-03-04,1917.6,0.11,1.3581,1.5032,89.02,12.7119,0.8511,3.6022,78.54,59320.0,1132.1,2.1996,18.72,1122.25,1859.75,1398.81,80.561,151.15,10.7525,490.5,372.0,127.85,2.3098,2.1798,12.4
2010-03-05,1896.5,0.11,1.3626,1.5137,90.28,12.6308,0.891,3.6796,79.89,59010.0,1134.9,2.2234,17.42,1136.5,1885.5,1399.63,80.432,146.178,10.395,482.25,364.75,128.0,2.3677,2.2246,23.4
2010-03-08,1897.23,0.11,1.3634,1.5066,90.31,12.6808,0.891,3.7157,80.47,59720.0,1123.63,2.2919,17.79,1137.0,1888.25,1408.35,80.432,141.751,10.35,484.5,364.5,128.7,2.3807,2.2401,19.7
2010-03-09,1887.35,0.33,1.3602,1.4997,89.97,12.6208,0.867,3.7005,79.91,59500.0,1121.85,2.30105,17.92,1140.5,1901.25,1403.17,80.592,140.102,10.315,478.5,358.75,130.25,2.3652,2.242,17.0
2010-03-10,1892.0,0.45,1.3657,1.4978,90.52,12.5944,0.899,3.7215,80.48,59820.0,1108.5,2.1725,18.57,1145.75,1918.75,1403.82,80.445,140.414,9.865,470.75,355.5,130.5,2.3884,2.2527,14.8
2010-03-11,1892.88,0.52,1.3681,1.5062,90.51,12.5651,0.9473,3.7272,80.28,59030.0,1109.55,,18.06,1150.5,1925.25,1405.26,80.323,137.759,9.565,468.5,355.5,131.45,2.3791,2.2549,26.0
2010-03-12,1899.65,0.45,1.3769,1.5204,90.56,12.5322,0.9476,3.7006,79.39,58730.0,1101.85,2.21795,17.58,1151.25,1926.75,1406.49,79.833,137.957,9.345,472.25,354.0,130.15,2.3639,2.2729,36.1
2010-03-15,1893.6,0.53,1.3677,1.5057,90.53,12.5424,0.9396,3.6949,77.89,57890.0,1108.45,3.0573,18.0,1150.25,1919.5,1404.42,80.251,140.355,9.44,479.25,363.25,128.65,2.3782,2.2586,36.3
2010-03-16,1900.55,0.55,1.3766,1.5243,90.31,12.5282,0.9073,3.6493,79.02,58150.0,1127.78,2.87845,17.69,1159.5,1931.0,1411.71,79.753,139.015,9.305,487.0,366.75,130.35,2.3535,2.249,36.6
2010-03-17,1893.19,0.68,1.3738,1.5326,90.31,12.4553,0.9154,3.6361,81.96,59290.0,1120.43,2.5995,16.91,1165.75,1936.5,1429.4,79.638,136.418,9.08,496.0,374.0,131.2,2.3632,2.2545,37.0
2010-03-18,1901.22,0.79,1.3608,1.5244,90.39,12.5234,0.9561,3.6759,81.48,59340.0,1127.4,2.79725,16.62,1166.0,1944.5,1432.3,80.225,136.114,9.43,489.25,376.0,133.15,2.3556,2.2275,37.7
2010-03-19,1907.25,0.74,1.353,1.5013,90.55,12.5854,0.989,3.6892,79.88,59630.0,1107.05,2.4259,16.97,1172.95,1950.5,1414.1,80.724,139.469,9.695,483.75,374.5,130.3,2.3359,2.2098,38.4
2010-03-22,1906.74,1.2,1.3558,1.51,90.14,12.5354,0.9647,3.6588,80.54,59190.0,1102.2,2.52825,16.87,1162.0,1948.5,,80.651,143.984,10.165,486.5,370.75,133.0,2.3426,2.1931,41.8
2010-03-23,1908.35,1.46,1.3499,1.5048,90.4,12.4788,0.973,3.6854,80.7,59380.0,1105.18,2.3963,16.35,1169.5,1962.25,1426.74,80.896,144.25,9.885,476.75,362.75,134.75,2.3495,2.2111,41.5
2010-03-24,1929.08,1.45,1.3315,1.4868,92.3,12.5857,1.0871,3.8524,79.62,59070.0,1086.7,,17.55,1164.5,1951.5,1422.69,81.838,147.567,10.965,476.0,365.0,134.3,2.3903,2.2496,40.7
2010-03-25,1926.7,0.93,1.3273,1.4813,92.73,12.5655,1.0792,3.8777,79.61,58810.0,1090.5,2.4075,18.4,1162.75,1949.5,1427.24,82.12,148.433,10.91,466.5,355.0,137.0,2.4193,2.2591,40.8
2010-03-26,1937.18,0.79,1.341,1.4898,92.52,12.4962,1.0396,3.8468,79.29,59340.0,1107.25,2.4543,17.77,1163.5,1951.75,1423.02,81.676,152.371,10.68,464.75,356.25,135.85,2.431,2.2403,36.3
2010-03-29,1935.58,0.7,1.3483,1.4988,92.46,12.4325,1.0396,3.8643,81.17,60810.0,1109.78,2.41915,17.59,1168.75,1960.25,1429.29,81.358,152.336,10.51,464.75,357.0,138.15,2.4137,2.2226,34.5
2010-03-30,1929.25,0.58,1.3414,1.5069,92.77,12.3684,1.0554,3.8566,81.28,61050.0,1103.55,2.2066,17.13,1169.5,1965.5,1430.71,81.47,149.532,10.53,472.0,354.5,138.95,2.3981,2.2183,35.9
2010-03-31,1920.35,0.58,1.351,1.5184,93.47,12.365,1.0158,3.8257,82.7,60890.0,1113.25,2.7077,17.59,1165.25,1955.75,1440.58,81.073,150.096,10.165,450.5,345.0,136.15,2.4272,2.2591,33.8
2010-04-01,1918.5,0.58,1.3589,1.5292,93.82,12.3223,1.0558,3.8685,84.01,61240.0,1126.78,2.5374,17.47,1173.75,1952.0,,80.776,146.489,9.9375,454.75,344.5,137.4,2.4539,2.2685,40.1
2010-04-02,1917.6,0.58,1.3504,1.5209,94.61,12.3026,1.1038,3.9446,,61580.0,1123.8,2.56795,,,1952.0,,81.173,145.439,9.84,,,,2.4619,2.2619,
2010-04-05,1910.2,0.35,1.3484,1.5296,94.37,12.2491,1.168,3.9859,85.88,,1131.85,2.57215,17.02,1183.0,1973.5,1450.93,81.094,139.654,9.92,453.5,345.75,139.65,2.4768,2.3084,
2010-04-06,1915.18,0.16,1.3399,1.5267,93.79,12.2179,1.136,3.9505,86.15,62190.0,1134.28,2.69925,16.23,1185.75,1978.75,1460.3,81.387,140.903,10.04,463.5,346.5,139.2,2.5129,2.3294,41.8
2010-04-07,1929.68,0.11,1.3344,1.5241,93.36,12.2931,1.048,3.8531,85.59,61950.0,1149.4,2.57205,16.62,1179.0,1975.0,1472.19,81.443,142.795,10.02,475.25,356.5,137.55,2.5187,2.3385,43.4
2010-04-08,1922.8,0.12,1.3361,1.528,93.38,12.2171,1.0641,3.8901,84.81,61310.0,1150.61,2.56305,16.48,1183.75,1980.0,1472.76,81.534,142.186,10.0,469.25,348.25,134.7,2.5175,2.3406,42.1
2010-04-09,1928.75,0.23,1.35,1.537,93.18,12.1871,1.0563,3.8825,84.83,61640.0,1161.75,2.67225,16.14,1192.5,1992.0,1468.95,81.093,140.333,10.035,465.75,345.75,132.7,2.5084,2.3416,42.2
2010-04-12,1924.4,0.35,1.3592,1.5368,93.24,12.1575,1.0322,3.8417,84.77,61970.0,1156.3,,15.58,1192.5,1992.5,1470.7,80.562,136.464,10.1075,467.75,348.25,133.55,2.5128,2.3478,43.1
2010-04-13,1941.6,0.21,1.3614,1.5381,93.2,12.1786,1.0484,3.8204,84.72,61350.0,1150.68,,16.2,1193.0,2001.25,1470.91,80.507,134.575,9.7625,476.0,352.5,132.2,2.5023,2.3282,40.1
2010-04-14,1947.3,0.22,1.3653,1.5466,93.23,12.2015,1.0484,3.8593,86.15,61610.0,1155.4,,15.59,1206.5,2026.5,1478.47,80.19,131.333,9.5825,474.75,358.0,131.85,2.5365,2.3497,37.7
2010-04-15,1937.7,0.35,1.3573,1.5496,93.03,12.1666,1.008,3.8321,87.17,61490.0,1159.26,2.64615,15.89,1208.5,2034.75,1481.14,80.482,124.617,9.5925,480.25,363.25,131.75,2.5406,2.3624,34.4
2010-04-16,1946.9,0.35,1.3503,1.5363,92.17,12.2756,0.9513,3.7626,85.99,61680.0,1137.41,2.68725,18.36,1190.25,2009.75,1463.27,80.824,130.477,9.975,490.5,364.0,129.1,2.5131,2.3361,28.0
2010-04-19,1951.6,0.35,1.3489,1.5338,92.4,12.2388,0.9756,3.7974,84.23,59910.0,1135.75,,17.34,1195.5,2013.0,1453.14,81.0,130.337,10.16,467.75,347.75,129.0,2.5036,2.3276,23.8
2010-04-20,1947.55,0.33,1.3435,1.5359,93.22,12.2212,1.0081,3.7993,84.8,60080.0,1140.76,2.3702,15.73,1205.5,2024.25,1467.76,81.049,127.625,9.935,486.0,355.5,129.15,2.5199,2.3434,23.5
2010-04-21,1947.95,0.45,1.339,1.5411,93.19,12.179,0.9918,3.7356,85.7,60140.0,1146.78,2.34065,16.32,1200.5,2025.5,1475.06,81.161,129.124,9.975,487.25,359.25,129.7,2.5129,2.342,22.8
2010-04-22,1953.84,0.58,1.3295,1.5378,93.49,12.21,1.0244,3.7723,85.67,60240.0,1141.58,2.30175,16.47,1201.75,2036.25,1478.51,81.567,132.891,10.715,498.5,362.25,131.1,2.4994,2.3406,21.6
2010-04-23,1951.05,0.58,1.3384,1.5377,93.97,12.1795,1.0656,3.8092,87.25,60380.0,1157.73,,16.62,1212.25,2053.0,1488.05,81.352,133.296,10.855,493.25,353.0,131.8,2.5302,2.3758,23.5
2010-04-26,1947.8,0.58,1.3383,1.5458,93.96,12.1519,1.0492,3.8054,86.83,60870.0,1153.53,2.28995,17.47,1208.25,2047.25,1484.44,81.481,136.36,10.9125,476.0,352.25,132.55,2.543,2.3754,19.7
2010-04-27,1964.0,0.6,1.3175,1.5265,93.27,12.3801,0.9506,3.6877,85.78,60180.0,1167.95,2.44965,22.81,1181.0,2008.75,1472.11,82.146,148.701,12.06,478.25,347.5,130.8,2.5024,2.3336,22.9
2010-04-28,1976.9,0.63,1.3221,1.5209,94.03,12.3438,1.0237,3.7628,86.16,58190.0,1165.78,2.2999,21.08,1190.0,2006.75,1457.28,82.381,145.515,12.295,476.25,357.0,133.85,2.5328,2.3916,19.2
2010-04-29,1959.5,0.68,1.3233,1.532,94.03,12.2055,1.0,3.7243,86.9,58580.0,1167.03,2.26955,18.44,1205.25,2041.0,1469.22,82.003,141.75,11.405,484.5,360.5,134.5,2.5741,2.4337,18.3
2010-04-30,1956.75,0.68,1.3294,1.5274,93.85,12.3109,0.9603,3.6532,87.44,58400.0,1179.03,2.2729,22.05,1183.5,1998.5,1467.26,81.866,146.15,11.195,491.75,366.25,135.2,2.5449,2.3986,20.3
2010-05-03,1973.55,0.51,1.3195,1.5248,94.54,12.2628,0.992,3.682,88.94,,1182.23,2.29835,20.19,1198.5,2027.0,1490.16,82.272,141.81,11.345,490.0,362.75,138.4,2.5292,2.3983,
